Id,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2utslipp,AntallSeter,Karosseri,AntallDører,AntallEiere,Avgiftsklasse,Maksimaltilhengervekt,SalePrice
409,341454617,2009,250180,Manuell,Diesel,Grå,Forhjulsdrift,110,2.0,1730,159,5,Stasjonsvogn,4,6,Personbil,1600,31745
410,341448771,2009,285131,Manuell,Diesel,Hvit,Forhjulsdrift,90,1.6,1100,110,5,KombiTredørs,2,13,Personbil,750,31074
411,341443943,2011,180000,Manuell,Diesel,Grå,Forhjulsdrift,114,1.6,1305,114,5,Stasjonsvogn,5,2,Personbil,1300,33845
412,280865825,2004,317900,Automat,Diesel,Svart,Bakhjulsdrift,177,2.7,1780,193,5,Stasjonsvogn,5,4,Personbil,2100,30229
413,341391741,2002,75000,Manuell,Bensin,Blå,Firehjulsdrift,84,1.3,935,167,5,KombiFemdørs,5,3,Personbil,800,31845
414,341172288,2006,298000,Manuell,Diesel,Svart,Firehjulsdrift,136,2.2,1585,173,5,SUVOffroad,5,5,Personbil,2000,31845
415,341358742,2009,315745,Automat,Diesel,Grå,Forhjulsdrift,131,2.0,1658,182,5,Stasjonsvogn,5,8,Personbil,1600,30845
416,341353839,2007,184700,Manuell,Bensin,Blå,Forhjulsdrift,97,1.4,1220,163,5,KombiFemdørs,5,1,Personbil,1000,34900
417,334713916,2005,260000,Automat,Bensin,Beige,Firehjulsdrift,256,3.2,1680,262,5,Sedan,4,6,Personbil,1900,35000
418,341341203,2011,78700,Manuell,Bensin,Hvit,Forhjulsdrift,69,1.2,994,113,4,KombiTredørs,3,2,Personbil,800,34900
419,341306747,2004,169799,Automat,Bensin,Sølv,Forhjulsdrift,147,2.0,1360,221,5,Sedan,4,7,Personbil,1400,33845
420,341298493,2008,270000,Manuell,Diesel,Sølv,Forhjulsdrift,105,1.9,1614,158,7,Flerbruksbil,5,5,Personbil,1500,30845
421,341281953,2007,222000,Manuell,Diesel,Grå,Forhjulsdrift,90,1.4,1205,128,5,KombiFemdørs,5,4,Personbil,1000,30845
422,341282917,2007,164000,Manuell,Diesel,Svart,Forhjulsdrift,69,1.4,1230,129,5,KombiFemdørs,4,10,Personbil,800,34845
423,341281152,2009,152304,Manuell,Diesel,Rød,Forhjulsdrift,109,1.6,1312,136,5,Stasjonsvogn,5,3,Personbil,1150,34845
424,341273519,2005,179875,Manuell,Bensin,Grå,Forhjulsdrift,129,1.8,1295,172,5,Stasjonsvogn,4,9,Personbil,1300,30800
425,316626815,2013,277000,Manuell,Diesel,Hvit,Firehjulsdrift,125,2.2,2078,252,3,Kasse,4,4,Varebil,2800,31422
426,341260483,2008,164000,Manuell,Bensin,Svart,Forhjulsdrift,69,1.2,1082,142,5,KombiFemdørs,5,2,Personbil,700,33074
427,341088813,2002,297020,Manuell,Bensin,Sølv,Firehjulsdrift,125,2.0,1345,229,5,Annet,4,4,Personbil,1500,31845
428,341233688,2012,299500,Manuell,Diesel,Hvit,Forhjulsdrift,90,1.6,1320,129,3,Kasse,4,4,Varebil,940,35000
429,341224034,2012,172000,Automat,Diesel,Hvit,Forhjulsdrift,140,2.0,1614,159,7,Flerbruksbil,5,3,Personbil,1800,34305
430,341226568,2010,154000,Manuell,Diesel,Blå,Forhjulsdrift,90,1.6,1314,118,5,Annet,4,8,Personbil,1400,33845
431,339288019,2006,210000,Manuell,Diesel,Blå,Firehjulsdrift,140,2.0,1745,184,5,Stasjonsvogn,5,7,Personbil,2000,34845
432,341221090,2006,282116,Manuell,Diesel,Svart,Forhjulsdrift,126,2.0,1465,149,5,Stasjonsvogn,5,3,Personbil,1300,35000
433,341212792,2008,200836,Manuell,Diesel,Svart,Forhjulsdrift,136,2.2,1535,173,7,KombiFemdørs,4,7,Personbil,1300,33845
434,341184225,2008,159660,Manuell,Diesel,Sølv,Forhjulsdrift,109,1.6,1282,119,5,KombiFemdørs,5,7,Personbil,1300,31845
435,340171997,2006,285000,Manuell,Diesel,Sølv,Firehjulsdrift,136,2.2,1600,203,5,SUVOffroad,4,11,Personbil,2000,31845
436,334871226,2004,178600,Manuell,Bensin,Beige,Forhjulsdrift,75,1.4,1344,166,5,KombiFemdørs,5,6,Personbil,1000,35000
437,315832310,2013,102990,Manuell,Bensin,Blå,Forhjulsdrift,82,1.2,975,104,5,KombiFemdørs,5,4,Personbil,1150,33961
438,313895114,2008,243600,Manuell,Diesel,Sølv,Forhjulsdrift,105,1.9,1470,148,5,Flerbruksbil,5,7,Personbil,1400,31777
439,341078858,2008,186400,Manuell,Bensin,Rød,Forhjulsdrift,103,1.5,1035,140,5,KombiFemdørs,4,7,Personbil,900,35000
440,341054657,2007,201000,Manuell,Bensin,Sølv,Forhjulsdrift,102,1.6,1331,178,5,KombiFemdørs,4,12,Personbil,1200,33845
441,341022869,2008,230400,Manuell,Diesel,Grå,Forhjulsdrift,90,1.6,1386,118,5,Stasjonsvogn,5,5,Personbil,1200,34900
442,341011039,2009,254740,Manuell,Diesel,Svart,Firehjulsdrift,105,1.9,1549,158,5,Stasjonsvogn,4,1,Personbil,1500,34999
443,340365742,2012,179827,Manuell,Diesel,Svart,Forhjulsdrift,114,1.6,1500,120,5,Stasjonsvogn,4,4,Personbil,1375,32305
444,340895004,2005,170100,Automat,Bensin,Svart,Forhjulsdrift,109,1.6,1381,189,5,KombiFemdørs,4,5,Personbil,1200,33845
445,340899267,2007,106000,Manuell,Bensin,Hvit,Forhjulsdrift,95,1.6,1345,205,2,Kasse,5,2,Varebil,830,35000
446,340886856,2006,180000,Manuell,Bensin,Svart,Firehjulsdrift,150,2.0,1730,223,5,SUVOffroad,4,11,Personbil,1600,31845
447,340880854,2005,185000,Manuell,Bensin,Grå,Forhjulsdrift,116,1.6,1476,175,5,Stasjonsvogn,4,6,Personbil,1200,33845
448,340418857,2008,193000,Manuell,Diesel,Svart,Forhjulsdrift,105,1.9,1320,135,5,KombiFemdørs,5,2,Personbil,1400,31845
449,340803891,2009,179580,Manuell,Bensin,Gull,Forhjulsdrift,69,1.0,985,118,5,KombiFemdørs,4,7,Personbil,750,34845
450,340802901,2012,290000,Automat,Diesel,Svart,Forhjulsdrift,116,2.0,1475,149,5,Flerbruksbil,5,3,Personbil,1500,31835
451,340801517,2009,151800,Manuell,Bensin,Svart,Forhjulsdrift,105,1.4,1242,149,5,Stasjonsvogn,5,4,Personbil,1200,34845
452,340789030,2007,277992,Manuell,Diesel,Blå,Forhjulsdrift,105,1.9,1489,140,5,Sedan,4,3,Personbil,1400,34845
453,340792404,2008,190560,Manuell,Bensin,Svart,Forhjulsdrift,69,1.2,1125,140,5,KombiFemdørs,5,9,Personbil,800,31074
454,340706786,2009,187000,Manuell,Diesel,Blå,Forhjulsdrift,109,1.6,1485,140,5,Sedan,4,2,Personbil,1370,35000
455,340696749,2012,147000,Manuell,Diesel,Hvit,Forhjulsdrift,90,1.8,1438,159,2,Kasse,4,6,Varebil,1200,31476
456,340618572,2009,122000,Manuell,Diesel,Blå,Forhjulsdrift,75,1.6,1118,110,5,KombiFemdørs,5,5,Personbil,750,34777
457,340610761,2010,230500,Manuell,Diesel,Svart,Forhjulsdrift,116,2.0,1745,139,5,Stasjonsvogn,4,8,Personbil,1800,31845
458,340594023,2009,260000,Automat,Diesel,Grå,Forhjulsdrift,105,1.9,1355,144,5,KombiFemdørs,5,6,Personbil,1400,32000
459,340543716,2010,158000,Manuell,Diesel,Blå,Forhjulsdrift,105,1.6,1377,109,5,Stasjonsvogn,5,3,Personbil,1400,30845
460,340582937,2012,108000,Manuell,Bensin,Grå,Forhjulsdrift,69,1.2,997,119,5,KombiFemdørs,4,7,Personbil,800,34672
461,340569247,2008,242738,Manuell,Diesel,Beige,Forhjulsdrift,105,1.9,1477,154,5,Stasjonsvogn,5,3,Personbil,1500,31845
462,340561413,2007,263000,Manuell,Diesel,Grå,Forhjulsdrift,105,1.9,1310,135,5,KombiFemdørs,5,8,Personbil,1400,30845
463,339058056,2007,248000,Manuell,Diesel,Grå,Forhjulsdrift,116,1.9,1540,153,5,Stasjonsvogn,4,16,Personbil,1400,31845
464,340211721,2002,316070,Automat,Diesel,Blå,Bakhjulsdrift,150,2.1,1565,177,5,Sedan,4,12,Personbil,1900,34845
465,340408008,2009,94300,Manuell,Bensin,Grå,Forhjulsdrift,73,1.4,1223,150,5,KombiFemdørs,4,11,Personbil,950,34845
466,339388842,2010,159550,Manuell,Diesel,Blå,Forhjulsdrift,90,1.6,1314,118,5,KombiFemdørs,4,4,Personbil,1400,33845
467,340367379,2008,198000,Manuell,Diesel,Grå,Forhjulsdrift,109,1.6,1570,134,7,KombiFemdørs,4,5,Personbil,1400,32845
468,340357772,2007,232000,Automat,Diesel,Svart,Forhjulsdrift,140,2.0,1476,172,5,Sedan,4,2,Personbil,1800,33845
469,340321487,2006,176000,Manuell,Bensin,Sølv,Forhjulsdrift,102,1.6,1402,175,5,Sedan,4,8,Personbil,1200,31845
470,340242791,2006,260000,Manuell,Diesel,Sølv,Forhjulsdrift,136,2.0,1397,145,5,Stasjonsvogn,4,8,Personbil,1500,31845
471,339481859,2006,285000,Manuell,Bensin,Sølv,Firehjulsdrift,177,2.4,1685,264,5,Stasjonsvogn,5,10,Personbil,1700,33845
472,340078699,2006,370000,Manuell,Diesel,Svart,Firehjulsdrift,140,2.2,1617,177,5,SUVOffroad,5,3,Personbil,1500,33845
473,338308869,2005,43300,Manuell,Bensin,Rød,Forhjulsdrift,102,1.6,1215,192,2,Annet,5,4,Personbil,1000,34845
474,340140175,2007,469700,Automat,Diesel,Svart,Bakhjulsdrift,170,2.1,1735,194,5,Stasjonsvogn,5,3,Personbil,2100,33845
475,339995702,2006,428000,Automat,Diesel,Blå,Firehjulsdrift,163,2.4,1776,223,5,Stasjonsvogn,5,3,Personbil,1800,34900
476,340118418,2010,189000,Manuell,Diesel,Rød,Forhjulsdrift,129,2.2,1490,139,5,Stasjonsvogn,5,3,Personbil,1400,31845
477,340086395,2007,166000,Manuell,Diesel,Sølv,Forhjulsdrift,90,1.4,1280,132,5,Flerbruksbil,4,3,Personbil,1000,33845
478,340076240,2008,207000,Manuell,Diesel,Grå,Forhjulsdrift,90,1.4,1280,132,5,KombiFemdørs,4,0,Personbil,1000,31845
479,339777987,2004,254000,Automat,Bensin,Grå,Bakhjulsdrift,192,2.5,1590,248,5,Stasjonsvogn,5,5,Personbil,2000,31845
480,340021489,2004,190000,Manuell,Bensin,Sølv,Forhjulsdrift,110,1.6,1155,168,5,Sedan,4,9,Personbil,1300,32000
481,330353836,2013,110000,Manuell,Bensin,Hvit,Forhjulsdrift,125,1.0,1296,117,5,Stasjonsvogn,5,4,Personbil,1200,34147
482,339776812,2011,210600,Manuell,Diesel,Hvit,Forhjulsdrift,90,1.6,1395,115,5,KombiFemdørs,4,12,Personbil,1300,33845
483,338998661,2007,274000,Manuell,Diesel,Grå,Firehjulsdrift,170,2.0,1655,179,5,Stasjonsvogn,4,8,Personbil,1600,33845
484,339891949,2006,312942,Automat,Bensin,Svart,Bakhjulsdrift,143,1.8,1555,203,5,Stasjonsvogn,5,7,Personbil,1500,33845
485,339871586,2009,69500,Manuell,Bensin,Grønn,Forhjulsdrift,80,1.2,1084,139,5,KombiFemdørs,5,4,Personbil,850,34974
486,339862015,2012,237907,Manuell,Diesel,Hvit,Forhjulsdrift,105,1.6,1370,137,2,Kasse,4,2,Varebil,1300,35000
487,339791798,2008,188000,Manuell,Diesel,Svart,Forhjulsdrift,105,1.9,1345,137,5,Sedan,4,10,Personbil,1400,33845
488,320328625,2008,171879,Manuell,Bensin,Rød,Firehjulsdrift,91,1.3,1060,151,5,KombiFemdørs,5,8,Personbil,1000,33777
489,339622546,2010,104792,Manuell,Bensin,Sølv,Bakhjulsdrift,64,1.1,855,114,5,KombiFemdørs,4,5,Personbil,700,35000
490,339583824,2009,241000,Manuell,Diesel,Hvit,Forhjulsdrift,90,1.6,1480,153,3,Stasjonsvogn,3,3,Varebil,950,30231
491,338965126,2005,254184,Manuell,Diesel,Sølv,Firehjulsdrift,109,2.0,1860,216,5,SUVOffroad,5,2,Personbil,1850,31845
492,339454951,2008,192652,Manuell,Bensin,Beige,Forhjulsdrift,95,1.3,1050,143,5,KombiFemdørs,4,2,Personbil,1000,34825
493,339399913,2006,230000,Manuell,Diesel,Svart,Forhjulsdrift,140,2.0,1490,167,5,Stasjonsvogn,4,8,Personbil,1600,32900
494,339331937,2005,196000,Manuell,Bensin,Svart,Forhjulsdrift,129,1.8,1270,171,5,Sedan,4,5,Personbil,1300,34845
495,339047557,2010,154940,Manuell,Diesel,Blå,Forhjulsdrift,95,1.6,1043,107,5,KombiFemdørs,5,4,Personbil,750,33074
496,339078749,2012,95000,Manuell,Bensin,Svart,Forhjulsdrift,99,1.4,1185,143,5,KombiFemdørs,5,3,Personbil,1200,31672
497,339005762,2005,345000,Manuell,Diesel,Sølv,Forhjulsdrift,131,2.4,1553,171,5,Stasjonsvogn,5,5,Personbil,1800,30845
498,338785581,2008,103800,Manuell,Bensin,Sølv,Forhjulsdrift,97,1.4,1188,141,5,KombiFemdørs,4,4,Personbil,1000,31000
499,338782567,2009,203000,Manuell,Diesel,Hvit,Forhjulsdrift,90,1.6,1700,191,3,KombiFemdørs,4,9,Varebil,1472,33231
500,338598859,2006,119000,Manuell,Bensin,Svart,Forhjulsdrift,64,1.2,1185,144,5,KombiFemdørs,4,4,Personbil,800,34845
501,329409941,2004,242500,Manuell,Diesel,Sølv,Forhjulsdrift,105,1.9,1443,140,5,KombiFemdørs,4,2,Personbil,1400,31777
502,338678412,2006,247000,Manuell,Diesel,Blå,Forhjulsdrift,101,1.9,1900,210,9,KombiFemdørs,4,16,Personbil,2000,33000
503,338641789,2008,196100,Manuell,Diesel,Blå,Forhjulsdrift,69,1.4,1230,137,5,SUVOffroad,4,9,Personbil,800,34845
504,338434168,2010,155000,Manuell,Diesel,Rød,Forhjulsdrift,90,1.6,1395,115,5,KombiFemdørs,5,7,Personbil,1300,33845
505,329440967,2008,268000,Manuell,Diesel,Grå,Forhjulsdrift,120,2.0,1840,198,2,Kasse,5,8,Varebil,2000,31186
506,336666520,2010,223000,Manuell,Diesel,Svart,Forhjulsdrift,105,1.9,1482,140,5,Flerbruksbil,5,3,Personbil,1200,34845
507,338025287,2012,150000,Manuell,Diesel,Sølv,Forhjulsdrift,75,1.1,1116,94,5,KombiFemdørs,5,2,Personbil,800,34672
508,337583192,2012,133000,Manuell,Bensin,Brun,Forhjulsdrift,125,1.0,1371,117,5,Stasjonsvogn,4,10,Personbil,1200,32805
509,337688187,2009,278477,Manuell,Diesel,Beige,Forhjulsdrift,105,1.9,1400,137,5,Stasjonsvogn,5,4,Personbil,1400,35000
510,335786904,2007,320000,Automat,Diesel,Grå,Forhjulsdrift,105,1.9,1613,161,5,Flerbruksbil,5,11,Personbil,1500,33500
511,337623134,2007,227426,Manuell,Bensin,Rød,Forhjulsdrift,170,1.4,1442,173,5,KombiFemdørs,4,9,Personbil,1400,46845
512,329958097,2009,284420,Manuell,Bensin,Blå,Forhjulsdrift,99,1.3,1071,128,5,KombiFemdørs,5,6,Personbil,1000,33777
513,337485275,2007,105400,Manuell,Diesel,Grå,Forhjulsdrift,88,1.5,1187,118,5,Coupe,4,6,Personbil,1100,35074
514,337335304,2007,286596,Automat,Diesel,Sølv,Firehjulsdrift,179,2.7,1875,227,5,Stasjonsvogn,5,2,Personbil,1900,31845
515,337331919,2007,321655,Manuell,Diesel,Sølv,Forhjulsdrift,140,2.0,1685,163,5,Stasjonsvogn,4,11,Personbil,1600,31845
516,337257544,2004,268000,Manuell,Diesel,Blå,Forhjulsdrift,136,2.0,1600,162,7,Flerbruksbil,5,4,Personbil,1500,31845
517,336933150,2000,141000,Manuell,Bensin,Svart,Forhjulsdrift,101,1.6,1117,187,5,KombiFemdørs,5,3,Personbil,1200,30074
518,334661337,2006,131900,Manuell,Bensin,Sølv,Forhjulsdrift,95,1.5,1225,158,5,Flerbruksbil,5,7,Personbil,1000,31777
519,335614779,2011,222000,Manuell,Diesel,Svart,Forhjulsdrift,75,1.2,1057,99,5,KombiFemdørs,5,5,Personbil,1000,34845
520,336568411,2004,201600,Manuell,Bensin,Rød,Forhjulsdrift,110,1.6,1190,172,5,Stasjonsvogn,5,4,Personbil,1300,34900
521,336483271,2011,275500,Manuell,Diesel,Svart,Firehjulsdrift,105,1.6,1400,141,5,Stasjonsvogn,4,5,Personbil,1600,33777
522,336302480,2010,172800,Manuell,Bensin,Sølv,Forhjulsdrift,60,1.2,1054,127,5,KombiFemdørs,5,3,Personbil,500,34900
523,336286393,2006,238200,Automat,Bensin,Sølv,Bakhjulsdrift,143,1.8,1555,203,5,Stasjonsvogn,5,8,Personbil,1500,34900
524,336107456,2004,134768,Manuell,Bensin,Grønn,Forhjulsdrift,110,1.6,1155,168,5,KombiFemdørs,5,3,Personbil,1300,31845
525,336015704,2007,196000,Manuell,Diesel,Grå,Forhjulsdrift,90,1.6,1352,118,5,Annet,4,8,Personbil,1200,31777
526,323843387,2004,329000,Manuell,Diesel,Sølv,Bakhjulsdrift,116,2.0,1550,173,7,Sedan,4,1,Personbil,1500,32000
527,335492615,2002,235000,Manuell,Bensin,Sølv,Forhjulsdrift,140,2.4,1459,205,5,Sedan,4,3,Personbil,1800,31777
528,327691876,2009,265755,Automat,Bensin,Svart,Forhjulsdrift,160,1.8,1510,175,5,Stasjonsvogn,5,6,Personbil,1300,32777
529,334785996,2003,164825,Manuell,Bensin,Blå,Forhjulsdrift,97,1.4,1160,159,5,KombiFemdørs,4,8,Personbil,1000,31777
530,333562250,2009,76700,Manuell,Bensin,Grå,Forhjulsdrift,75,1.3,1025,125,5,KombiTredørs,3,5,Personbil,900,31777
531,333911484,2011,233466,Manuell,Diesel,Hvit,Firehjulsdrift,147,2.0,1550,158,5,Stasjonsvogn,5,6,Personbil,2000,31777
532,333232228,2012,91555,Manuell,Diesel,Blå,Forhjulsdrift,75,1.4,1127,110,5,KombiFemdørs,4,10,Personbil,1100,35000
533,322702259,2011,164000,Manuell,Diesel,Grå,Forhjulsdrift,92,1.6,1277,110,5,Sedan,4,6,Personbil,1150,31777
534,323974694,2008,244000,Manuell,Bensin,Blå,Forhjulsdrift,87,1.3,1020,141,5,KombiFemdørs,5,4,Personbil,900,33677
535,331547641,2008,208565,Manuell,Diesel,Sølv,Forhjulsdrift,90,1.4,1280,132,5,KombiFemdørs,4,4,Personbil,1000,32999
536,341459865,2011,143898,Manuell,Bensin,Grå,Forhjulsdrift,86,1.4,1029,139,5,KombiFemdørs,5,4,Personbil,1000,36845
537,341448774,2011,166500,Manuell,Diesel,Svart,Forhjulsdrift,116,1.6,1377,117,5,KombiFemdørs,4,5,Personbil,1300,36000
538,341454071,2005,192790,Manuell,Bensin,Grå,Forhjulsdrift,125,1.8,1280,172,5,Sedan,4,6,Personbil,1300,35845
539,316032938,2010,260000,Manuell,Diesel,Blå,Forhjulsdrift,116,2.0,1615,152,7,Flerbruksbil,5,2,Personbil,1800,35777
540,341437634,2004,176470,Manuell,Bensin,Grå,Firehjulsdrift,128,2.0,1355,230,5,SUVOffroad,5,8,Personbil,1850,36845
541,341415163,2007,207000,Manuell,Diesel,Svart,Forhjulsdrift,105,1.9,1477,153,5,Stasjonsvogn,5,2,Personbil,1500,38845
542,341406491,2004,242000,Automat,Diesel,Svart,Bakhjulsdrift,150,2.1,1735,197,5,Stasjonsvogn,5,7,Personbil,2100,39845
543,336876808,2007,269000,Automat,Diesel,Blå,Bakhjulsdrift,150,2.1,1535,192,5,Stasjonsvogn,5,11,Personbil,1500,39845
544,341389446,2009,172000,Manuell,Diesel,Svart,Forhjulsdrift,90,1.6,1277,119,5,KombiFemdørs,5,4,Personbil,1200,38845
545,341389373,2006,255420,Manuell,Diesel,Sølv,Firehjulsdrift,136,2.2,1530,206,5,SUVOffroad,4,6,Personbil,2000,38500
546,341380867,2006,247000,Manuell,Diesel,Svart,Forhjulsdrift,140,2.0,1731,172,7,Flerbruksbil,5,4,Personbil,1700,37845
547,341365384,2008,184944,Manuell,Diesel,Rød,Forhjulsdrift,109,1.6,1165,104,4,Coupe,2,8,Personbil,750,37074
548,341359726,2007,129890,Manuell,Bensin,Sølv,Forhjulsdrift,95,1.5,1225,148,5,KombiFemdørs,4,7,Personbil,1000,36845
549,341359146,2003,203000,Automat,Bensin,Svart,Bakhjulsdrift,272,3.6,1860,259,5,Sedan,4,20,Personbil,2100,36845
550,341353529,2008,218000,Manuell,Diesel,Sølv,Forhjulsdrift,150,1.9,1705,184,5,Stasjonsvogn,5,8,Personbil,1800,35845
551,341357900,2012,116700,Manuell,Bensin,Grå,Forhjulsdrift,69,1.2,1163,119,5,KombiFemdørs,5,1,Personbil,850,39900
552,341346174,2008,245500,Automat,Bensin,Grå,Forhjulsdrift,143,1.8,1425,188,5,Sedan,4,10,Personbil,1300,36845
553,340115835,2005,245574,Manuell,Diesel,Svart,Firehjulsdrift,140,2.0,1450,165,5,KombiFemdørs,5,8,Personbil,1600,36845
554,341325788,2007,217400,Manuell,Diesel,Svart,Forhjulsdrift,90,1.4,1235,128,5,Stasjonsvogn,5,3,Personbil,1000,39900
555,341307774,2012,231000,Automat,Diesel,Sølv,Forhjulsdrift,68,1.4,1155,87,5,KombiFemdørs,4,9,Personbil,950,39672
556,330095896,2009,278216,Automat,Diesel,Grå,Forhjulsdrift,170,2.0,1522,163,5,Stasjonsvogn,5,5,Personbil,1800,36777
557,316612584,2010,229120,Automat,Diesel,Grå,Forhjulsdrift,116,1.6,1509,151,5,Stasjonsvogn,5,6,Personbil,1300,36777
558,341291597,2003,340000,Automat,Bensin,Blå,Firehjulsdrift,272,2.9,2117,309,7,SUVOffroad,5,12,Personbil,2250,36845
559,341283906,2007,239800,Manuell,Diesel,Grønn,Firehjulsdrift,136,2.5,1900,228,4,Pickup,2,3,Personbil,2700,36845
560,341280937,2009,293500,Manuell,Diesel,Svart,Forhjulsdrift,143,2.0,1520,143,5,Stasjonsvogn,5,4,Personbil,1600,39845
561,341270752,2014,245662,Manuell,Diesel,Hvit,Forhjulsdrift,101,2.2,1881,183,3,Kasse,4,7,Varebil,2350,36476
562,341270538,2006,242400,Manuell,Diesel,Grå,Forhjulsdrift,90,1.4,1205,128,5,KombiFemdørs,5,3,Personbil,1000,39900
563,337159638,2007,192300,Manuell,Diesel,Sølv,Forhjulsdrift,116,1.9,1525,154,5,Stasjonsvogn,4,10,Personbil,1500,38845
564,341252022,2009,178000,Manuell,Diesel,Sølv,Firehjulsdrift,140,2.0,1570,175,5,SUVOffroad,4,10,Personbil,1425,38845
565,341251619,2007,172500,Automat,Bensin,Blå,Forhjulsdrift,102,1.6,1461,204,5,KombiFemdørs,5,2,Personbil,1200,39900
566,317051166,2001,263000,Manuell,Bensin,Sølv,Forhjulsdrift,150,2.0,1320,213,5,Coupe,3,3,Personbil,1600,37277
567,336166572,2011,260000,Manuell,Diesel,Grå,Forhjulsdrift,109,1.6,1729,119,5,Stasjonsvogn,4,4,Personbil,1300,40000
568,336047352,2006,326294,Automat,Diesel,Grå,Bakhjulsdrift,163,2.0,1520,184,5,Stasjonsvogn,4,7,Personbil,1600,36845
569,341164021,2008,211000,Manuell,Diesel,Svart,Forhjulsdrift,140,2.0,1576,156,5,Stasjonsvogn,4,5,Personbil,1800,39999
570,341133407,2004,159956,Automat,Bensin,Sølv,Forhjulsdrift,87,1.3,935,150,5,KombiFemdørs,4,5,Personbil,900,38074
571,341061893,2007,154200,Manuell,Diesel,Sølv,Forhjulsdrift,90,1.4,1055,119,5,KombiFemdørs,4,13,Personbil,1050,35074
572,341114797,2012,218000,Automat,Diesel,Svart,Firehjulsdrift,170,2.0,2089,194,7,SUVOffroad,5,1,Personbil,1056,39305
573,339111615,2010,201605,Manuell,Diesel,Sølv,Forhjulsdrift,105,1.6,1375,114,5,Stasjonsvogn,4,4,Personbil,1400,36845
574,341025055,2009,185200,Manuell,Diesel,Beige,Firehjulsdrift,140,2.0,1627,158,5,Sedan,5,2,Personbil,2000,39900
575,341011826,2007,126500,Manuell,Bensin,Svart,Forhjulsdrift,80,1.4,1161,157,5,KombiFemdørs,5,2,Personbil,800,39000
576,340899865,2002,365000,Manuell,Diesel,Grå,Firehjulsdrift,131,1.9,1540,167,5,Stasjonsvogn,5,5,Personbil,1800,36845
577,340989837,2015,123900,Manuell,Bensin,Sølv,Forhjulsdrift,80,1.2,845,96,5,KombiFemdørs,4,5,Personbil,200,38074
578,340904591,2007,179675,Manuell,Diesel,Grå,Forhjulsdrift,109,1.6,1416,132,5,Stasjonsvogn,4,6,Personbil,1300,36845
579,340904993,2012,247800,Automat,Diesel,Svart,Forhjulsdrift,116,1.6,1351,151,5,Stasjonsvogn,5,7,Personbil,1300,36845
580,340139281,2007,222187,Manuell,Diesel,Sølv,Firehjulsdrift,105,1.9,1460,159,5,Stasjonsvogn,5,5,Personbil,1600,35845
581,340891280,2006,174032,Manuell,Diesel,Svart,Forhjulsdrift,105,1.9,1720,160,7,Flerbruksbil,5,6,Personbil,1500,38845
582,340610431,2001,362497,Manuell,Diesel,Svart,Forhjulsdrift,140,2.5,1587,172,5,Stasjonsvogn,5,7,Personbil,1800,35845
583,340871289,2010,123250,Manuell,Bensin,Svart,Forhjulsdrift,69,1.0,985,118,5,KombiFemdørs,5,4,Personbil,750,39000
584,307659125,2011,222000,Manuell,Diesel,Svart,Forhjulsdrift,110,1.7,1428,119,5,Stasjonsvogn,5,4,Personbil,1200,36777
585,149492060,2008,446000,Automat,Diesel,Sølv,Bakhjulsdrift,136,2.1,1565,173,5,Sedan,4,4,Personbil,1900,37779
586,340761745,2002,242800,Manuell,Bensin,Grønn,Forhjulsdrift,110,1.6,1235,176,5,Stasjonsvogn,4,1,Personbil,1300,36845
587,340764476,2009,227000,Manuell,Diesel,Grå,Forhjulsdrift,90,1.4,1275,128,5,Annet,4,8,Personbil,1000,38845
588,340741481,2010,140200,Manuell,Diesel,Blå,Forhjulsdrift,109,1.6,1318,136,5,KombiFemdørs,5,3,Personbil,1300,39900
589,340726879,2011,268000,Manuell,Diesel,Grå,Forhjulsdrift,90,1.6,1429,140,5,Flerbruksbil,4,5,Personbil,1300,38845
590,340675608,2007,169137,Manuell,Diesel,Sølv,Forhjulsdrift,90,1.4,1205,128,5,KombiFemdørs,5,4,Personbil,1000,36845
591,340654233,2006,221000,Manuell,Bensin,Svart,Firehjulsdrift,106,1.6,1445,210,4,SUVOffroad,2,5,Personbil,1600,39845
592,340630611,2004,332000,Manuell,Diesel,Sølv,Firehjulsdrift,109,2.0,1735,216,7,SUVOffroad,5,3,Personbil,1850,37845
593,340625705,2008,218000,Manuell,Diesel,Rød,Forhjulsdrift,114,1.6,1517,128,5,KombiFemdørs,4,8,Personbil,1400,37845
594,340617847,2001,124200,Automat,Bensin,Rød,Forhjulsdrift,86,1.3,925,160,5,KombiFemdørs,5,6,Personbil,900,35845
595,340603530,2008,232000,Automat,Diesel,Grå,Forhjulsdrift,140,2.0,1635,178,5,Stasjonsvogn,5,4,Personbil,1600,36845
596,340599380,2006,269594,Manuell,Diesel,Grå,Bakhjulsdrift,163,2.0,1340,152,5,KombiFemdørs,5,6,Personbil,1200,36845
597,339045260,2011,165752,Manuell,Bensin,Hvit,Forhjulsdrift,60,1.2,1150,127,5,KombiFemdørs,5,6,Personbil,500,41277
598,340590923,2009,232000,Manuell,Bensin,Blå,Forhjulsdrift,140,1.8,1428,177,7,Flerbruksbil,4,5,Personbil,1200,39000
599,340582996,2006,88370,Manuell,Bensin,Sølv,Forhjulsdrift,75,1.4,1200,178,2,Flerbruksbil,5,1,Varebil,900,38731
