Id,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2utslipp,AntallSeter,Karosseri,AntallDører,AntallEiere,Avgiftsklasse,Maksimaltilhengervekt,SalePrice
907,329653336,2002,229000,Manuell,Bensin,Sølv,Bakhjulsdrift,116,1.8,1310,172,5,Sedan,4,10,Personbil,1250,45777
908,339847046,2007,139766,Manuell,Diesel,Hvit,Forhjulsdrift,114,2.0,1800,222,3,Kasse,5,2,Varebil,2000,45231
909,339705870,2003,281000,Automat,Diesel,Sølv,Bakhjulsdrift,163,2.5,1715,219,5,Stasjonsvogn,4,6,Personbil,2000,46845
910,339699168,2012,196700,Manuell,Diesel,Grå,Forhjulsdrift,129,2.2,1657,135,5,Stasjonsvogn,5,3,Personbil,1400,49900
911,339607969,2011,186000,Manuell,Diesel,Rød,Forhjulsdrift,116,1.6,1448,119,5,KombiFemdørs,4,6,Personbil,1200,45850
912,323548711,2008,315000,Manuell,Diesel,Svart,Bakhjulsdrift,143,2.0,1505,125,5,Stasjonsvogn,5,4,Personbil,1600,46777
913,328993940,2011,114804,Manuell,Diesel,Grå,Forhjulsdrift,111,1.6,1488,135,5,Flerbruksbil,5,2,Personbil,1250,49900
914,339466648,2008,334754,Manuell,Diesel,Grå,Firehjulsdrift,150,2.0,1625,190,5,SUVOffroad,5,6,Personbil,2000,49845
915,339480661,2014,214400,Automat,Diesel,Svart,Forhjulsdrift,114,1.6,1205,98,5,KombiFemdørs,5,2,Personbil,1550,47500
916,339437185,2012,167026,Manuell,Diesel,Svart,Forhjulsdrift,75,1.2,1128,89,5,KombiFemdørs,5,4,Personbil,1000,49900
917,339401064,2014,150496,Manuell,Diesel,Rød,Forhjulsdrift,90,1.2,1330,133,2,Stasjonsvogn,5,5,Varebil,1000,48476
918,339341139,2008,276200,Manuell,Diesel,Svart,Forhjulsdrift,136,2.0,1664,157,5,Stasjonsvogn,5,2,Personbil,1600,49900
919,339164745,2013,71745,Manuell,Bensin,Sølv,Forhjulsdrift,80,1.2,845,96,5,KombiFemdørs,5,5,Personbil,200,49662
920,339252483,2012,231000,Automat,Diesel,Svart,Forhjulsdrift,111,1.6,1430,110,5,Stasjonsvogn,5,4,Personbil,1375,47305
921,339230628,2013,249000,Automat,Diesel,Grå,Forhjulsdrift,90,1.6,1320,123,3,Stasjonsvogn,5,3,Varebil,1160,49900
922,339206531,2004,295000,Manuell,Diesel,Grå,Bakhjulsdrift,177,2.5,1675,187,5,Stasjonsvogn,4,5,Personbil,2000,46845
923,339094291,2006,195000,Automat,Diesel,Svart,Forhjulsdrift,105,1.9,1677,167,5,Flerbruksbil,5,8,Personbil,1500,49845
924,338606557,2012,278000,Manuell,Diesel,Sølv,Forhjulsdrift,90,1.6,1239,118,5,KombiFemdørs,5,3,Personbil,1400,46845
925,339034627,2008,126100,Manuell,Diesel,Blå,Bakhjulsdrift,150,2.2,1495,164,5,Stasjonsvogn,5,1,Personbil,1500,49900
926,333835420,2011,188447,Manuell,Diesel,Sølv,Forhjulsdrift,105,1.6,1140,99,4,KombiTredørs,3,4,Personbil,1200,49999
927,332173417,2005,170000,Automat,Bensin,Blå,Bakhjulsdrift,143,1.8,1480,206,5,Stasjonsvogn,5,6,Personbil,1500,48777
928,338769290,2011,121100,Manuell,Diesel,Sølv,Forhjulsdrift,75,1.8,1397,159,2,Kasse,4,3,Varebil,1200,49900
929,338729258,2011,288500,Automat,Diesel,Hvit,Forhjulsdrift,163,2.0,1615,150,5,Stasjonsvogn,5,2,Personbil,1300,49900
930,338709810,2011,100200,Manuell,Bensin,Grå,Forhjulsdrift,105,1.2,1070,128,5,KombiFemdørs,5,2,Personbil,1200,49900
931,338646321,2004,350000,Automat,Diesel,Blå,Firehjulsdrift,163,2.4,2110,242,7,SUVOffroad,5,4,Personbil,2250,46845
932,337130398,2009,120000,Manuell,Bensin,Sølv,Forhjulsdrift,80,1.4,1217,149,5,KombiFemdørs,4,6,Personbil,800,46845
933,338600232,2010,146000,Manuell,Diesel,Svart,Forhjulsdrift,105,1.6,1465,119,5,Stasjonsvogn,5,7,Personbil,1400,46845
934,338584658,2005,162000,Manuell,Bensin,Svart,Bakhjulsdrift,116,1.6,1415,184,5,Sedan,4,2,Personbil,1100,49845
935,337002909,2015,194000,Manuell,Diesel,Sølv,Forhjulsdrift,90,1.6,1320,120,3,Stasjonsvogn,5,6,Varebil,940,49476
936,338461607,2007,205000,Automat,Bensin,Sølv,Bakhjulsdrift,145,1.8,1485,200,5,Coupe,3,5,Personbil,1500,49999
937,338444646,2007,136450,Manuell,Diesel,Grønn,Forhjulsdrift,90,1.6,1386,124,5,Stasjonsvogn,5,2,Personbil,1200,49845
938,338429216,2005,305000,Automat,Diesel,Svart,Firehjulsdrift,231,3.0,1770,227,5,Stasjonsvogn,5,8,Personbil,2000,46845
939,338409818,2011,190750,Manuell,Diesel,Hvit,Forhjulsdrift,95,1.6,1263,109,5,KombiFemdørs,5,2,Personbil,1200,47900
940,338405401,2011,293400,Manuell,Diesel,Rød,Forhjulsdrift,126,2.0,1596,140,5,Stasjonsvogn,5,1,Personbil,1600,49900
941,338373876,2011,69000,Manuell,Bensin,Sølv,Forhjulsdrift,95,1.3,975,119,5,KombiFemdørs,4,2,Personbil,1000,49000
942,337590051,2006,158361,Automat,Bensin,Sølv,Firehjulsdrift,160,2.4,1650,245,5,SUVOffroad,4,8,Personbil,1500,48777
943,338233608,2005,348965,Automat,Diesel,Grå,Bakhjulsdrift,177,2.5,1670,208,5,Sedan,4,11,Personbil,2000,46845
944,338143621,2010,193500,Manuell,Diesel,Grå,Forhjulsdrift,86,1.5,1248,137,2,Kasse,4,4,Varebil,1100,46231
945,338183269,2011,131634,Manuell,Diesel,Hvit,Forhjulsdrift,92,1.6,1155,104,5,KombiTredørs,2,3,Personbil,1150,48074
946,338138473,2010,192000,Manuell,Diesel,Grå,Forhjulsdrift,120,1.9,1530,140,5,Stasjonsvogn,5,5,Personbil,1500,46845
947,332289615,2008,206000,Automat,Diesel,Sølv,Forhjulsdrift,140,2.0,1771,193,7,Stasjonsvogn,4,6,Personbil,1750,47777
948,318449177,2011,124400,Manuell,Diesel,Rød,Forhjulsdrift,92,1.6,1160,98,5,KombiTredørs,3,3,Personbil,1150,45888
949,337997702,2010,197219,Manuell,Diesel,Sølv,Forhjulsdrift,126,2.0,1605,146,7,Stasjonsvogn,4,5,Personbil,1300,49999
950,333042643,2013,220464,Manuell,Diesel,Brun,Forhjulsdrift,131,1.7,1538,105,5,Stasjonsvogn,5,6,Personbil,1200,49000
951,337880013,2009,182575,Manuell,Diesel,Sølv,Forhjulsdrift,126,2.0,1465,155,5,Stasjonsvogn,5,4,Personbil,1300,49845
952,337847554,2009,171121,Manuell,Diesel,Blå,Forhjulsdrift,109,1.6,1350,128,5,KombiFemdørs,5,1,Personbil,1300,49845
953,337719980,2012,243000,Manuell,Diesel,Svart,Forhjulsdrift,105,1.6,1468,116,5,Stasjonsvogn,5,5,Personbil,1400,49845
954,337715965,2012,255419,Manuell,Diesel,Hvit,Forhjulsdrift,114,1.6,1648,119,5,Stasjonsvogn,5,5,Personbil,1300,46845
955,324604335,2006,233804,Automat,Diesel,Sølv,Forhjulsdrift,205,2.4,1520,199,5,Sedan,4,5,Personbil,1600,49527
956,337621980,2007,140000,Manuell,Diesel,Blå,Forhjulsdrift,90,1.4,1055,119,5,KombiFemdørs,5,2,Personbil,1050,45074
957,337574757,2007,225000,Manuell,Diesel,Blå,Firehjulsdrift,140,2.2,1550,173,5,SUVOffroad,4,5,Personbil,2000,45995
958,337370749,2012,285000,Manuell,Diesel,Grå,Forhjulsdrift,124,2.0,1580,120,5,Stasjonsvogn,4,6,Personbil,1600,46000
959,337352890,2011,204000,Manuell,Diesel,Hvit,Forhjulsdrift,116,1.6,1572,138,7,KombiFemdørs,4,5,Personbil,1200,49000
960,336831569,2013,185000,Manuell,Diesel,Grå,Forhjulsdrift,105,1.6,1356,88,5,Stasjonsvogn,4,5,Personbil,300,49845
961,336808150,2011,177400,Manuell,Bensin,Rød,Forhjulsdrift,69,1.2,992,128,5,KombiFemdørs,5,3,Personbil,800,49900
962,336798075,2011,150100,Manuell,Diesel,Blå,Forhjulsdrift,116,1.6,1400,109,5,KombiFemdørs,5,2,Personbil,1200,49900
963,328422507,2007,160000,Manuell,Bensin,Sølv,Firehjulsdrift,95,1.6,1345,205,2,Kasse,4,5,Varebil,830,46186
964,336427375,2007,160000,Automat,Diesel,Svart,Bakhjulsdrift,109,2.0,1305,147,5,Flerbruksbil,4,6,Personbil,1500,46700
965,336034261,2005,208800,Automat,Bensin,Blå,Forhjulsdrift,179,2.0,1553,227,5,Sedan,4,7,Personbil,1600,46845
966,335925036,2011,206000,Manuell,Diesel,Grå,Forhjulsdrift,114,1.6,1494,114,5,Stasjonsvogn,5,12,Personbil,1300,46845
967,335738266,2013,126651,Manuell,Bensin,Rød,Forhjulsdrift,80,1.0,1024,99,5,KombiFemdørs,5,1,Personbil,650,49900
968,331257347,2007,267400,Manuell,Bensin,Sølv,Forhjulsdrift,129,1.8,1375,184,7,Flerbruksbil,5,1,Personbil,1300,48845
969,334909386,2009,131000,Manuell,Bensin,Sølv,Forhjulsdrift,101,1.3,1050,120,5,KombiFemdørs,4,3,Personbil,900,49000
970,333888335,2004,302000,Automat,Bensin,Svart,Bakhjulsdrift,170,2.2,1495,237,5,Sedan,4,7,Personbil,1700,46777
971,333232969,2016,245000,Automat,Diesel,Hvit,Forhjulsdrift,99,1.6,1333,108,3,Kasse,4,7,Varebil,1250,46422
972,323242173,2003,304000,Automat,Diesel,Beige,Bakhjulsdrift,150,2.1,1565,177,5,Sedan,4,6,Personbil,1900,46777
973,326051426,2009,107000,Manuell,Diesel,Blå,Forhjulsdrift,109,1.6,1387,136,5,Stasjonsvogn,4,1,Personbil,1150,49948
974,332678436,2013,173300,Manuell,Bensin,Brun,Forhjulsdrift,84,1.3,1087,115,5,KombiFemdørs,5,3,Personbil,900,49900
975,316991294,2012,123000,Manuell,Diesel,Hvit,Forhjulsdrift,90,1.2,1290,126,2,Kasse,4,2,Varebil,1000,47900
976,261777325,2007,171200,Manuell,Diesel,Sølv,Forhjulsdrift,109,1.6,1110,118,4,KombiTredørs,3,3,Personbil,750,49999
977,294467307,2011,189000,Manuell,Diesel,Grå,Forhjulsdrift,105,1.6,1468,116,5,Stasjonsvogn,5,5,Personbil,1400,49999
978,282133055,2011,143000,Manuell,Bensin,Beige,Forhjulsdrift,69,1.2,1020,128,5,KombiFemdørs,5,1,Personbil,800,49900
979,341113916,2007,165000,Manuell,Diesel,Rød,Forhjulsdrift,170,2.0,1368,156,5,KombiFemdørs,4,5,Personbil,1500,51835
980,341465350,2011,238000,Manuell,Diesel,Svart,Forhjulsdrift,140,2.0,1765,152,5,Flerbruksbil,5,1,Personbil,1800,54900
981,330301849,2010,221700,Manuell,Diesel,Grå,Firehjulsdrift,136,2.0,1538,169,5,SUVOffroad,5,3,Personbil,2100,54777
982,341444613,2003,394131,Automat,Diesel,Svart,Bakhjulsdrift,163,2.5,1715,219,5,Stasjonsvogn,5,8,Personbil,2000,51845
983,341435789,2009,179300,Manuell,Diesel,Grå,Forhjulsdrift,126,2.0,1520,142,5,Stasjonsvogn,5,3,Personbil,1600,54000
984,341387560,2012,205927,Manuell,Diesel,Svart,Forhjulsdrift,116,1.6,1424,109,5,Stasjonsvogn,4,5,Personbil,1200,55000
985,341364412,2013,181450,Manuell,Diesel,Hvit,Forhjulsdrift,90,1.6,1320,125,3,Kasse,4,3,Varebil,940,55000
986,341307781,2011,284000,Automat,Diesel,Sølv,Forhjulsdrift,140,2.0,1526,135,5,Stasjonsvogn,5,7,Personbil,1800,50845
987,341278789,2013,212799,Automat,Diesel,Svart,Forhjulsdrift,90,1.6,1410,122,3,Kasse,4,14,Varebil,990,51476
988,341272317,2005,180421,Manuell,Diesel,Svart,Forhjulsdrift,109,1.6,1642,148,5,Stasjonsvogn,4,6,Personbil,1300,51844
989,341263020,2006,162000,Automat,Bensin,Rød,Firehjulsdrift,105,1.5,1200,201,5,KombiFemdørs,4,6,Personbil,1350,51974
990,341266346,2010,82000,Manuell,Diesel,Svart,Forhjulsdrift,90,1.6,1308,120,5,KombiFemdørs,4,9,Personbil,1150,51845
991,340937482,2004,229000,Automat,Bensin,Rød,Firehjulsdrift,177,2.0,1450,230,5,Stasjonsvogn,5,4,Personbil,1950,51844
992,341194046,2008,187000,Manuell,Bensin,Svart,Bakhjulsdrift,122,1.6,1495,146,5,Stasjonsvogn,4,6,Personbil,1100,51844
993,340948523,2007,310000,Automat,Diesel,Svart,Bakhjulsdrift,150,2.0,1685,189,5,Stasjonsvogn,4,7,Personbil,1800,51845
994,341140393,2007,300061,Automat,Diesel,Beige,Firehjulsdrift,179,2.7,1875,227,5,Stasjonsvogn,5,5,Personbil,1900,51345
995,341116216,2005,246000,Automat,Diesel,Svart,Bakhjulsdrift,163,2.0,1445,179,5,Sedan,4,18,Personbil,1600,51845
996,341094198,2008,118000,Manuell,Bensin,Grå,Forhjulsdrift,86,1.3,1030,129,5,KombiFemdørs,5,5,Personbil,900,50074
997,340792249,2010,249000,Manuell,Diesel,Rød,Forhjulsdrift,86,1.5,1529,137,7,Kasse,4,6,Personbil,1100,54990
998,341026027,2012,140400,Manuell,Diesel,Svart,Forhjulsdrift,110,1.8,1393,159,2,Kasse,5,1,Varebil,1200,54900
999,341025292,2010,220100,Manuell,Diesel,Grå,Forhjulsdrift,90,1.6,1314,118,5,KombiFemdørs,5,1,Personbil,1400,54900
1000,340979149,2013,219214,Manuell,Diesel,Brun,Forhjulsdrift,116,1.6,1325,109,5,KombiFemdørs,4,5,Personbil,1200,53305
1001,340928233,2009,305213,Manuell,Diesel,Svart,Forhjulsdrift,143,2.0,1520,143,5,Stasjonsvogn,5,9,Personbil,1600,51845
1002,340922871,2007,133000,Automat,Bensin,Sølv,Forhjulsdrift,95,1.3,1055,138,5,KombiFemdørs,4,7,Personbil,1000,51845
1003,232943510,2013,154000,Manuell,Diesel,Grå,Forhjulsdrift,110,1.6,1326,115,5,Stasjonsvogn,5,2,Personbil,1500,52982
1004,340860018,2011,163500,Manuell,Diesel,Sølv,Bakhjulsdrift,90,2.0,1380,118,5,KombiFemdørs,4,2,Personbil,1200,55000
1005,340904117,2014,74000,Manuell,Bensin,Grå,Forhjulsdrift,84,1.2,855,100,5,KombiFemdørs,5,2,Personbil,700,54672
1006,339544654,2012,249500,Automat,Diesel,Hvit,Forhjulsdrift,163,2.0,1615,150,5,Stasjonsvogn,5,3,Personbil,1300,53845
1007,340571210,2011,199000,Manuell,Diesel,Brun,Forhjulsdrift,105,1.6,1377,109,5,Stasjonsvogn,5,2,Personbil,1400,51845
1008,340889375,2005,360000,Automat,Diesel,Sølv,Firehjulsdrift,224,3.0,2185,254,5,SUVOffroad,5,11,Personbil,3500,51345
1009,340799603,2011,155400,Manuell,Diesel,Grå,Forhjulsdrift,109,1.6,1319,104,5,Stasjonsvogn,5,1,Personbil,1300,54900
1010,340751389,2012,158127,Manuell,Bensin,Rød,Forhjulsdrift,80,1.0,1024,99,5,KombiFemdørs,5,9,Personbil,650,53000
1011,340743823,2008,235000,Manuell,Diesel,Grå,Forhjulsdrift,140,2.0,1668,159,7,Flerbruksbil,5,2,Personbil,1750,51845
1012,340731488,2009,196000,Manuell,Diesel,Grå,Firehjulsdrift,136,2.0,1538,169,5,SUVOffroad,5,3,Personbil,2100,51845
1013,339867375,2007,188058,Manuell,Diesel,Svart,Forhjulsdrift,109,1.6,1110,118,4,KombiTredørs,3,8,Personbil,750,53845
1014,340647458,2011,89350,Manuell,Bensin,Grå,Forhjulsdrift,90,1.4,1178,136,5,KombiFemdørs,5,2,Personbil,1300,51074
1015,340683293,2013,169000,Manuell,Diesel,Sølv,Forhjulsdrift,110,1.6,1290,100,5,KombiFemdørs,5,2,Personbil,1500,54100
1016,338980663,2011,143000,Manuell,Diesel,Sølv,Forhjulsdrift,95,1.6,1394,109,5,KombiFemdørs,4,5,Personbil,1200,51845
1017,340565562,2009,131677,Manuell,Diesel,Blå,Forhjulsdrift,110,2.0,1341,119,5,KombiFemdørs,4,5,Personbil,1500,51845
1018,340524462,2008,289891,Manuell,Diesel,Grå,Forhjulsdrift,126,2.4,1547,172,5,Stasjonsvogn,5,6,Personbil,1800,53845
1019,318644191,2009,174500,Manuell,Bensin,Hvit,Forhjulsdrift,150,1.6,1587,177,4,Cabriolet,2,6,Personbil,1400,55000
1020,340484547,2010,204800,Manuell,Diesel,Grå,Forhjulsdrift,75,1.6,1157,109,5,KombiFemdørs,4,4,Personbil,1000,52074
1021,340477726,2011,120000,Automat,Bensin,Blå,Forhjulsdrift,95,1.3,975,127,5,KombiFemdørs,4,4,Personbil,1000,55000
1022,340314566,2007,106500,Manuell,Bensin,Sølv,Firehjulsdrift,91,1.3,1135,151,5,KombiFemdørs,4,8,Personbil,1000,52074
1023,340216077,2010,263500,Manuell,Diesel,Blå,Forhjulsdrift,126,2.0,1520,142,5,Stasjonsvogn,4,7,Personbil,1600,52845
1024,340085428,2010,119741,Manuell,Diesel,Rød,Forhjulsdrift,75,1.6,1433,153,3,Stasjonsvogn,2,5,Varebil,750,51231
1025,337515406,2013,111000,Manuell,Diesel,Svart,Forhjulsdrift,90,1.6,1320,125,3,Kasse,5,3,Varebil,940,54976
1026,339133083,2011,161000,Manuell,Bensin,Hvit,Forhjulsdrift,156,1.6,1165,155,5,Coupe,2,7,Personbil,1150,55000
1027,338992367,2014,235000,Automat,Diesel,Brun,Forhjulsdrift,114,1.6,1430,105,5,Stasjonsvogn,4,8,Personbil,1376,53305
1028,338916197,2011,135000,Manuell,Diesel,Blå,Forhjulsdrift,105,1.6,1380,126,5,Sedan,5,1,Personbil,1400,51845
1029,271015472,2012,154000,Manuell,Diesel,Hvit,Forhjulsdrift,128,2.0,1686,168,2,Kasse,5,3,Varebil,2000,51383
1030,338666860,2012,227593,Manuell,Diesel,Hvit,Firehjulsdrift,150,2.2,1663,136,5,SUVOffroad,5,3,Personbil,2000,54305
1031,338404122,2004,300000,Automat,Diesel,Svart,Bakhjulsdrift,200,2.1,1735,197,5,Stasjonsvogn,5,3,Personbil,2100,51845
1032,311566140,2008,232000,Manuell,Diesel,Rød,Forhjulsdrift,120,1.9,1580,147,5,Sedan,4,12,Personbil,1500,51777
1033,338316722,2005,167000,Automat,Bensin,Sølv,Firehjulsdrift,125,2.0,1450,200,5,Stasjonsvogn,4,8,Personbil,1500,51845
1034,338277310,2009,198000,Manuell,Diesel,Svart,Forhjulsdrift,131,2.0,1730,159,5,Stasjonsvogn,4,9,Personbil,1600,56845
1035,338268007,2009,184000,Manuell,Diesel,Grå,Bakhjulsdrift,90,2.0,1380,118,5,KombiFemdørs,4,7,Personbil,1200,50845
1036,337969300,2008,145000,Manuell,Diesel,Svart,Forhjulsdrift,103,1.5,1418,146,5,KombiFemdørs,5,3,Personbil,1200,51845
1037,338178200,2009,242000,Automat,Diesel,Grå,Forhjulsdrift,105,1.9,1647,148,7,Flerbruksbil,5,8,Personbil,1500,55000
1038,337852382,2008,247640,Manuell,Diesel,Sølv,Bakhjulsdrift,117,2.5,1845,224,3,Kasse,5,4,Varebil,2000,50231
1039,337965978,2011,156000,Manuell,Diesel,Hvit,Forhjulsdrift,75,1.6,1368,139,2,Kasse,6,8,Varebil,1400,51231
1040,337960891,2011,196000,Manuell,Diesel,Sølv,Forhjulsdrift,105,1.6,1239,99,5,KombiFemdørs,5,4,Personbil,1400,52845
1041,336964749,2012,189000,Automat,Diesel,Svart,Forhjulsdrift,163,2.0,1386,134,5,KombiFemdørs,5,4,Personbil,1500,54305
1042,337609514,2010,133200,Manuell,Diesel,Svart,Forhjulsdrift,109,1.6,1519,140,5,Stasjonsvogn,5,3,Personbil,1300,55000
1043,337246572,2012,116277,Manuell,Bensin,Grå,Forhjulsdrift,105,1.4,1165,134,5,KombiTredørs,2,4,Personbil,500,54345
1044,336796271,2010,123577,Manuell,Bensin,Hvit,Forhjulsdrift,69,1.2,905,113,4,Cabriolet,2,7,Personbil,800,51074
1045,336411532,2008,206800,Automat,Diesel,Svart,Forhjulsdrift,109,2.0,1470,161,5,KombiFemdørs,5,2,Personbil,1500,55000
1046,336303174,2009,238600,Manuell,Diesel,Blå,Forhjulsdrift,103,1.5,1511,149,7,Flerbruksbil,5,8,Personbil,1200,51000
1047,333769399,2014,161000,Manuell,Bensin,Grå,Forhjulsdrift,101,1.0,1204,114,5,Flerbruksbil,4,5,Personbil,750,51147
1048,333277230,2010,90000,Manuell,Bensin,Blå,Forhjulsdrift,69,1.0,1020,118,5,KombiFemdørs,4,5,Personbil,750,53777
1049,332813479,2011,156000,Manuell,Diesel,Grå,Forhjulsdrift,110,1.7,1571,119,5,KombiFemdørs,4,8,Personbil,1400,51345
1050,330992487,2012,64000,Manuell,Bensin,Hvit,Forhjulsdrift,68,1.0,920,95,5,KombiFemdørs,4,5,Personbil,700,51777
1051,331407845,2007,170000,Automat,Diesel,Svart,Bakhjulsdrift,150,2.1,1610,194,5,Stasjonsvogn,5,8,Personbil,1500,54900
1052,331083866,2010,185000,Manuell,Diesel,Svart,Forhjulsdrift,109,2.0,1435,139,5,KombiFemdørs,5,2,Personbil,1500,55000
1053,330825621,2013,389000,Manuell,Diesel,Hvit,Forhjulsdrift,124,2.0,1510,119,5,Stasjonsvogn,4,5,Personbil,1600,51000
1054,330710682,2008,143000,Automat,Diesel,Grå,Forhjulsdrift,109,2.0,1470,158,5,KombiFemdørs,4,2,Personbil,1500,51777
1055,328766146,2008,100012,Manuell,Diesel,Grå,Forhjulsdrift,90,1.6,1414,123,5,Stasjonsvogn,5,2,Personbil,1150,55000
1056,328738596,2012,182820,Manuell,Diesel,Grå,Forhjulsdrift,110,2.0,1816,137,7,Flerbruksbil,5,5,Personbil,1300,54147
1057,278231118,2008,152000,Manuell,Diesel,Blå,Forhjulsdrift,90,1.9,1251,132,5,KombiFemdørs,5,3,Personbil,1400,55000
1058,327696265,2009,178000,Manuell,Diesel,Svart,Forhjulsdrift,90,1.6,1025,110,5,KombiTredørs,3,1,Personbil,750,55000
1059,322853718,2013,86000,Manuell,Diesel,Rød,Forhjulsdrift,90,1.2,1290,126,2,Kasse,4,4,Varebil,1000,52422
1060,322483710,2010,129482,Manuell,Diesel,Hvit,Forhjulsdrift,75,1.6,1433,153,3,Flerbruksbil,4,2,Varebil,750,54900
1061,321142290,2011,156200,Manuell,Diesel,Svart,Forhjulsdrift,90,1.6,1291,110,5,KombiFemdørs,5,3,Personbil,1400,50777
1062,341282110,2018,102500,Automat,Diesel,Hvit,Firehjulsdrift,190,2.0,1605,139,5,Stasjonsvogn,5,2,Personbil,2200,323305
1063,341748480,2018,122000,Automat,Diesel,Svart,Firehjulsdrift,150,2.0,1886,167,3,Kasse,5,1,Varebil,2500,250476
1064,341790034,2018,95000,Manuell,Diesel,Rød,Firehjulsdrift,150,2.4,2055,178,2,Pickup,4,3,Varebil,3500,326476
1065,340383252,2018,97000,Automat,El+Bensin,Svart,Firehjulsdrift,407,2.0,2043,49,5,SUVOffroad,5,3,Personbil,2100,404305
1066,340515104,2018,199672,Automat,El+Bensin,Svart,Firehjulsdrift,407,2.0,2205,49,7,SUVOffroad,5,3,Personbil,2400,410000
1067,339651689,2018,94000,Manuell,Diesel,Hvit,Forhjulsdrift,99,1.6,1317,110,3,Stasjonsvogn,5,5,Varebil,1250,108476
1068,341474848,2018,113000,Manuell,Diesel,Hvit,Firehjulsdrift,177,2.0,2152,234,2,Kasse,6,1,Varebil,3000,399000
1069,341911795,2009,251600,Automat,Diesel,Blå,Forhjulsdrift,140,2.0,1587,177,5,Sedan,4,3,Personbil,1800,59845
1070,341899011,2011,209200,Manuell,Diesel,Svart,Forhjulsdrift,126,2.0,1596,140,5,Stasjonsvogn,4,2,Personbil,1600,54999
1071,338343221,2009,74700,Manuell,Diesel,Hvit,Forhjulsdrift,114,2.0,1750,222,3,Kasse,5,4,Varebil,2000,59231
1072,341867970,2009,137000,Manuell,Bensin,Brun,Forhjulsdrift,114,1.6,1404,165,7,Flerbruksbil,5,2,Personbil,1200,58845
1073,341834258,2010,129482,Manuell,Diesel,Hvit,Forhjulsdrift,75,1.6,1433,153,3,Flerbruksbil,4,2,Varebil,750,54900
1074,341801989,2011,119300,Manuell,Bensin,Grå,Forhjulsdrift,122,1.4,1215,144,5,KombiFemdørs,5,3,Personbil,1300,59900
1075,341707371,2005,226482,Manuell,Diesel,Blå,Forhjulsdrift,105,1.9,1335,134,5,Stasjonsvogn,5,3,Personbil,1400,59000
1076,341466693,2013,174600,Manuell,Bensin,Sølv,Firehjulsdrift,94,1.2,1035,126,5,SUVOffroad,5,3,Personbil,1000,59900
1077,341911573,2013,58000,Manuell,Bensin,Grå,Forhjulsdrift,84,1.2,970,114,5,KombiFemdørs,5,1,Personbil,850,69900
1078,341930076,2018,79800,Automat,Diesel,Blå,Firehjulsdrift,180,2.0,1740,160,5,SUVOffroad,5,1,Personbil,2100,339000
1079,341926071,2018,74300,Automat,El+Bensin,Sølv,Forhjulsdrift,258,1.4,1540,38,5,KombiFemdørs,5,2,Personbil,1400,219000
1080,341918799,2018,71313,Automat,Bensin,Grå,Forhjulsdrift,147,1.8,1415,142,5,Stasjonsvogn,5,1,Personbil,1600,209000
1081,341908434,2018,59600,Manuell,Diesel,Hvit,Firehjulsdrift,122,2.0,1503,152,2,Kasse,5,1,Varebil,1450,209900
1082,341850201,2018,38731,Automat,Bensin,Oransje,Forhjulsdrift,110,1.2,1203,131,5,SUVOffroad,5,1,Personbil,840,179900
1083,340908360,2018,76000,Manuell,Diesel,Blå,Forhjulsdrift,122,2.0,1654,139,3,Kasse,6,1,Varebil,2500,189000
1084,341829986,2018,60763,Automat,Bensin,Sølv,Forhjulsdrift,110,1.0,1182,108,5,KombiFemdørs,5,1,Personbil,1300,199900
1085,341811240,2018,105000,Automat,El+Bensin,Sølv,Forhjulsdrift,141,1.6,1519,29,5,KombiFemdørs,5,2,Personbil,1300,179305
1086,341788213,2018,81000,Manuell,Diesel,Hvit,Forhjulsdrift,101,1.5,1442,115,3,Kasse,4,1,Varebil,1200,119900
1087,341766336,2018,115000,Automat,Bensin,Hvit,Forhjulsdrift,165,1.6,1365,133,7,SUVOffroad,5,2,Personbil,1350,289000
1088,341760748,2018,126800,Automat,El+Bensin,Grå,Forhjulsdrift,258,1.4,1540,40,5,KombiFemdørs,5,2,Personbil,1500,174905
1089,341753478,2018,124922,Automat,Bensin,Svart,Forhjulsdrift,160,1.5,1447,144,5,Stasjonsvogn,5,2,Personbil,1405,219900
1090,341748774,2018,102000,Automat,Diesel,Sølv,Firehjulsdrift,150,2.0,1475,125,5,KombiFemdørs,5,1,Personbil,1800,229900
1091,341481481,2018,54000,Manuell,Diesel,Hvit,Firehjulsdrift,150,2.0,1874,173,3,Kasse,5,1,Varebil,2500,279000
1092,341462117,2018,83000,Automat,Bensin,Grå,Forhjulsdrift,165,1.6,1320,130,7,Flerbruksbil,5,1,Personbil,1500,229900
1093,341386875,2018,93796,Automat,El+Bensin,Svart,Firehjulsdrift,197,2.5,1690,118,5,SUVOffroad,5,1,Personbil,1650,319000
1094,341386748,2018,57860,Manuell,Diesel,Beige,Firehjulsdrift,150,2.0,1383,124,5,Stasjonsvogn,5,1,Personbil,2000,299500
1095,341379518,2018,113000,Manuell,Diesel,Sølv,Firehjulsdrift,150,2.0,1874,173,3,Kasse,5,1,Varebil,2500,275900
1096,341360323,2018,75000,Automat,Diesel,Grå,Forhjulsdrift,177,2.0,1535,128,5,SUVOffroad,5,2,Personbil,1850,299000
