id,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Hjuldrift,Effekt,Vekt,AntallSeter,Karosseri,AntallDører,Avgiftsklasse,Maksimaltilhengervekt,SalePrice
587,318691706,2008,196000,Manuell,Diesel,Forhjulsdrift,90,1055,5,KombiFemdørs,5,Personbil,1050,29900
588,318606282,2009,247000,Manuell,Diesel,Forhjulsdrift,75,1269,5,Stasjonsvogn,4,Personbil,1200,29500
589,316754872,2003,190000,Manuell,Bensin,Forhjulsdrift,129,1275,5,KombiFemdørs,5,Personbil,1300,29500
590,316582432,2011,181209,Manuell,Bensin,Forhjulsdrift,68,930,4,KombiFemdørs,4,Personbil,200,29000
591,315415735,1993,175000,Manuell,Bensin,Forhjulsdrift,980,1265,5,Sedan,4,Personbil,1265,28000
592,315535163,1999,188000,Manuell,Bensin,Forhjulsdrift,88,1210,4,Cabriolet,2,Personbil,1000,26777
593,315454245,2009,235900,Manuell,Diesel,Forhjulsdrift,106,1490,7,Flerbruksbil,5,Personbil,1250,29900
594,311991068,2000,189401,Manuell,Bensin,Forhjulsdrift,101,1162,5,Sedan,5,Personbil,1200,29000
595,308620130,2006,209500,Manuell,Diesel,Forhjulsdrift,90,1200,5,KombiFemdørs,5,Personbil,1000,30000
596,307841843,2003,244200,Manuell,Diesel,Forhjulsdrift,90,1416,5,Stasjonsvogn,5,Personbil,1300,29000
597,302755205,2008,126000,Manuell,Bensin,Forhjulsdrift,69,1125,5,KombiFemdørs,5,Personbil,800,26777
598,301957398,1998,245000,Manuell,Diesel,Forhjulsdrift,110,1365,5,Sedan,4,Personbil,1600,29900
599,251571524,2013,128000,Manuell,Bensin,Forhjulsdrift,82,975,5,KombiFemdørs,5,Personbil,1100,29000
600,143511350,2006,96150,Manuell,Bensin,Forhjulsdrift,88,1182,5,KombiFemdørs,5,Personbil,1561,29990
601,341504914,2011,105677,Automat,Diesel,Forhjulsdrift,105,1396,5,KombiFemdørs,5,Personbil,1400,31845
602,341498999,2006,144000,Manuell,Bensin,Forhjulsdrift,116,1470,7,Flerbruksbil,4,Personbil,1300,31845
603,341485196,2006,260500,Manuell,Diesel,Firehjulsdrift,177,1595,5,SUV,5,Personbil,2000,33845
604,341240527,2008,146584,Manuell,Diesel,Forhjulsdrift,90,1326,5,KombiFemdørs,5,Personbil,1400,31845
605,341475532,2008,225000,Manuell,Diesel,Firehjulsdrift,140,1470,5,KombiFemdørs,5,Personbil,1600,34845
606,339868920,2007,189514,Manuell,Diesel,Forhjulsdrift,69,1400,2,Kasse,4,Varebil,1400,33231
607,341454617,2009,250180,Manuell,Diesel,Forhjulsdrift,110,1730,5,Stasjonsvogn,4,Personbil,1600,31745
608,341448771,2009,285131,Manuell,Diesel,Forhjulsdrift,90,1100,5,KombiTredørs,2,Personbil,750,31074
609,341443943,2011,180000,Manuell,Diesel,Forhjulsdrift,114,1305,5,Stasjonsvogn,5,Personbil,1300,33845
610,341395309,2010,157000,Manuell,Diesel,Forhjulsdrift,116,1576,5,Stasjonsvogn,5,Personbil,1800,30845
611,341424575,2003,254050,Automat,Bensin,Firehjulsdrift,156,1475,5,Stasjonsvogn,5,Personbil,1800,31845
612,280865825,2004,317900,Automat,Diesel,Bakhjulsdrift,177,1780,5,Stasjonsvogn,5,Personbil,2100,30229
613,341391741,2002,75000,Manuell,Bensin,Firehjulsdrift,84,935,5,KombiFemdørs,5,Personbil,800,31845
614,341172288,2006,298000,Manuell,Diesel,Firehjulsdrift,136,1585,5,SUV,5,Personbil,2000,31845
615,341379764,1991,313000,Manuell,Bensin,Bakhjulsdrift,116,1280,5,Sedan,5,Personbil,1280,33000
616,341358742,2009,315745,Automat,Diesel,Forhjulsdrift,131,1658,5,Stasjonsvogn,5,Personbil,1600,30845
617,341353839,2007,184700,Manuell,Bensin,Forhjulsdrift,97,1220,5,KombiFemdørs,5,Personbil,1000,34900
618,334713916,2005,260000,Automat,Bensin,Firehjulsdrift,256,1680,5,Sedan,4,Personbil,1900,35000
619,341341203,2011,78700,Manuell,Bensin,Forhjulsdrift,69,994,4,KombiTredørs,3,Personbil,800,34900
620,341306747,2004,169799,Automat,Bensin,Forhjulsdrift,147,1360,5,Sedan,4,Personbil,1400,33845
621,341298493,2008,270000,Manuell,Diesel,Forhjulsdrift,105,1614,7,Flerbruksbil,5,Personbil,1500,30845
622,341281953,2007,222000,Manuell,Diesel,Forhjulsdrift,90,1205,5,KombiFemdørs,5,Personbil,1000,30845
623,341282917,2007,164000,Manuell,Diesel,Forhjulsdrift,69,1230,5,KombiFemdørs,4,Personbil,800,34845
624,341281152,2009,152304,Manuell,Diesel,Forhjulsdrift,109,1312,5,Stasjonsvogn,5,Personbil,1150,34845
625,341273519,2005,179875,Manuell,Bensin,Forhjulsdrift,129,1295,5,Stasjonsvogn,4,Personbil,1300,30800
626,316626815,2013,277000,Manuell,Diesel,Firehjulsdrift,125,2078,3,Kasse,4,Varebil,2800,31422
627,341260483,2008,164000,Manuell,Bensin,Forhjulsdrift,69,1082,5,KombiFemdørs,5,Personbil,700,33074
628,341088813,2002,297020,Manuell,Bensin,Firehjulsdrift,125,1345,5,Annet,4,Personbil,1500,31845
629,341233688,2012,299500,Manuell,Diesel,Forhjulsdrift,90,1320,3,Kasse,4,Varebil,940,35000
630,341224034,2012,172000,Automat,Diesel,Forhjulsdrift,140,1614,7,Flerbruksbil,5,Personbil,1800,34305
631,341231691,2007,181500,Manuell,Diesel,Forhjulsdrift,109,1253,5,KombiTredørs,3,Personbil,1150,34900
632,341226568,2010,154000,Manuell,Diesel,Forhjulsdrift,90,1314,5,Annet,4,Personbil,1400,33845
633,339288019,2006,210000,Manuell,Diesel,Firehjulsdrift,140,1745,5,Stasjonsvogn,5,Personbil,2000,34845
634,341221090,2006,282116,Manuell,Diesel,Forhjulsdrift,126,1465,5,Stasjonsvogn,5,Personbil,1300,35000
635,341212792,2008,200836,Manuell,Diesel,Forhjulsdrift,136,1535,7,KombiFemdørs,4,Personbil,1300,33845
636,340950312,2008,276000,Manuell,Diesel,Firehjulsdrift,129,1680,5,SUV,5,Personbil,2000,35000
637,341184225,2008,159660,Manuell,Diesel,Forhjulsdrift,109,1282,5,KombiFemdørs,5,Personbil,1300,31845
638,340171997,2006,285000,Manuell,Diesel,Firehjulsdrift,136,1600,5,SUV,4,Personbil,2000,31845
639,334871226,2004,178600,Manuell,Bensin,Forhjulsdrift,75,1344,5,KombiFemdørs,5,Personbil,1000,35000
640,315832310,2013,102990,Manuell,Bensin,Forhjulsdrift,82,975,5,KombiFemdørs,5,Personbil,1150,33961
641,313895114,2008,243600,Manuell,Diesel,Forhjulsdrift,105,1470,5,Flerbruksbil,5,Personbil,1400,31777
642,329446364,2014,329000,Manuell,Bensin,Forhjulsdrift,125,1204,5,KombiFemdørs,5,Personbil,1200,35000
643,341076954,2005,201000,Manuell,Bensin,Bakhjulsdrift,116,1320,5,KombiFemdørs,4,Personbil,1200,34900
644,341115620,2003,226000,Manuell,Diesel,Forhjulsdrift,116,1550,7,Stasjonsvogn,5,Personbil,1500,34995
645,341078858,2008,186400,Manuell,Bensin,Forhjulsdrift,103,1035,5,KombiFemdørs,4,Personbil,900,35000
646,341074175,2007,211000,Manuell,Diesel,Forhjulsdrift,126,1465,5,Stasjonsvogn,4,Personbil,1300,35000
647,341054657,2007,201000,Manuell,Bensin,Forhjulsdrift,102,1331,5,KombiFemdørs,4,Personbil,1200,33845
648,338686178,2007,233000,Manuell,Diesel,Forhjulsdrift,105,1477,5,Stasjonsvogn,5,Personbil,1500,31845
649,341022869,2008,230400,Manuell,Diesel,Forhjulsdrift,90,1386,5,Stasjonsvogn,5,Personbil,1200,34900
650,341011039,2009,254740,Manuell,Diesel,Firehjulsdrift,105,1549,5,Stasjonsvogn,4,Personbil,1500,34999
651,341010201,2008,306553,Automat,Diesel,Forhjulsdrift,170,1600,5,Flerbruksbil,5,Personbil,1600,33845
652,340948924,2006,239630,Manuell,Bensin,Bakhjulsdrift,116,1320,5,KombiFemdørs,4,Personbil,1200,31845
653,340365742,2012,179827,Manuell,Diesel,Forhjulsdrift,114,1500,5,Stasjonsvogn,4,Personbil,1375,32305
654,340895004,2005,170100,Automat,Bensin,Forhjulsdrift,109,1381,5,KombiFemdørs,4,Personbil,1200,33845
655,340899267,2007,106000,Manuell,Bensin,Forhjulsdrift,95,1345,2,Kasse,5,Varebil,830,35000
656,340886856,2006,180000,Manuell,Bensin,Firehjulsdrift,150,1730,5,SUV,4,Personbil,1600,31845
657,340880854,2005,185000,Manuell,Bensin,Forhjulsdrift,116,1476,5,Stasjonsvogn,4,Personbil,1200,33845
658,340878212,2002,349000,Automat,Diesel,Firehjulsdrift,204,2125,5,SUV,5,Personbil,3365,33845
659,340869895,2006,272062,Automat,Diesel,Firehjulsdrift,165,2030,5,SUV,5,Personbil,3500,34845
660,340872077,2001,267000,Manuell,Bensin,Forhjulsdrift,110,1200,5,KombiFemdørs,5,Personbil,1300,31845
661,340418857,2008,193000,Manuell,Diesel,Forhjulsdrift,105,1320,5,KombiFemdørs,5,Personbil,1400,31845
662,340803891,2009,179580,Manuell,Bensin,Forhjulsdrift,69,985,5,KombiFemdørs,4,Personbil,750,34845
663,340802901,2012,290000,Automat,Diesel,Forhjulsdrift,116,1475,5,Flerbruksbil,5,Personbil,1500,31835
664,340801517,2009,151800,Manuell,Bensin,Forhjulsdrift,105,1242,5,Stasjonsvogn,5,Personbil,1200,34845
665,340789030,2007,277992,Manuell,Diesel,Forhjulsdrift,105,1489,5,Sedan,4,Personbil,1400,34845
666,340713780,2008,190000,Manuell,Diesel,Forhjulsdrift,114,1291,5,KombiFemdørs,5,Personbil,1400,30345
667,340792404,2008,190560,Manuell,Bensin,Forhjulsdrift,69,1125,5,KombiFemdørs,5,Personbil,800,31074
668,340706786,2009,187000,Manuell,Diesel,Forhjulsdrift,109,1485,5,Sedan,4,Personbil,1370,35000
669,340696749,2012,147000,Manuell,Diesel,Forhjulsdrift,90,1438,2,Kasse,4,Varebil,1200,31476
670,340607994,2012,123500,Manuell,Bensin,Forhjulsdrift,68,845,5,KombiFemdørs,5,Personbil,700,31845
671,340618572,2009,122000,Manuell,Diesel,Forhjulsdrift,75,1118,5,KombiFemdørs,5,Personbil,750,34777
672,340610761,2010,230500,Manuell,Diesel,Forhjulsdrift,116,1745,5,Stasjonsvogn,4,Personbil,1800,31845
673,340594023,2009,260000,Automat,Diesel,Forhjulsdrift,105,1355,5,KombiFemdørs,5,Personbil,1400,32000
674,340594220,2000,179200,Automat,Bensin,Forhjulsdrift,170,1512,5,Sedan,4,Personbil,1800,32845
675,340543716,2010,158000,Manuell,Diesel,Forhjulsdrift,105,1377,5,Stasjonsvogn,5,Personbil,1400,30845
676,340582937,2012,108000,Manuell,Bensin,Forhjulsdrift,69,997,5,KombiFemdørs,4,Personbil,800,34672
677,340569247,2008,242738,Manuell,Diesel,Forhjulsdrift,105,1477,5,Stasjonsvogn,5,Personbil,1500,31845
678,340561413,2007,263000,Manuell,Diesel,Forhjulsdrift,105,1310,5,KombiFemdørs,5,Personbil,1400,30845
679,340511214,2006,143300,Manuell,Bensin,Forhjulsdrift,105,1240,5,Stasjonsvogn,4,Personbil,1100,35000
680,340490547,1997,87242,Manuell,Bensin,Forhjulsdrift,84,930,5,Sedan,4,Personbil,1100,32000
681,339058056,2007,248000,Manuell,Diesel,Forhjulsdrift,116,1540,5,Stasjonsvogn,4,Personbil,1400,31845
682,340471452,2008,146000,Manuell,Bensin,Forhjulsdrift,103,960,5,KombiFemdørs,5,Personbil,900,34000
683,340458690,2008,163000,Manuell,Diesel,Forhjulsdrift,69,1164,5,KombiFemdørs,4,Personbil,800,34999
684,340211721,2002,316070,Automat,Diesel,Bakhjulsdrift,150,1565,5,Sedan,4,Personbil,1900,34845
685,340408008,2009,94300,Manuell,Bensin,Forhjulsdrift,73,1223,5,KombiFemdørs,4,Personbil,950,34845
686,340390094,2008,88300,Manuell,Bensin,Forhjulsdrift,97,1188,5,KombiFemdørs,4,Personbil,1000,33000
687,339388842,2010,159550,Manuell,Diesel,Forhjulsdrift,90,1314,5,KombiFemdørs,4,Personbil,1400,33845
688,340367379,2008,198000,Manuell,Diesel,Forhjulsdrift,109,1570,7,KombiFemdørs,4,Personbil,1400,32845
689,340357772,2007,232000,Automat,Diesel,Forhjulsdrift,140,1476,5,Sedan,4,Personbil,1800,33845
690,340321487,2006,176000,Manuell,Bensin,Forhjulsdrift,102,1402,5,Sedan,4,Personbil,1200,31845
691,340242791,2006,260000,Manuell,Diesel,Forhjulsdrift,136,1397,5,Stasjonsvogn,4,Personbil,1500,31845
692,340199790,2001,330712,Automat,Diesel,Firehjulsdrift,165,2135,5,SUV,3,Personbil,2900,33845
693,339481859,2006,285000,Manuell,Bensin,Firehjulsdrift,177,1685,5,Stasjonsvogn,5,Personbil,1700,33845
694,340078699,2006,370000,Manuell,Diesel,Firehjulsdrift,140,1617,5,SUV,5,Personbil,1500,33845
695,338308869,2005,43300,Manuell,Bensin,Forhjulsdrift,102,1215,2,Annet,5,Personbil,1000,34845
696,340140175,2007,469700,Automat,Diesel,Bakhjulsdrift,170,1735,5,Stasjonsvogn,5,Personbil,2100,33845
697,340106011,2008,248000,Manuell,Diesel,Forhjulsdrift,126,1465,5,Stasjonsvogn,5,Personbil,1300,34845
698,339995702,2006,428000,Automat,Diesel,Firehjulsdrift,163,1776,5,Stasjonsvogn,5,Personbil,1800,34900
699,340118418,2010,189000,Manuell,Diesel,Forhjulsdrift,129,1490,5,Stasjonsvogn,5,Personbil,1400,31845
700,340086395,2007,166000,Manuell,Diesel,Forhjulsdrift,90,1280,5,Flerbruksbil,4,Personbil,1000,33845
701,340076240,2008,207000,Manuell,Diesel,Forhjulsdrift,90,1280,5,KombiFemdørs,4,Personbil,1000,31845
702,339777987,2004,254000,Automat,Bensin,Bakhjulsdrift,192,1590,5,Stasjonsvogn,5,Personbil,2000,31845
703,338684083,2011,130000,Manuell,Diesel,Forhjulsdrift,75,1361,2,Kasse,5,Varebil,1000,32000
704,340021489,2004,190000,Manuell,Bensin,Forhjulsdrift,110,1155,5,Sedan,4,Personbil,1300,32000
705,330353836,2013,110000,Manuell,Bensin,Forhjulsdrift,125,1296,5,Stasjonsvogn,5,Personbil,1200,34147
706,339776812,2011,210600,Manuell,Diesel,Forhjulsdrift,90,1395,5,KombiFemdørs,4,Personbil,1300,33845
707,339298751,2010,191000,Manuell,Diesel,Forhjulsdrift,110,1542,5,Stasjonsvogn,5,Personbil,1200,30845
708,338998661,2007,274000,Manuell,Diesel,Firehjulsdrift,170,1655,5,Stasjonsvogn,4,Personbil,1600,33845
709,339891949,2006,312942,Automat,Bensin,Bakhjulsdrift,143,1555,5,Stasjonsvogn,5,Personbil,1500,33845
710,339871586,2009,69500,Manuell,Bensin,Forhjulsdrift,80,1084,5,KombiFemdørs,5,Personbil,850,34974
711,339862015,2012,237907,Manuell,Diesel,Forhjulsdrift,105,1370,2,Kasse,4,Varebil,1300,35000
712,339791798,2008,188000,Manuell,Diesel,Forhjulsdrift,105,1345,5,Sedan,4,Personbil,1400,33845
713,320328625,2008,171879,Manuell,Bensin,Firehjulsdrift,91,1060,5,KombiFemdørs,5,Personbil,1000,33777
714,339681539,2005,158000,Manuell,Bensin,Forhjulsdrift,129,1270,5,Sedan,4,Personbil,1300,35000
715,332299793,1998,130000,Automat,Bensin,Forhjulsdrift,86,1105,5,Stasjonsvogn,5,Personbil,1000,33777
716,339622546,2010,104792,Manuell,Bensin,Bakhjulsdrift,64,855,5,KombiFemdørs,4,Personbil,700,35000
717,339583824,2009,241000,Manuell,Diesel,Forhjulsdrift,90,1480,3,Stasjonsvogn,3,Varebil,950,30231
718,339567743,2007,171000,Manuell,Diesel,Firehjulsdrift,120,1265,5,SUV,5,Personbil,1200,34845
719,338965126,2005,254184,Manuell,Diesel,Firehjulsdrift,109,1860,5,SUV,5,Personbil,1850,31845
720,339470838,2010,165000,Manuell,Bensin,Forhjulsdrift,69,940,4,KombiTredørs,2,Personbil,800,35000
721,339454951,2008,192652,Manuell,Bensin,Forhjulsdrift,95,1050,5,KombiFemdørs,4,Personbil,1000,34825
722,339399913,2006,230000,Manuell,Diesel,Forhjulsdrift,140,1490,5,Stasjonsvogn,4,Personbil,1600,32900
723,339331937,2005,196000,Manuell,Bensin,Forhjulsdrift,129,1270,5,Sedan,4,Personbil,1300,34845
724,339327491,2003,174000,Manuell,Bensin,Forhjulsdrift,110,1265,5,Sedan,5,Personbil,1300,31845
725,339274159,2008,204000,Manuell,Diesel,Firehjulsdrift,140,1684,5,Stasjonsvogn,5,Personbil,2000,35000
726,339172677,2010,210150,Manuell,Diesel,Forhjulsdrift,90,1215,5,KombiFemdørs,5,Personbil,1300,34900
727,339047557,2010,154940,Manuell,Diesel,Forhjulsdrift,95,1043,5,KombiFemdørs,5,Personbil,750,33074
728,339078749,2012,95000,Manuell,Bensin,Forhjulsdrift,99,1185,5,KombiFemdørs,5,Personbil,1200,31672
729,339005762,2005,345000,Manuell,Diesel,Forhjulsdrift,131,1553,5,Stasjonsvogn,5,Personbil,1800,30845
730,338896874,2010,188000,Manuell,Diesel,Forhjulsdrift,68,1030,5,KombiFemdørs,5,Personbil,750,32074
731,338694264,2001,415000,Automat,Bensin,Firehjulsdrift,273,2445,5,SUV,5,Personbil,3500,31845
732,338785581,2008,103800,Manuell,Bensin,Forhjulsdrift,97,1188,5,KombiFemdørs,4,Personbil,1000,31000
733,338782567,2009,203000,Manuell,Diesel,Forhjulsdrift,90,1700,3,KombiFemdørs,4,Varebil,1472,33231
734,338598859,2006,119000,Manuell,Bensin,Forhjulsdrift,64,1185,5,KombiFemdørs,4,Personbil,800,34845
735,329409941,2004,242500,Manuell,Diesel,Forhjulsdrift,105,1443,5,KombiFemdørs,4,Personbil,1400,31777
736,338678412,2006,247000,Manuell,Diesel,Forhjulsdrift,101,1900,9,KombiFemdørs,4,Personbil,2000,33000
737,338405668,2008,238650,Manuell,Diesel,Forhjulsdrift,136,1473,5,Stasjonsvogn,4,Personbil,1500,35000
738,338641961,2009,181847,Manuell,Diesel,Forhjulsdrift,90,1352,5,KombiFemdørs,4,Personbil,1200,32000
739,338641789,2008,196100,Manuell,Diesel,Forhjulsdrift,69,1230,5,SUV,4,Personbil,800,34845
740,338501147,2005,247700,Manuell,Diesel,Firehjulsdrift,136,1590,5,SUV,5,Personbil,2000,34845
741,338491782,2012,148000,Manuell,Bensin,Forhjulsdrift,68,845,5,KombiFemdørs,5,Personbil,700,34845
742,338434168,2010,155000,Manuell,Diesel,Forhjulsdrift,90,1395,5,KombiFemdørs,5,Personbil,1300,33845
743,330313749,1994,275232,Manuell,Diesel,Firehjulsdrift,125,1880,5,SUV,5,Personbil,2200,31000
744,329440967,2008,268000,Manuell,Diesel,Forhjulsdrift,120,1840,2,Kasse,5,Varebil,2000,31186
745,336666520,2010,223000,Manuell,Diesel,Forhjulsdrift,105,1482,5,Flerbruksbil,5,Personbil,1200,34845
746,312076348,1994,315872,Automat,Bensin,Firehjulsdrift,215,1870,5,SUV,5,Personbil,1870,35000
747,335264707,2006,269000,Automat,Diesel,Forhjulsdrift,140,1684,5,Stasjonsvogn,5,Personbil,1800,31777
748,338025287,2012,150000,Manuell,Diesel,Forhjulsdrift,75,1116,5,KombiFemdørs,5,Personbil,800,34672
749,337583192,2012,133000,Manuell,Bensin,Forhjulsdrift,125,1371,5,Stasjonsvogn,4,Personbil,1200,32805
750,337878048,2006,147835,Manuell,Bensin,Forhjulsdrift,102,1348,5,Sedan,4,Personbil,1200,34345
751,337688187,2009,278477,Manuell,Diesel,Forhjulsdrift,105,1400,5,Stasjonsvogn,5,Personbil,1400,35000
752,335786904,2007,320000,Automat,Diesel,Forhjulsdrift,105,1613,5,Flerbruksbil,5,Personbil,1500,33500
753,337623134,2007,227426,Manuell,Bensin,Forhjulsdrift,170,1442,5,KombiFemdørs,4,Personbil,1400,46845
754,337564299,2001,107000,Manuell,Bensin,Forhjulsdrift,110,1089,5,Sedan,5,Personbil,1200,34845
755,329958097,2009,284420,Manuell,Bensin,Forhjulsdrift,99,1071,5,KombiFemdørs,5,Personbil,1000,33777
756,337485275,2007,105400,Manuell,Diesel,Forhjulsdrift,88,1187,5,Coupe,4,Personbil,1100,35074
757,337456918,1997,185000,Automat,Bensin,Forhjulsdrift,163,1445,5,Sedan,5,Personbil,1200,35000
758,337301930,2011,135000,Manuell,Bensin,Forhjulsdrift,69,994,4,Sedan,2,Personbil,800,33074
759,337335304,2007,286596,Automat,Diesel,Firehjulsdrift,179,1875,5,Stasjonsvogn,5,Personbil,1900,31845
760,337331919,2007,321655,Manuell,Diesel,Forhjulsdrift,140,1685,5,Stasjonsvogn,4,Personbil,1600,31845
761,337257544,2004,268000,Manuell,Diesel,Forhjulsdrift,136,1600,7,Flerbruksbil,5,Personbil,1500,31845
762,337224437,2008,265000,Manuell,Diesel,Forhjulsdrift,109,1492,5,Stasjonsvogn,5,Personbil,1300,31745
763,337156301,2005,234000,Manuell,Bensin,Forhjulsdrift,129,1365,7,KombiFemdørs,5,Personbil,1300,34999
764,336971795,2012,166000,Manuell,Bensin,Forhjulsdrift,68,930,4,KombiFemdørs,5,Personbil,200,35000
765,336933150,2000,141000,Manuell,Bensin,Forhjulsdrift,101,1117,5,KombiFemdørs,5,Personbil,1200,30074
766,336897913,2006,260000,Manuell,Diesel,Forhjulsdrift,105,1530,2,Kasse,4,Varebil,1500,33000
767,334661337,2006,131900,Manuell,Bensin,Forhjulsdrift,95,1225,5,Flerbruksbil,5,Personbil,1000,31777
768,335614779,2011,222000,Manuell,Diesel,Forhjulsdrift,75,1057,5,KombiFemdørs,5,Personbil,1000,34845
769,336568411,2004,201600,Manuell,Bensin,Forhjulsdrift,110,1190,5,Stasjonsvogn,5,Personbil,1300,34900
770,336483271,2011,275500,Manuell,Diesel,Firehjulsdrift,105,1400,5,Stasjonsvogn,4,Personbil,1600,33777
771,336302480,2010,172800,Manuell,Bensin,Forhjulsdrift,60,1054,5,KombiFemdørs,5,Personbil,500,34900
772,336286393,2006,238200,Automat,Bensin,Bakhjulsdrift,143,1555,5,Stasjonsvogn,5,Personbil,1500,34900
773,336107456,2004,134768,Manuell,Bensin,Forhjulsdrift,110,1155,5,KombiFemdørs,5,Personbil,1300,31845
774,336015704,2007,196000,Manuell,Diesel,Forhjulsdrift,90,1352,5,Annet,4,Personbil,1200,31777
775,323843387,2004,329000,Manuell,Diesel,Bakhjulsdrift,116,1550,7,Sedan,4,Personbil,1500,32000
776,335492615,2002,235000,Manuell,Bensin,Forhjulsdrift,140,1459,5,Sedan,4,Personbil,1800,31777
777,253084386,2006,129400,Manuell,Bensin,Forhjulsdrift,170,1530,4,Cabriolet,2,Personbil,1200,33729
778,327691876,2009,265755,Automat,Bensin,Forhjulsdrift,160,1510,5,Stasjonsvogn,5,Personbil,1300,32777
779,334785996,2003,164825,Manuell,Bensin,Forhjulsdrift,97,1160,5,KombiFemdørs,4,Personbil,1000,31777
780,333562250,2009,76700,Manuell,Bensin,Forhjulsdrift,75,1025,5,KombiTredørs,3,Personbil,900,31777
781,333911484,2011,233466,Manuell,Diesel,Firehjulsdrift,147,1550,5,Stasjonsvogn,5,Personbil,2000,31777
782,333232228,2012,91555,Manuell,Diesel,Forhjulsdrift,75,1127,5,KombiFemdørs,4,Personbil,1100,35000
783,322702259,2011,164000,Manuell,Diesel,Forhjulsdrift,92,1277,5,Sedan,4,Personbil,1150,31777
784,323974694,2008,244000,Manuell,Bensin,Forhjulsdrift,87,1020,5,KombiFemdørs,5,Personbil,900,33677
785,331663444,2011,175100,Manuell,Diesel,Forhjulsdrift,90,1283,5,KombiTredørs,4,Personbil,1400,34999
786,331616528,2005,350294,Manuell,Diesel,Bakhjulsdrift,122,1310,5,KombiFemdørs,5,Personbil,1200,34999
787,331547641,2008,208565,Manuell,Diesel,Forhjulsdrift,90,1280,5,KombiFemdørs,4,Personbil,1000,32999
788,330861146,2007,230750,Manuell,Bensin,Forhjulsdrift,102,1320,5,KombiFemdørs,4,Personbil,1200,31277
789,330768939,2006,155000,Manuell,Bensin,Forhjulsdrift,75,1100,5,KombiFemdørs,5,Personbil,1100,34000
790,330242258,2004,128000,Manuell,Bensin,Forhjulsdrift,75,1120,5,KombiFemdørs,5,Personbil,600,34900
791,329449916,2007,193000,Manuell,Bensin,Forhjulsdrift,80,1161,5,KombiFemdørs,5,Personbil,800,34677
792,328080066,2009,244700,Manuell,Diesel,Forhjulsdrift,109,1485,5,Sedan,4,Personbil,1370,30845
793,327702873,2004,147000,Manuell,Bensin,Forhjulsdrift,109,1588,4,KombiTredørs,2,Personbil,1200,35000
794,327530698,2003,270400,Manuell,Diesel,Forhjulsdrift,65,1140,2,Kasse,5,Varebil,825,35000
795,324967373,2005,168000,Manuell,Diesel,Firehjulsdrift,111,1685,5,SUV,4,Personbil,1600,34777
796,322673618,2009,98000,Manuell,Bensin,Forhjulsdrift,84,1105,5,Stasjonsvogn,5,Personbil,1000,34777
797,321478238,2006,213500,Manuell,Diesel,Forhjulsdrift,125,1661,7,Flerbruksbil,5,Personbil,1450,34000
798,320602923,2007,211349,Manuell,Bensin,Forhjulsdrift,116,1544,4,Cabriolet,2,Personbil,1300,34000
799,315183382,2009,220000,Manuell,Diesel,Forhjulsdrift,109,1406,5,Stasjonsvogn,4,Personbil,1300,34777
800,314320823,2010,263684,Automat,Diesel,Forhjulsdrift,109,1470,5,Stasjonsvogn,4,Personbil,1500,31777
801,314166511,1997,70000,Manuell,Bensin,Forhjulsdrift,60,917,5,KombiTredørs,3,Personbil,900,33999
802,306233470,1977,424000,Manuell,Bensin,Bakhjulsdrift,185,1500,5,Sedan,4,Personbil,1500,31777
803,278641181,2012,151454,Automat,Diesel,Forhjulsdrift,110,1598,7,Flerbruksbil,5,Personbil,1300,31845
804,267312051,2010,152000,Manuell,Diesel,Forhjulsdrift,75,1180,5,KombiFemdørs,5,Personbil,1000,34900
805,207811676,2002,192500,Manuell,Diesel,Bakhjulsdrift,88,1830,3,Kasse,5,Varebil,2000,32231
806,341091513,2006,141613,Manuell,Bensin,Forhjulsdrift,69,995,5,KombiTredørs,2,Personbil,750,37777
807,341509912,2008,508000,Automat,Diesel,Bakhjulsdrift,150,1740,9,Flerbruksbil,6,Personbil,2000,39845
808,341504335,2008,343000,Manuell,Diesel,Forhjulsdrift,126,1622,5,Stasjonsvogn,5,Personbil,1800,39900
809,341499175,2007,164367,Manuell,Diesel,Firehjulsdrift,140,1625,5,SUV,5,Personbil,2000,39845
810,341490987,2008,308070,Manuell,Diesel,Firehjulsdrift,140,1605,5,Stasjonsvogn,4,Personbil,1600,39845
811,341488872,2007,260000,Manuell,Diesel,Forhjulsdrift,105,1410,5,Annet,4,Personbil,1400,36845
812,341471896,2009,217219,Automat,Diesel,Forhjulsdrift,120,1575,7,KombiFemdørs,4,Personbil,1400,35845
813,341469020,2008,169405,Manuell,Diesel,Forhjulsdrift,109,1334,5,Stasjonsvogn,5,Personbil,1300,40000
814,341459865,2011,143898,Manuell,Bensin,Forhjulsdrift,86,1029,5,KombiFemdørs,5,Personbil,1000,36845
815,341448774,2011,166500,Manuell,Diesel,Forhjulsdrift,116,1377,5,KombiFemdørs,4,Personbil,1300,36000
816,341454071,2005,192790,Manuell,Bensin,Forhjulsdrift,125,1280,5,Sedan,4,Personbil,1300,35845
817,341459753,2007,210000,Manuell,Diesel,Forhjulsdrift,150,1320,5,Coupe,3,Personbil,1300,40000
818,341446640,2003,250000,Manuell,Diesel,Forhjulsdrift,101,1720,3,Kasse,6,Varebil,2000,36231
819,316032938,2010,260000,Manuell,Diesel,Forhjulsdrift,116,1615,7,Flerbruksbil,5,Personbil,1800,35777
