id,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Hjuldrift,Effekt,Vekt,AntallSeter,Karosseri,AntallDører,Avgiftsklasse,Maksimaltilhengervekt,SalePrice
2847,331652356,2016,136802,Manuell,Diesel,Forhjulsdrift,102,1392,2,Kasse,6,Varebil,1500,116422
2848,337278305,2011,240500,Automat,Diesel,Firehjulsdrift,179,1903,3,Kasse,4,Varebil,2500,116231
2849,338297520,2010,194200,Manuell,Diesel,Bakhjulsdrift,136,1395,4,Coupe,2,Personbil,1200,115900
2850,342050426,2013,149200,Manuell,Diesel,Forhjulsdrift,114,1416,5,KombiFemdørs,5,Personbil,1300,115500
2851,334910765,2014,178500,Manuell,Diesel,Forhjulsdrift,116,1415,5,SUV,5,Personbil,1200,115500
2852,341902723,2015,115000,Manuell,Diesel,Forhjulsdrift,75,1343,2,Kasse,1,Varebil,1400,115476
2853,319387590,2020,41500,Automat,Elektrisitet,Forhjulsdrift,125,2540,3,Kasse,4,Varebil,1200,115250
2854,342137059,2014,159000,Manuell,Diesel,Forhjulsdrift,105,1468,5,Stasjonsvogn,5,Personbil,1400,115000
2855,342061630,2015,161500,Automat,Bensin,Forhjulsdrift,136,1310,5,KombiFemdørs,5,Personbil,385,115000
2856,342020827,2014,128850,Automat,Diesel,Firehjulsdrift,177,1670,5,Stasjonsvogn,5,Personbil,1900,115000
2857,341974981,2015,155000,Automat,Diesel,Firehjulsdrift,155,2100,2,SUV,5,Varebil,2000,115000
2858,341798415,2011,127200,Manuell,Diesel,Firehjulsdrift,140,1539,5,SUV,5,Personbil,2100,115000
2859,340863148,2017,116200,Manuell,Diesel,Forhjulsdrift,75,1416,3,Kasse,4,Varebil,1200,115000
2860,341518189,2010,159000,Automat,Bensin,Firehjulsdrift,150,1470,5,SUV,5,Personbil,1500,115000
2861,341249924,2013,173655,Automat,Diesel,Forhjulsdrift,140,1685,7,Flerbruksbil,5,Personbil,1800,115000
2862,340986033,2015,164000,Manuell,Diesel,Forhjulsdrift,114,1396,5,KombiFemdørs,5,Personbil,1300,115000
2863,340611823,2013,221000,Automat,Diesel,Firehjulsdrift,150,1603,5,SUV,5,Personbil,2000,115000
2864,340339305,2017,193537,Automat,Bensin,Forhjulsdrift,179,1282,5,Stasjonsvogn,5,Personbil,1600,115000
2865,340184739,2017,74000,Manuell,Bensin,Forhjulsdrift,110,1025,5,KombiFemdørs,5,Personbil,825,115000
2866,340107913,2012,177000,Automat,Diesel,Forhjulsdrift,163,1614,7,Flerbruksbil,5,Personbil,1800,115000
2867,340067527,2016,99200,Manuell,Diesel,Forhjulsdrift,100,1200,5,Stasjonsvogn,5,Personbil,1200,115000
2868,339305086,2013,156000,Automat,Bensin,Forhjulsdrift,122,1350,5,Flerbruksbil,5,Personbil,1200,115000
2869,339290218,2016,52900,Automat,Bensin,Forhjulsdrift,101,1046,5,KombiFemdørs,5,Personbil,900,115000
2870,339177926,2012,246000,Automat,Diesel,Firehjulsdrift,140,1589,5,SUV,5,Personbil,2500,115000
2871,338505398,2012,238000,Automat,Diesel,Forhjulsdrift,163,1600,5,Stasjonsvogn,5,Personbil,1600,115000
2872,337660101,2013,268368,Automat,Diesel,Forhjulsdrift,114,1659,5,Stasjonsvogn,5,Personbil,1300,115000
2873,342159688,2014,164000,Manuell,Diesel,Forhjulsdrift,150,1430,7,Flerbruksbil,5,Personbil,1700,94900
2874,342159110,2012,227500,Automat,Diesel,Bakhjulsdrift,120,1515,5,Sedan,4,Personbil,1800,94900
2875,342158826,2011,233148,Automat,Diesel,Forhjulsdrift,163,1549,5,Stasjonsvogn,5,Personbil,1600,94900
2876,342068079,2017,136500,Manuell,Diesel,Firehjulsdrift,99,1484,3,Kasse,5,Varebil,1230,95000
2877,342014782,2008,272500,Automat,Diesel,Firehjulsdrift,190,1840,5,Sedan,4,Personbil,1900,90845
2878,341949186,2015,45000,Manuell,Diesel,Forhjulsdrift,75,1132,2,Kasse,4,Varebil,500,95000
2879,341896052,2012,107000,Manuell,Bensin,Forhjulsdrift,117,1140,5,KombiFemdørs,5,Personbil,1250,94900
2880,341515081,2013,202000,Automat,Diesel,Forhjulsdrift,150,1430,5,Stasjonsvogn,5,Personbil,1600,91805
2881,341644612,2011,63200,Manuell,Bensin,Forhjulsdrift,131,1270,5,Coupe,3,Personbil,1300,95000
2882,341390978,2011,108200,Automat,Diesel,Forhjulsdrift,109,1470,5,Stasjonsvogn,4,Personbil,1500,95000
2883,341320416,2010,163000,Automat,Diesel,Forhjulsdrift,140,1372,5,KombiFemdørs,5,Personbil,1500,95000
2884,341011328,2014,42700,Manuell,Bensin,Forhjulsdrift,90,1178,5,KombiFemdørs,4,Personbil,1300,90672
2885,340802623,2014,189800,Manuell,Bensin,Forhjulsdrift,140,1197,5,Stasjonsvogn,4,Personbil,1500,93672
2886,340497124,2011,131500,Manuell,Bensin,Firehjulsdrift,120,1275,5,SUV,5,Personbil,1200,93000
2887,340487471,2011,86000,Automat,Bensin,Forhjulsdrift,99,1117,5,KombiFemdørs,5,Personbil,800,94990
2888,340478861,2004,251319,Automat,Diesel,Firehjulsdrift,163,2185,7,SUV,5,Personbil,2250,91845
2889,340233111,2015,101000,Manuell,Bensin,Forhjulsdrift,84,980,5,KombiFemdørs,5,Personbil,910,94900
2890,340098711,2014,153840,Manuell,Bensin,Forhjulsdrift,117,1260,5,SUV,5,Personbil,1200,94305
2891,340020283,2010,139600,Manuell,Bensin,Forhjulsdrift,115,1404,7,Flerbruksbil,5,Personbil,1200,95000
2892,339451211,2013,128426,Manuell,Bensin,Forhjulsdrift,105,1160,5,KombiFemdørs,5,Personbil,1300,94000
2893,339417027,2013,176000,Manuell,Diesel,Forhjulsdrift,105,1247,5,Stasjonsvogn,5,Personbil,1500,95000
2894,339307188,2013,123899,Manuell,Diesel,Forhjulsdrift,75,1343,2,Kasse,2,Varebil,1400,92000
2895,339298623,2010,193500,Automat,Diesel,Forhjulsdrift,150,1560,5,Stasjonsvogn,5,Personbil,1600,95000
2896,339295639,2006,309000,Automat,Diesel,Firehjulsdrift,185,2139,7,SUV,5,Personbil,2250,95000
2897,339166456,2006,187000,Manuell,Diesel,Firehjulsdrift,102,1970,3,Kasse,4,Varebil,2000,95000
2898,338892722,2008,274800,Automat,Diesel,Firehjulsdrift,186,2055,5,SUV,5,Personbil,3200,95000
2899,338673023,2012,112600,Manuell,Diesel,Forhjulsdrift,140,1453,5,KombiFemdørs,5,Personbil,1300,95000
2900,338402441,2015,117000,Manuell,Bensin,Forhjulsdrift,75,980,5,KombiFemdørs,5,Personbil,800,92974
2901,338255240,2012,200500,Manuell,Diesel,Firehjulsdrift,136,1525,5,SUV,5,Personbil,2000,94999
2902,338225470,2010,207700,Manuell,Diesel,Firehjulsdrift,150,1595,5,SUV,5,Personbil,2000,94999
2903,338108830,2011,121000,Manuell,Diesel,Forhjulsdrift,116,1420,5,KombiFemdørs,4,Personbil,1400,93845
2904,337863682,2009,242000,Manuell,Diesel,Firehjulsdrift,170,1730,5,SUV,5,Personbil,2000,94900
2905,337633616,2014,135000,Manuell,Diesel,Forhjulsdrift,110,1440,5,SUV,5,Personbil,1200,93700
2906,337443884,2011,248000,Automat,Diesel,Forhjulsdrift,140,1526,5,Stasjonsvogn,5,Personbil,1800,94900
2907,337213776,2010,177500,Manuell,Diesel,Forhjulsdrift,109,1556,5,Sedan,4,Personbil,1300,93000
2908,336651394,2013,162200,Manuell,Diesel,Forhjulsdrift,114,1282,5,KombiFemdørs,5,Personbil,1300,94500
2909,336522582,2015,135000,Manuell,Diesel,Firehjulsdrift,90,1555,3,Kasse,4,Varebil,925,95000
2910,334643931,2014,91000,Manuell,Bensin,Forhjulsdrift,80,980,5,KombiFemdørs,5,Personbil,650,94500
2911,333988777,2014,68000,Manuell,Bensin,Forhjulsdrift,80,980,5,KombiFemdørs,5,Personbil,650,95000
2912,333170860,2013,113000,Manuell,Diesel,Forhjulsdrift,114,1425,5,Stasjonsvogn,5,Personbil,1375,94047
2913,332343159,2013,192000,Manuell,Diesel,Forhjulsdrift,120,1540,5,Stasjonsvogn,5,Personbil,1300,91845
2914,329853593,2013,155000,Manuell,Diesel,Forhjulsdrift,110,1326,5,Stasjonsvogn,4,Personbil,1500,95000
2915,329653528,2014,183000,Manuell,Diesel,Forhjulsdrift,114,1710,3,Kasse,6,Varebil,2000,91422
2916,329467912,2016,69800,Manuell,Diesel,Forhjulsdrift,99,1396,3,Kasse,5,Varebil,1200,93422
2917,328890241,2016,127827,Automat,Diesel,Forhjulsdrift,100,1333,3,Kasse,4,Varebil,1250,90476
2918,316732071,2014,139500,Manuell,Diesel,Forhjulsdrift,114,1430,7,Flerbruksbil,4,Personbil,1100,94900
2919,327675711,2012,158000,Manuell,Diesel,Firehjulsdrift,111,1455,5,KombiFemdørs,5,Personbil,800,94147
2920,327330856,2013,175000,Manuell,Diesel,Forhjulsdrift,116,1415,5,SUV,5,Personbil,1400,94147
2921,326910876,2013,69614,Manuell,Bensin,Forhjulsdrift,84,960,5,KombiFemdørs,5,Personbil,900,93074
2922,325749478,2018,139500,Manuell,Diesel,Forhjulsdrift,99,1317,3,Kasse,4,Varebil,1250,94476
2923,324548975,2016,79000,Manuell,Diesel,Forhjulsdrift,110,1286,2,Kasse,6,Varebil,1100,94500
2924,321692569,2016,110000,Manuell,Diesel,Forhjulsdrift,99,1317,3,Kasse,4,Varebil,1250,95000
2925,321455282,2010,165000,Automat,Diesel,Forhjulsdrift,150,1740,5,Stasjonsvogn,5,Personbil,1800,90900
2926,313141994,2015,112000,Manuell,Bensin,Forhjulsdrift,110,1054,5,KombiFemdørs,5,Personbil,1100,94961
2927,216872536,2012,210724,Automat,Diesel,Firehjulsdrift,140,1500,5,Stasjonsvogn,5,Personbil,1600,95000
2928,342173902,2014,199000,Automat,Hybrid,Firehjulsdrift,189,1810,5,SUV,5,Personbil,1500,99900
2929,342169557,2016,130996,Automat,Bensin,Forhjulsdrift,115,1258,5,KombiFemdørs,5,Personbil,500,99900
2930,342166268,2014,61000,Manuell,Bensin,Forhjulsdrift,84,930,4,KombiTredørs,3,Personbil,800,99000
2931,342163498,2013,121629,Automat,Bensin,Forhjulsdrift,105,1230,5,Stasjonsvogn,5,Personbil,1200,99800
2932,342159502,2013,191000,Manuell,Diesel,Forhjulsdrift,114,1401,5,KombiFemdørs,5,Personbil,1300,99900
2933,342145738,2017,151300,Manuell,Diesel,Forhjulsdrift,150,1616,3,Kasse,5,Varebil,2500,99476
2934,342121110,2015,86011,Manuell,Diesel,Forhjulsdrift,136,1500,5,Sedan,4,Personbil,1300,99305
2935,342115712,2006,113000,Manuell,Diesel,Forhjulsdrift,86,2145,6,Kasse,4,Personbil,2200,99000
2936,342099886,2015,90880,Manuell,Diesel,Forhjulsdrift,75,1280,3,Kasse,4,Varebil,1350,99000
2937,341381205,2014,179000,Automat,Diesel,Forhjulsdrift,105,1267,5,Stasjonsvogn,4,Personbil,1500,99305
2938,342083813,2008,182000,Automat,Diesel,Bakhjulsdrift,177,1520,5,Sedan,4,Personbil,1800,99990
2939,342077106,2014,154250,Automat,Bensin,Forhjulsdrift,122,1432,5,Stasjonsvogn,5,Personbil,1400,99305
2940,342075742,2014,96000,Manuell,Bensin,Forhjulsdrift,86,1065,5,KombiFemdørs,5,Personbil,1000,99000
2941,342073337,2014,116500,Manuell,Diesel,Forhjulsdrift,128,1720,3,Kasse,6,Varebil,2000,99000
2942,342071443,2007,189000,Automat,Diesel,Firehjulsdrift,185,1794,5,Stasjonsvogn,5,Personbil,1800,99990
2943,342026140,2011,195000,Manuell,Diesel,Forhjulsdrift,105,1320,5,KombiFemdørs,5,Personbil,1400,99000
2944,342024013,2009,180546,Manuell,Bensin,Forhjulsdrift,170,1435,4,Coupe,2,Personbil,1300,99900
2945,342023789,2012,210000,Automat,Diesel,Forhjulsdrift,163,1600,5,Stasjonsvogn,5,Personbil,1600,99000
2946,342017253,2013,236300,Automat,Bensin,Forhjulsdrift,150,1663,5,Stasjonsvogn,5,Personbil,1600,99900
2947,341022225,2012,272200,Automat,Diesel,Firehjulsdrift,163,1930,3,Kasse,6,Varebil,2500,99900
2948,341988926,2010,190000,Automat,Diesel,Firehjulsdrift,136,1650,5,Stasjonsvogn,5,Personbil,1800,99000
2949,341960424,2014,103000,Manuell,Diesel,Forhjulsdrift,128,1686,3,Kasse,5,Varebil,2000,99000
2950,341956484,2010,81400,Automat,Diesel,Forhjulsdrift,105,1467,5,KombiFemdørs,5,Personbil,1400,99000
2951,341941101,2011,169774,Manuell,Bensin,Forhjulsdrift,147,1461,5,Stasjonsvogn,5,Personbil,1500,99000
2952,341915425,2012,182200,Manuell,Diesel,Forhjulsdrift,114,1462,5,Stasjonsvogn,5,Personbil,1300,98000
2953,341930943,2014,93000,Manuell,Diesel,Forhjulsdrift,75,1343,2,Kasse,4,Varebil,1400,99000
2954,341930618,2014,77600,Manuell,Diesel,Forhjulsdrift,75,1343,2,Kasse,4,Varebil,1400,99000
2955,341929100,2014,134000,Manuell,Bensin,Forhjulsdrift,105,1095,5,KombiFemdørs,5,Personbil,1100,99800
2956,341917571,2015,98500,Manuell,Bensin,Forhjulsdrift,130,1090,5,KombiFemdørs,5,Personbil,1300,99000
2957,341906864,2015,121200,Automat,Diesel,Forhjulsdrift,93,1170,5,SUV,5,Personbil,820,99000
2958,341905739,2015,74000,Manuell,Bensin,Forhjulsdrift,110,1090,5,SUV,5,Personbil,1270,99900
2959,341903947,2013,200000,Manuell,Diesel,Firehjulsdrift,105,1360,5,Stasjonsvogn,5,Personbil,1700,99900
2960,341903352,2006,225000,Automat,Diesel,Firehjulsdrift,190,2185,5,SUV,5,Personbil,3500,99875
2961,341893656,2020,19500,Automat,Elektrisitet,Forhjulsdrift,125,2540,3,Kasse,6,Varebil,1200,99000
2962,341886008,2012,138635,Manuell,Diesel,Firehjulsdrift,109,1415,5,KombiFemdørs,5,Personbil,1600,99900
2963,341864421,2010,80000,Manuell,Diesel,Forhjulsdrift,105,1314,5,KombiFemdørs,5,Personbil,1400,99900
2964,337635467,2010,146287,Automat,Diesel,Forhjulsdrift,140,1591,5,Stasjonsvogn,5,Personbil,1800,99000
2965,341787325,2010,275400,Automat,Diesel,Forhjulsdrift,175,1615,5,Stasjonsvogn,5,Personbil,1800,99900
2966,341774781,2014,158107,Automat,Diesel,Forhjulsdrift,131,1387,5,KombiFemdørs,4,Personbil,1200,99900
2967,341778264,2011,180000,Manuell,Diesel,Bakhjulsdrift,136,1395,5,KombiFemdørs,5,Personbil,1200,99000
2968,341762068,2011,80100,Automat,Diesel,Forhjulsdrift,111,1497,5,SUV,4,Personbil,1090,99900
2969,341765942,2014,160191,Manuell,Bensin,Forhjulsdrift,125,1204,5,KombiFemdørs,5,Personbil,1200,99000
2970,341755320,2020,222350,Manuell,Diesel,Forhjulsdrift,120,1582,3,Kasse,4,Varebil,1500,99900
2971,341749708,2013,116000,Manuell,Bensin,Forhjulsdrift,116,1260,5,SUV,5,Personbil,1200,99000
2972,341723116,2007,145500,Automat,Bensin,Firehjulsdrift,150,1470,5,SUV,5,Personbil,1500,99999
2973,341488671,2013,141018,Automat,Bensin,Forhjulsdrift,105,1295,5,Stasjonsvogn,4,Personbil,1200,99404
2974,341631719,2014,140491,Manuell,Bensin,Forhjulsdrift,105,1160,5,KombiFemdørs,5,Personbil,1300,99000
2975,341490583,2014,142300,Manuell,Diesel,Forhjulsdrift,116,1430,5,Stasjonsvogn,5,Personbil,1600,99000
2976,341476667,2012,222700,Automat,Bensin,Forhjulsdrift,147,1471,5,Stasjonsvogn,5,Personbil,1600,99000
2977,342177157,2017,105000,Manuell,Bensin,Forhjulsdrift,100,1115,2,Annet,4,Varebil,910,95000
2978,341136203,2013,170000,Manuell,Diesel,Firehjulsdrift,110,1420,5,Stasjonsvogn,5,Personbil,1600,99845
2979,342191369,2011,200500,Manuell,Diesel,Firehjulsdrift,116,1525,5,SUV,5,Personbil,1400,99000
2980,340951354,2007,96000,Automat,Diesel,Forhjulsdrift,140,1605,5,Stasjonsvogn,5,Personbil,1600,99845
2981,342192155,2016,135000,Manuell,Diesel,Firehjulsdrift,150,1931,3,Kasse,5,Varebil,2500,200476
2982,342195584,2016,165900,Manuell,Diesel,Forhjulsdrift,143,1490,5,Stasjonsvogn,5,Personbil,1800,149900
2983,342192035,2016,152000,Automat,Bensin,Forhjulsdrift,120,1270,5,Annet,4,Personbil,1200,219000
2984,342190866,2016,140075,Automat,Diesel,Firehjulsdrift,190,2001,3,Kasse,6,Varebil,2500,309900
2985,342189246,2016,151200,Manuell,Diesel,Forhjulsdrift,110,1365,5,KombiFemdørs,5,Personbil,1350,148500
2986,342187617,2016,90100,Manuell,Diesel,Forhjulsdrift,101,1443,3,Kasse,5,Varebil,1200,118900
2987,342187378,2016,76200,Automat,Diesel,Firehjulsdrift,163,1730,5,Sedan,4,Personbil,2000,329000
2988,342176603,2016,126051,Manuell,Bensin,Forhjulsdrift,132,1379,5,SUV,5,Personbil,1400,169000
2989,342175650,2016,145763,Automat,Diesel,Firehjulsdrift,150,1495,5,SUV,5,Personbil,2000,229000
2990,342169198,2016,147885,Automat,Diesel,Forhjulsdrift,150,1466,5,Stasjonsvogn,5,Personbil,2000,199900
2991,342167683,2016,198000,Manuell,Diesel,Firehjulsdrift,131,1724,7,Flerbruksbil,4,Personbil,2000,193305
2992,342165778,2016,101400,Automat,Bensin,Firehjulsdrift,184,1575,5,Stasjonsvogn,5,Personbil,1800,269000
2993,342165175,2016,144577,Manuell,Diesel,Forhjulsdrift,220,1596,5,Stasjonsvogn,5,Personbil,1800,229000
2994,342163582,2016,129935,Automat,Diesel,Firehjulsdrift,190,1599,5,Stasjonsvogn,5,Personbil,2200,239000
2995,342161656,2016,161000,Automat,Diesel,Forhjulsdrift,120,1736,5,Stasjonsvogn,5,Personbil,1800,189000
2996,342159774,2016,83640,Automat,Bensin,Firehjulsdrift,120,1190,5,SUV,5,Personbil,1200,199000
2997,342159519,2016,111275,Automat,Bensin,Firehjulsdrift,170,1530,5,Stasjonsvogn,4,Personbil,1500,198699
2998,342159326,2016,64000,Manuell,Bensin,Forhjulsdrift,100,1065,5,KombiFemdørs,5,Personbil,1000,144900
2999,342159161,2016,91595,Automat,Bensin,Firehjulsdrift,175,1598,5,Stasjonsvogn,5,Personbil,2000,274900
3000,342158653,2016,123600,Automat,Diesel,Firehjulsdrift,190,1908,5,SUV,4,Personbil,2000,329000
3001,341239982,2021,46044,Automat,Diesel,Firehjulsdrift,150,1455,5,SUV,5,Personbil,1700,399900
3002,342199655,2021,37072,Automat,Hybrid,Firehjulsdrift,340,2169,5,SUV,5,Personbil,2100,565500
3003,342199369,2021,18328,Automat,Elektrisitet,Bakhjulsdrift,204,2049,5,SUV,5,Personbil,1000,379000
3004,342197943,2021,70900,Automat,Elektrisitet,Firehjulsdrift,498,1906,5,Sedan,4,Personbil,1000,367000
3005,342197949,2021,34302,Automat,Hybrid,Forhjulsdrift,262,1812,5,SUV,5,Personbil,1800,399000
3006,342197740,2021,44557,Automat,Hybrid,Forhjulsdrift,122,1420,5,KombiFemdørs,5,Personbil,725,299000
3007,342197293,2021,49000,Automat,Elektrisitet,Firehjulsdrift,503,2657,5,SUV,5,Personbil,1800,659000
3008,342197132,2021,45591,Automat,Hybrid,Firehjulsdrift,340,2094,5,SUV,5,Personbil,2100,529000
3009,342196638,2021,54000,Manuell,Bensin,Firehjulsdrift,83,975,5,KombiFemdørs,5,Personbil,1000,199000
3010,342196538,2021,52000,Manuell,Bensin,Firehjulsdrift,83,975,5,KombiFemdørs,5,Personbil,1000,199000
3011,342196415,2021,47950,Automat,Elektrisitet,Forhjulsdrift,204,1737,5,KombiFemdørs,5,Personbil,300,325000
3012,342195576,2021,79429,Automat,Hybrid,Firehjulsdrift,220,1820,5,SUV,4,Personbil,750,309000
3013,342195405,2021,54240,Manuell,Diesel,Forhjulsdrift,102,1422,2,Kasse,4,Varebil,1500,224900
3014,342195251,2021,35400,Automat,Hybrid,Firehjulsdrift,184,1600,5,KombiFemdørs,4,Personbil,750,369900
3015,342194838,2021,15000,Automat,Elektrisitet,Forhjulsdrift,184,1365,4,KombiTredørs,2,Personbil,1000,245000
3016,342194793,2021,43827,Automat,Diesel,Firehjulsdrift,150,1906,3,Kasse,4,Varebil,2500,429900
3017,342194702,2021,48900,Automat,Hybrid,Firehjulsdrift,184,1600,5,KombiFemdørs,4,Personbil,750,339900
3018,342193117,2021,33000,Automat,Elektrisitet,Firehjulsdrift,551,2630,6,SUV,4,Personbil,1500,579000
3019,342192646,2021,30157,Automat,Elektrisitet,Firehjulsdrift,313,2370,5,SUV,5,Personbil,1800,409900
3020,342192394,2021,37655,Automat,Hybrid,Firehjulsdrift,340,2169,5,SUV,5,Personbil,2100,498900
3021,342192215,2021,38088,Automat,Hybrid,Firehjulsdrift,340,2075,5,Stasjonsvogn,5,Personbil,2000,469000
3022,342191184,2021,44500,Automat,Hybrid,Firehjulsdrift,340,2169,5,SUV,5,Personbil,2100,549000
3023,342190122,2021,60300,Automat,Hybrid,Firehjulsdrift,340,2169,5,SUV,5,Personbil,2100,519000
3024,342189788,2021,48000,Automat,Elektrisitet,Firehjulsdrift,408,2123,5,KombiFemdørs,5,Personbil,1500,399800
3025,342188996,2021,59179,Automat,Hybrid,Firehjulsdrift,340,2094,5,SUV,5,Personbil,2100,509000
3026,342188836,2021,36291,Automat,Hybrid,Forhjulsdrift,262,1800,5,SUV,5,Personbil,1800,399000
3027,342188413,2021,48000,Automat,Elektrisitet,Bakhjulsdrift,325,1825,5,Sedan,4,Personbil,1000,319000
3028,342187962,2021,36600,Automat,Elektrisitet,Firehjulsdrift,345,2003,5,SUV,5,Personbil,1600,439000
3029,342188033,2021,48127,Automat,Hybrid,Forhjulsdrift,122,1420,5,KombiFemdørs,4,Personbil,725,309900
3030,342186480,2021,28262,Automat,Hybrid,Forhjulsdrift,122,1345,5,KombiFemdørs,5,Personbil,750,289000
3031,342185937,2021,55500,Automat,Hybrid,Firehjulsdrift,390,2100,5,Stasjonsvogn,5,Personbil,2100,559000
3032,342183417,2021,56500,Automat,Elektrisitet,Firehjulsdrift,408,2420,5,SUV,5,Personbil,1800,485000
3033,342200809,2021,29000,Automat,Hybrid,Firehjulsdrift,292,2065,5,SUV,4,Personbil,2000,569000
3034,342200688,2021,46319,Automat,Hybrid,Firehjulsdrift,340,2169,5,SUV,5,Personbil,2100,555000
3035,342067626,2021,52200,Automat,Elektrisitet,Firehjulsdrift,462,1981,5,SUV,5,Personbil,1600,449999
3036,342181246,2021,25697,Automat,Hybrid,Firehjulsdrift,340,2094,5,SUV,5,Personbil,2100,559000
3037,342180463,2021,33000,Automat,Elektrisitet,Bakhjulsdrift,204,2114,5,SUV,4,Personbil,1000,369000
3038,342180029,2021,50759,Automat,Diesel,Firehjulsdrift,150,1881,3,Kasse,5,Varebil,2500,469750
3039,342179043,2021,28841,Automat,Hybrid,Forhjulsdrift,116,1090,5,KombiFemdørs,4,Personbil,450,259900
3040,342179040,2021,54000,Automat,Diesel,Firehjulsdrift,190,2253,2,Pickup,4,Varebil,3500,457000
3041,342178957,2021,37007,Automat,Hybrid,Forhjulsdrift,225,1770,5,SUV,5,Personbil,1300,299000
3042,342178229,2021,66700,Automat,Elektrisitet,Bakhjulsdrift,286,2185,5,SUV,5,Personbil,750,419000
3043,342177958,2021,40900,Automat,Hybrid,Firehjulsdrift,220,1745,5,SUV,5,Personbil,750,358500
3044,342177600,2021,34900,Automat,Elektrisitet,Bakhjulsdrift,204,2109,5,SUV,5,Personbil,1000,365000
3045,342177209,2021,44747,Automat,Hybrid,Firehjulsdrift,390,2094,5,SUV,5,Personbil,2100,579000
3046,342176920,2021,67000,Automat,Elektrisitet,Bakhjulsdrift,204,2175,5,SUV,5,Personbil,1000,359000
3047,342176762,2021,36700,Automat,Elektrisitet,Firehjulsdrift,408,2198,5,KombiFemdørs,5,Personbil,1500,429000
3048,342176475,2021,27468,Automat,Elektrisitet,Firehjulsdrift,408,2198,5,KombiFemdørs,5,Personbil,1500,429000
3049,342176273,2021,49800,Automat,Diesel,Firehjulsdrift,190,2180,3,Kasse,5,Varebil,2500,519000
3050,342175734,2021,48380,Automat,Hybrid,Firehjulsdrift,462,2252,7,SUV,5,Personbil,2400,699129
3051,342175461,2021,83660,Automat,Diesel,Firehjulsdrift,163,2010,2,Pickup,5,Varebil,3500,529950
3052,342174800,2021,40307,Automat,Hybrid,Firehjulsdrift,306,1895,5,SUV,5,Personbil,1500,490000
3053,342174724,2021,144000,Automat,Diesel,Firehjulsdrift,150,1881,3,Kasse,4,Varebil,2500,369000
3054,342174475,2021,70000,Automat,Hybrid,Forhjulsdrift,265,1560,5,KombiFemdørs,5,Personbil,1400,359000
3055,342173164,2021,38221,Automat,Hybrid,Forhjulsdrift,245,1549,5,KombiFemdørs,5,Personbil,1500,349900
3056,342173082,2021,42500,Automat,Elektrisitet,Forhjulsdrift,177,1800,2,Kasse,5,Varebil,400,279900
3057,342171381,2021,78667,Automat,Diesel,Forhjulsdrift,130,1397,3,Kasse,5,Varebil,1350,229000
3058,342171386,2021,77000,Manuell,Diesel,Forhjulsdrift,130,1941,3,Kasse,4,Varebil,2500,298000
3059,342170750,2021,75203,Automat,Hybrid,Firehjulsdrift,457,2466,7,SUV,4,Personbil,2500,688900
3060,342170660,2021,35120,Automat,Diesel,Forhjulsdrift,150,1398,5,Stasjonsvogn,4,Personbil,1600,329000
3061,342170375,2021,53587,Automat,Hybrid,Forhjulsdrift,184,1370,5,Stasjonsvogn,5,Personbil,750,339000
3062,342170038,2021,97043,Automat,Diesel,Forhjulsdrift,150,1398,5,Stasjonsvogn,4,Personbil,1600,299000
3063,342168714,2021,53000,Automat,Elektrisitet,Firehjulsdrift,408,2188,5,SUV,5,Personbil,1500,469000
3064,342168573,2021,87000,Automat,Elektrisitet,Firehjulsdrift,400,2169,5,SUV,5,Personbil,750,399000
3065,342168318,2021,43445,Automat,Hybrid,Firehjulsdrift,457,2466,7,SUV,5,Personbil,2500,769900
3066,342168007,2021,35000,Automat,Elektrisitet,Bakhjulsdrift,204,2123,5,SUV,5,Personbil,1000,379000
3067,342167287,2021,49462,Automat,Hybrid,Firehjulsdrift,306,1895,5,SUV,5,Personbil,1500,479000
3068,342166502,2021,52739,Automat,Hybrid,Firehjulsdrift,222,1645,5,SUV,5,Personbil,1650,399000
3069,342164784,2021,41000,Automat,Diesel,Firehjulsdrift,150,1881,3,Kasse,4,Varebil,2500,459000
3070,342164845,2021,45644,Automat,Diesel,Firehjulsdrift,150,1881,3,Kasse,4,Varebil,2500,479000
3071,342164858,2021,17051,Automat,Elektrisitet,Forhjulsdrift,136,1685,5,KombiFemdørs,5,Personbil,300,189900
3072,342164721,2021,83000,Automat,Diesel,Bakhjulsdrift,163,2819,3,Kasse,4,Varebil,3500,569000
3073,342163959,2021,20680,Automat,Hybrid,Forhjulsdrift,262,1737,5,SUV,5,Personbil,1800,409000
3074,342163363,2021,64544,Automat,Hybrid,Firehjulsdrift,340,2169,5,SUV,5,Personbil,2100,529000
3075,342162080,2021,46900,Automat,Hybrid,Firehjulsdrift,306,1895,5,SUV,5,Personbil,1500,488000
3076,342161613,2021,58995,Automat,Hybrid,Firehjulsdrift,306,1895,5,SUV,5,Personbil,1500,543000
3077,342161454,2021,36694,Automat,Hybrid,Forhjulsdrift,122,1285,5,KombiFemdørs,4,Personbil,750,279900
3078,342161361,2021,59700,Automat,Hybrid,Firehjulsdrift,476,2516,5,SUV,5,Personbil,3500,899000
3079,342161201,2021,48006,Manuell,Diesel,Forhjulsdrift,131,1426,3,Kasse,5,Varebil,1200,249000
