,Finnkode,Specifications
642,337468599,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""158 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""23 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""14.12.2004"", ""Farge"": ""S\u00f8lv"", ""Interi\u00f8rfarge"": ""sort stoff"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""82 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 250 kg"", ""CO2-utslipp"": ""128 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL99257"", ""Chassis nr. (VIN)"": ""WDD1690061J064706"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Neste frist for EU-kontroll"": ""28.09.2024""}"
643,336791766,"{""Modell\u00e5r"": ""1995"", ""Kilometer"": ""347 263 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""21 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""31.05.1995"", ""Farge"": ""Gr\u00f8nn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""170 Hk"", ""Sylindervolum"": ""2,4 l"", ""Vekt"": ""1 455 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DH53948"", ""Chassis nr. (VIN)"": ""YV1LW5506S2157376"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Sist EU-godkjent"": ""10.01.2024""}"
644,337444147,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""136 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""22 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""20.09.2006"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 381 kg"", ""CO2-utslipp"": ""129 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RJ61645"", ""Chassis nr. (VIN)"": ""VF33C9HXC84731963"", ""Maksimal tilhengervekt"": ""1 360 kg""}"
645,337440208,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""278 900 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""23 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""09.11.2010"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Safirsort"", ""Interi\u00f8rfarge"": ""Sort"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 645 kg"", ""CO2-utslipp"": ""139 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DN51922"", ""Chassis nr. (VIN)"": ""WF0GXXGBBGAR89508"", ""Maksimal tilhengervekt"": ""1 800 kg"", ""Neste frist for EU-kontroll"": ""18.12.2025""}"
646,329841623,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""185 723 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""20 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""19.05.2008"", ""Farge"": ""Bl\u00e5"", ""Fargebeskrivelse"": ""M\u00f8rk bl\u00e5"", ""Interi\u00f8rfarge"": ""M\u00f8rk gr\u00e5/sort"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""69 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 089 kg"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR66852"", ""Chassis nr. (VIN)"": ""WVWZZZ9NZ8B047452"", ""Maksimal tilhengervekt"": ""800 kg"", ""Sist EU-godkjent"": ""28.02.2022"", ""Neste frist for EU-kontroll"": ""28.02.2024""}"
647,337316677,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""321 250 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""20 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""05.05.2009"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""Svart gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""110 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 730 kg"", ""CO2-utslipp"": ""159 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""JD52019"", ""Chassis nr. (VIN)"": ""W0LGM87H891059042"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Sist EU-godkjent"": ""25.05.2023"", ""Neste frist for EU-kontroll"": ""25.05.2025""}"
648,337282474,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""203 585 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 231 kr (avgifter)"", ""Pris eks omreg"": ""20 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""30.04.2004"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 341 kg"", ""Antall seter"": ""2"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""RJ33220"", ""Chassis nr. (VIN)"": ""WV1ZZZ2KZ4X015050"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Neste frist for EU-kontroll"": ""31.10.2024""}"
649,337208088,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""266 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""21 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""29.09.2009"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 596 kg"", ""CO2-utslipp"": ""159 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH65420"", ""Chassis nr. (VIN)"": ""WVWZZZ3CZAE033764"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Neste frist for EU-kontroll"": ""31.10.2023""}"
650,337072546,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""214 551 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""23 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""11.09.2008"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""Sort"", ""Effekt"": ""110 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 610 kg"", ""CO2-utslipp"": ""162 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL96540"", ""Chassis nr. (VIN)"": ""JMZCR19T680312470"", ""Maksimal tilhengervekt"": ""1 400 kg""}"
651,336863659,"{""Modell\u00e5r"": ""1977"", ""Kilometer"": ""40 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""Farge"": ""Oransje"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Sylindervolum"": ""5 l"", ""Antall seter"": ""6"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""Ra23203"", ""Sist EU-godkjent"": ""16.04.2014""}"
652,336705388,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""203 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""23 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.07.2006"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""102 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 330 kg"", ""CO2-utslipp"": ""178 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AE14302"", ""Chassis nr. (VIN)"": ""WVWZZZ1KZ7W015501"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
653,335791344,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""163 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""22 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""03.04.2006"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""68 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 123 kg"", ""CO2-utslipp"": ""115 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HB65720"", ""Chassis nr. (VIN)"": ""VF7FC8HZC28642945"", ""Maksimal tilhengervekt"": ""1 160 kg"", ""Neste frist for EU-kontroll"": ""24.08.2024""}"
654,336571247,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""273 443 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""20 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""13.02.2007"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 357 kg"", ""CO2-utslipp"": ""127 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""9"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR44057"", ""Chassis nr. (VIN)"": ""WF05XXGCD56R42490"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Sist EU-godkjent"": ""08.09.2023"", ""Neste frist for EU-kontroll"": ""09.09.2025""}"
655,297536862,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""251 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""20 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""13.09.2005"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""M\u00f8rk bl\u00e5"", ""Interi\u00f8rfarge"": ""Svart"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Hjuldriftnavn"": ""RWD"", ""Effekt"": ""163 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 530 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""11"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL21537"", ""Chassis nr. (VIN)"": ""WDB2110421A562304"", ""Sist EU-godkjent"": ""21.11.2022"", ""Neste frist for EU-kontroll"": ""30.11.2024""}"
656,326957729,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""322 404 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""23 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""03.08.2006"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Firehjulsdrift"", ""Hjuldriftnavn"": ""4X4"", ""Effekt"": ""136 Hk"", ""Sylindervolum"": ""2,2 l"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HS90877"", ""Chassis nr. (VIN)"": ""JN1TENT30U0312172"", ""Neste frist for EU-kontroll"": ""11.10.2024""}"
657,305250207,"{""Modell\u00e5r"": ""1990"", ""Kilometer"": ""0 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Antall seter"": ""1"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Chassis nr. (VIN)"": ""RPS13300116XXXXXX""}"
658,335788966,"{""Modell\u00e5r"": ""2000"", ""Kilometer"": ""161 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""24.10.2000"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""86 Hk"", ""Sylindervolum"": ""1,3 l"", ""Vekt"": ""1 000 kg"", ""CO2-utslipp"": ""167 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AR80134"", ""Chassis nr. (VIN)"": ""JTDKW223X00116624"", ""Maksimal tilhengervekt"": ""900 kg"", ""Neste frist for EU-kontroll"": ""24.04.2024""}"
659,335617442,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""180 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""23 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""13.02.2008"", ""Farge"": ""Gr\u00e5"", ""Fargebeskrivelse"": ""Metallic gr\u00e5"", ""Interi\u00f8rfarge"": ""Beige"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""136 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 750 kg"", ""CO2-utslipp"": ""188 g/km"", ""Antall seter"": ""6"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""YE84525"", ""Chassis nr. (VIN)"": ""VF7EBRHRH13362229"", ""Maksimal tilhengervekt"": ""1 850 kg""}"
660,335611583,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""248 750 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 231 kr (avgifter)"", ""Pris eks omreg"": ""20 991 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""08.04.2008"", ""Farge"": ""Svart"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 670 kg"", ""CO2-utslipp"": ""175 g/km"", ""Antall seter"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""VF93187"", ""Chassis nr. (VIN)"": ""JMBLJNA8W8Z401450"", ""Maksimal tilhengervekt"": ""2 000 kg""}"
661,335420458,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""172 524 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""05.07.2008"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 557 kg"", ""CO2-utslipp"": ""156 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""TV77172"", ""Chassis nr. (VIN)"": ""WF0EXXGBBE8K68058"", ""Maksimal tilhengervekt"": ""1 800 kg"", ""Neste frist for EU-kontroll"": ""22.10.2023""}"
662,335323048,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""211 488 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""20 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""09.09.2009"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""Gr\u00e5 metallic"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 450 kg"", ""CO2-utslipp"": ""154 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR84391"", ""Chassis nr. (VIN)"": ""WAUZZZ8E45A473173"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Neste frist for EU-kontroll"": ""31.01.2025""}"
663,329322114,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""268 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""22 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.10.2006"", ""Farge"": ""Bl\u00e5"", ""Fargebeskrivelse"": ""Bl\u00e5 metallic"", ""Interi\u00f8rfarge"": ""Sort"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""129 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 295 kg"", ""CO2-utslipp"": ""172 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""LJ24430"", ""Chassis nr. (VIN)"": ""SB1ER56L00E161031"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Sist EU-godkjent"": ""05.09.2022"", ""Neste frist for EU-kontroll"": ""22.08.2024""}"
664,334938814,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""257 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.11.2013"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,5 l"", ""Vekt"": ""1 200 kg"", ""CO2-utslipp"": ""92 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""TF28424"", ""Chassis nr. (VIN)"": ""SJNTCAE12U1006893"", ""Maksimal tilhengervekt"": ""450 kg"", ""Neste frist for EU-kontroll"": ""30.04.2023""}"
665,334713337,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""290 806 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.02.2007"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""131 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 575 kg"", ""CO2-utslipp"": ""161 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Annet"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RJ67992"", ""Chassis nr. (VIN)"": ""WAUZZZ4B14N041272"", ""Maksimal tilhengervekt"": ""1 600 kg""}"
666,334670410,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""257 317 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""20 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""30.05.2007"", ""Farge"": ""Bl\u00e5"", ""Fargebeskrivelse"": ""Midnight blue"", ""Interi\u00f8rfarge"": ""Beige skinn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 475 kg"", ""CO2-utslipp"": ""151 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""LY63680"", ""Chassis nr. (VIN)"": ""WAUZZZ8P27A214346"", ""Maksimal tilhengervekt"": ""1 400 kg"", ""Sist EU-godkjent"": ""16.09.2021"", ""Neste frist for EU-kontroll"": ""31.10.2023""}"
667,334655950,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""206 582 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""19 900 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""04.02.2008"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""Gr\u00e5 metallic"", ""Interi\u00f8rfarge"": ""Gr\u00e5 skinn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2,8 l"", ""Vekt"": ""2 135 kg"", ""CO2-utslipp"": ""225 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SD41000"", ""Chassis nr. (VIN)"": ""1C8GYB1565Y558892"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Sist EU-godkjent"": ""10.12.2021"", ""Neste frist for EU-kontroll"": ""10.03.2022""}"
668,333118599,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""193 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""20 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""21.12.2006"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2,2 l"", ""Vekt"": ""1 980 kg"", ""CO2-utslipp"": ""212 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PP67535"", ""Chassis nr. (VIN)"": ""KMHSH81WP7U129633"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Sist EU-godkjent"": ""31.05.2023"", ""Neste frist for EU-kontroll"": ""23.04.2025""}"
