Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,1. gang registrert,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2-utslipp,Antall seter,Karosseri,Antall dører,Antall eiere,Bilen står i,Salgsform,Avgiftsklasse,Reg.nr.,Chassis nr. (VIN),Maksimal tilhengervekt
341946006,2016,67 276 km,Automat,Diesel,4 305 kr (avgifter),27.05.2016,Blå,Firehjulsdrift,150 Hk,2 l,1 641 kg,134 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,NF78912,WF0AXXWPMAGG46488,2 100 kg
341929026,2016,69 900 km,Automat,Bensin,4 305 kr (avgifter),21.03.2016,Rød,Firehjulsdrift,150 Hk,2 l,1 324 kg,146 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,SD79772,JMZDKFW7A20143488,1 200 kg
341860285,2016,73 600 km,Automat,El + Bensin,4 305 kr (avgifter),17.09.2015,Grå,Firehjulsdrift,442 Hk,3 l,2 390 kg,84 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,LY78485,WDC1660631A631331,2 000 kg
341859857,2016,186 000 km,Manuell,Diesel,1 476 kr (avgifter),23.03.2016,Oransje,Forhjulsdrift,102 Hk,2 l,1 779 kg,162 g/km,3,Kasse,6,1,Norge,Bruktbil til salgs,Varebil,PR35425,WV1ZZZ7HZGH103802,2 200 kg
341814440,2016,63 100 km,Automat,Elektrisitet,3 074 kr (avgifter),30.09.2015,Hvit,Bakhjulsdrift,168 Hk,0 l,1 195 kg,0 g/km,4,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,EL78058,WBY1Z21080V309589,0 kg
341787901,2016,170 081 km,Automat,Bensin,4 305 kr (avgifter),29.01.2016,Svart,Firehjulsdrift,180 Hk,1.8 l,1 375 kg,154 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,CV79711,TMBLD9NE1G0162935,1 600 kg
341612723,2016,241 200 km,Automat,Bensin,4 305 kr (avgifter),27.04.2016,Hvit,Forhjulsdrift,122 Hk,1.6 l,1 320 kg,124 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,DP95128,WDD1760421V128266,1 200 kg
341498723,2016,104 500 km,Automat,Diesel,4 305 kr (avgifter),11.08.2016,Svart,Firehjulsdrift,150 Hk,2 l,1 590 kg,128 g/km,7,Flerbruksbil,5,1,Norge,Bruktbil til salgs,Personbil,RL39511,WBA2E910X05A45883,1 600 kg
341453951,2016,94 500 km,Automat,Diesel,4 305 kr (avgifter),30.06.2016,Svart,Bakhjulsdrift,136 Hk,2.1 l,1 540 kg,119 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,CV81403,WDD2052071F392092,1 800 kg
341426469,2016,113 000 km,Automat,Diesel,4 305 kr (avgifter),14.04.2016,Rød,Firehjulsdrift,175 Hk,2.2 l,1 628 kg,144 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,VH78412,JMZKEN92800471661,2 000 kg
341380747,2016,89 330 km,Manuell,Diesel,1 476 kr (avgifter),15.12.2016,Hvit,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,DR30967,VF3VFAHKHGZ062277,2 500 kg
341357770,2016,144 500 km,Automat,Diesel,1 476 kr (avgifter),17.03.2016,Sølv,Firehjulsdrift,190 Hk,2.1 l,2 001 kg,174 g/km,3,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,KJ21804,WDF44760313141544,2 500 kg
341333158,2016,103 500 km,Automat,Bensin,4 305 kr (avgifter),30.11.2015,Grå,Forhjulsdrift,122 Hk,1.6 l,1 385 kg,132 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,RK95389,WDD1179421N208686,1 200 kg
341326854,2016,129 500 km,Automat,Bensin,4 305 kr (avgifter),09.03.2016,Grå,Firehjulsdrift,192 Hk,2 l,1 540 kg,146 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,BT41528,WBAHS910XG5E69402,2 000 kg
341325971,2016,107 522 km,Automat,El + Bensin,4 305 kr (avgifter),01.07.2016,Bronse,Forhjulsdrift,136 Hk,1.8 l,1 370 kg,82 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,BT52506,SB1MS3JEX0E244608,385 kg
341303307,2016,66 170 km,Automat,Diesel,1 476 kr (avgifter),21.12.2016,Hvit,Forhjulsdrift,99 Hk,1.6 l,1 333 kg,108 g/km,3,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,BT55069,VF37BBHYMGJ858529,1 250 kg
341301107,2016,88 800 km,Automat,El + Bensin,4 305 kr (avgifter),15.06.2016,Hvit,Forhjulsdrift,204 Hk,1.4 l,1 524 kg,37 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,KT92447,WVWZZZAUZGW817446,1 500 kg
341279563,2016,95 000 km,Automat,Bensin,4 305 kr (avgifter),08.10.2015,Svart,Bakhjulsdrift,136 Hk,1.5 l,1 425 kg,126 g/km,5,Sedan,4,2,Norge,Bruktbil til salgs,Personbil,RK92992,WBA8E3100GK491251,1 300 kg
341276340,2016,108 489 km,Automat,Bensin,4 305 kr (avgifter),06.01.2016,Svart,Forhjulsdrift,190 Hk,2 l,1 693 kg,144 g/km,5,Stasjonsvogn,4,2,Norge,Bruktbil til salgs,Personbil,KT91085,YV1BW41L0G1364500,1 600 kg
341274988,2016,202 000 km,Automat,El + Bensin,4 305 kr (avgifter),07.09.2015,Hvit,Bakhjulsdrift,279 Hk,2 l,1 765 kg,53 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,BT58267,WDD2052471F263065,1 600 kg
341274293,2016,129 219 km,Automat,El + Bensin,4 305 kr (avgifter),31.03.2016,Sølv,Bakhjulsdrift,223 Hk,2.5 l,1 620 kg,107 g/km,5,Sedan,4,2,Norge,Bruktbil til salgs,Personbil,RK98692,JTHBH5D2405051612,750 kg
341268959,2016,164 000 km,Automat,Diesel,1 476 kr (avgifter),28.04.2016,Blå,Firehjulsdrift,190 Hk,2.1 l,2 111 kg,177 g/km,3,Kasse,4,2,Norge,Bruktbil til salgs,Varebil,AY30823,WDF44760113146995,2 500 kg
341257326,2016,230 038 km,Automat,Diesel,4 305 kr (avgifter),16.12.2015,Grå,Firehjulsdrift,150 Hk,2 l,1 641 kg,140 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,NF76529,WF0AXXWPMAFJ47665,2 100 kg
341259375,2016,114 032 km,Automat,Diesel,4 305 kr (avgifter),12.02.2016,Grå,Forhjulsdrift,136 Hk,1.6 l,1 279 kg,119 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,FT52607,W0LBE6EG5GG047415,1 500 kg
341231053,2016,49 500 km,Automat,Diesel,4 305 kr (avgifter),17.11.2016,Brun,Forhjulsdrift,130 Hk,1.6 l,1 461 kg,122 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,KB46336,SJNFDAJ11U1843283,1 400 kg
341222326,2016,131 000 km,Automat,Diesel,4 305 kr (avgifter),28.04.2016,Svart,Forhjulsdrift,136 Hk,1.6 l,1 279 kg,119 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,NF78518,W0LBE6EG3GG042553,1 500 kg
341197460,2016,180 000 km,Automat,Diesel,1 476 kr (avgifter),30.11.2015,Hvit,Firehjulsdrift,136 Hk,2.1 l,2 111 kg,177 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,RK95266,WDF44760313103220,2 500 kg
340844194,2016,47 850 km,Automat,Diesel,1 476 kr (avgifter),06.12.2016,Grå,Forhjulsdrift,99 Hk,1.6 l,1 411 kg,108 g/km,3,Kasse,4,2,Norge,Bruktbil til salgs,Varebil,SV76785,VF37FBHYMGJ730990,1 200 kg
341176944,2016,144 500 km,Automat,Bensin,4 672 kr (avgifter),25.08.2015,Grå,Forhjulsdrift,110 Hk,1.2 l,1 176 kg,112 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,BT30174,WVWZZZAUZGW045792,1 300 kg
