Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,1. gang registrert,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2-utslipp,Antall seter,Karosseri,Antall dører,Antall eiere,Bilen står i,Salgsform,Avgiftsklasse,Reg.nr.,Chassis nr. (VIN),Maksimal tilhengervekt
329596447,2016,257 000 km,Manuell,Diesel,4 147 kr (avgifter),09.10.2015,Svart,Firehjulsdrift,200 Hk,2 l,1 385 kg,125 g/km,5,Kombi 5-dørs,5,9,Norge,Bruktbil til salgs,Personbil,ZA16443,WAUZZZ8V4GA044635,1 800 kg
326042334,2016,77 200 km,Manuell,Diesel,1 422 kr (avgifter),13.09.2016,Hvit,Firehjulsdrift,99 Hk,1.6 l,1 484 kg,119 g/km,3,Kasse,5,3,Norge,Bruktbil til salgs,Varebil,UR96279,VF37FBHY6GJ647839,1 230 kg
321650085,2013,193 428 km,Automat,Diesel,4 147 kr (avgifter),11.01.2013,Grå,Firehjulsdrift,163 Hk,2 l,1 670 kg,156 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,KH88706,WAUZZZ8K9DA176291,1 900 kg
341974072,2013,185 000 km,Automat,Diesel,1 476 kr (avgifter),25.04.2013,Svart,Firehjulsdrift,179 Hk,2 l,1 903 kg,219 g/km,3,Kasse,4,4,Norge,Bruktbil til salgs,Varebil,DP25664,WV1ZZZ7HZDH110862,2 500 kg
342470886,2015,157 078 km,Manuell,Bensin,4 305 kr (avgifter),16.03.2015,Svart,Firehjulsdrift,140 Hk,1.4 l,1 370 kg,149 g/km,5,SUV/Offroad,4,1,Norge,Bruktbil til salgs,Personbil,BT20781,W0LJD7E82FB088335,1 200 kg
330228295,2014,348 363 km,Automat,Diesel,4 147 kr (avgifter),07.05.2014,Sølv,Bakhjulsdrift,136 Hk,2.1 l,1 660 kg,127 g/km,5,Sedan,4,11,Norge,Bruktbil til salgs,Personbil,DP49399,WDD2120051A920816,1 900 kg
338179767,2011,165 000 km,Automat,Diesel,1 845 kr (avgifter),20.01.2011,Hvit,Bakhjulsdrift,163 Hk,2 l,1 700 kg,137 g/km,5,Sedan,4,6,Norge,Bruktbil til salgs,Personbil,FT34378,WBAFW11000C652979,2 000 kg
340450726,2015,115 300 km,Automat,Diesel,4 305 kr (avgifter),28.08.2015,Svart,Bakhjulsdrift,116 Hk,1.5 l,1 350 kg,103 g/km,5,Kombi 5-dørs,4,4,Norge,Bruktbil til salgs,Personbil,SV64927,WBA1V7107GV259592,1 500 kg
340390010,2010,178 000 km,Automat,Diesel,1 845 kr (avgifter),09.07.2012,Grå,Firehjulsdrift,170 Hk,2.1 l,1 770 kg,176 g/km,5,SUV/Offroad,5,4,Norge,Bruktbil til salgs,Personbil,SV29274,WDC2049841F585154,2 000 kg
338113309,2021,40 000 km,Manuell,Diesel,2 336 kr (avgifter),08.09.2021,Hvit,Forhjulsdrift,95 Hk,1.5 l,1 304 kg,134 g/km,2,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Varebil,DR97537,VF1RJK00667571376,1 200 kg
252721980,2007,331 000 km,Automat,Diesel,1 729 kr (avgifter),19.02.2007,Svart,Firehjulsdrift,150 Hk,2.1 l,1 820 kg,270 g/km,7,Kasse,5,5,Norge,Bruktbil til salgs,Personbil,BR45099,WDF63981313301199,2 000 kg
341937176,2008,285 000 km,Automat,Diesel,1 845 kr (avgifter),03.01.2008,Svart,Forhjulsdrift,140 Hk,2 l,1 489 kg,160 g/km,5,Stasjonsvogn,4,11,Norge,Bruktbil til salgs,Personbil,AE19954,WVWZZZ1KZ8M345124,1 500 kg
342652069,2009,262 234 km,Manuell,Diesel,1 845 kr (avgifter),13.05.2009,Svart,Firehjulsdrift,147 Hk,2 l,1 550 kg,170 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,YN54889,JF1SHDLZ39G054692,2 000 kg
342550811,2007,180 000 km,Manuell,Bensin,1 845 kr (avgifter),15.05.2009,Hvit,Forhjulsdrift,97 Hk,1.4 l,1 220 kg,163 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,UF41897,SB1KM56E30F001626,1 000 kg
342359181,2007,203 560 km,Manuell,Diesel,1 845 kr (avgifter),27.12.2007,Blå,Forhjulsdrift,90 Hk,1.6 l,1 311 kg,124 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,AX95975,WF0WXXGCDW7L05777,1 200 kg
342346411,2009,296 292 km,Manuell,Diesel,1 845 kr (avgifter),14.11.2008,Blå,Forhjulsdrift,105 Hk,1.9 l,1 477 kg,137 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,SU68717,WVWZZZ3CZ9E056162,1 200 kg
342262447,2009,224 386 km,Manuell,Bensin,1 845 kr (avgifter),29.08.2008,Sølv,Forhjulsdrift,122 Hk,1.4 l,1 385 kg,149 g/km,5,Stasjonsvogn,4,9,Norge,Bruktbil til salgs,Personbil,KH59465,WVWZZZ1KZ9M257629,1 300 kg
341696831,2008,350 000 km,Manuell,Diesel,1 845 kr (avgifter),13.05.2008,Svart,Firehjulsdrift,140 Hk,2 l,1 609 kg,182 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,AJ66792,WVWZZZ3CZ8E124760,2 000 kg
341671593,2009,326 000 km,Automat,Diesel,Fritatt (avgifter),28.06.2019,Rød,Forhjulsdrift,140 Hk,2 l,1 597 kg,187 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,DR68711,WF0GXXGBBG9B89415,2 000 kg
341588538,2008,380 000 km,Automat,Diesel,1 845 kr (avgifter),19.06.2008,Svart,Forhjulsdrift,140 Hk,2 l,1 760 kg,196 g/km,7,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,DL93773,WF0MXXGBWM8C31756,1 750 kg
336706574,2008,433 000 km,Manuell,Diesel,1 845 kr (avgifter),14.01.2008,Rød,Forhjulsdrift,90 Hk,1.9 l,1 326 kg,132 g/km,5,Kombi 5-dørs,4,14,Norge,Bruktbil til salgs,Personbil,YT66397,WVWZZZ1KZ8W194371,1 400 kg
334776817,2009,252 000 km,Manuell,Diesel,1 845 kr (avgifter),27.02.2009,Grå,Firehjulsdrift,147 Hk,2 l,1 550 kg,170 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,HS95569,JF1SHDLZ39G051754,2 000 kg
341979989,2007,202 747 km,Manuell,Diesel,1 845 kr (avgifter),30.08.2007,Svart,Forhjulsdrift,109 Hk,1.6 l,1 341 kg,132 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,SU51191,YV1MW765272317269,1 300 kg
342651616,2008,104 627 km,Manuell,Bensin,3 074 kr (avgifter),30.07.2008,Rød,Firehjulsdrift,91 Hk,1.3 l,1 060 kg,151 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,NV59412,JSAEZD11S00452744,1 000 kg
342561995,2007,122 000 km,Manuell,Bensin,3 074 kr (avgifter),30.04.2007,Grå,Forhjulsdrift,95 Hk,1.3 l,975 kg,143 g/km,5,Sedan,4,4,Norge,Bruktbil til salgs,Personbil,AE17117,XMCXNZ34A7F018917,1 000 kg
342451727,2008,153 000 km,Manuell,Bensin,1 845 kr (avgifter),06.02.2008,Sølv,Forhjulsdrift,95 Hk,1.3 l,1 050 kg,143 g/km,5,Kombi 5-dørs,4,12,Norge,Bruktbil til salgs,Personbil,AA54900,XMCXNZ34A8F025165,1 000 kg
322172031,2007,360 000 km,Automat,Diesel,1 777 kr (avgifter),21.02.2007,Grå,Forhjulsdrift,140 Hk,2 l,1 470 kg,164 g/km,5,Sedan,4,4,Norge,Bruktbil til salgs,Personbil,HJ80580,WAUZZZ8E07A180552,1 600 kg
342271755,2008,235 000 km,Manuell,Bensin,1 845 kr (avgifter),01.10.2008,Rød,Bakhjulsdrift,143 Hk,2 l,1 275 kg,140 g/km,5,Kombi 5-dørs,5,9,Norge,Bruktbil til salgs,Personbil,CF49006,WBAUE51050PZ23352,1 200 kg
342227204,2008,254 260 km,Manuell,Diesel,1 845 kr (avgifter),27.05.2008,Sølv,Forhjulsdrift,105 Hk,1.9 l,1 552 kg,137 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,SU63672,WVWZZZ3CZ8E217418,1 200 kg
342098744,2008,224 488 km,Automat,Diesel,1 845 kr (avgifter),30.10.2008,Svart,Forhjulsdrift,140 Hk,2 l,1 597 kg,189 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,AE22549,WF0GXXGBBG8L57594,2 000 kg
342059621,2009,342 000 km,Manuell,Diesel,1 845 kr (avgifter),03.10.2011,Svart,Firehjulsdrift,140 Hk,2 l,1 596 kg,169 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,KZ58882,WVWZZZ3CZ9E048332,2 000 kg
342044587,2007,237 400 km,Manuell,Diesel,1 845 kr (avgifter),26.01.2007,Sølv,Forhjulsdrift,120 Hk,1.9 l,1 520 kg,149 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,BR43662,YS3FF56V271114975,1 500 kg
341982262,2008,262 200 km,Manuell,Diesel,Ikke oppgitt (avgifter),25.10.2007,Svart,Forhjulsdrift,105 Hk,1.9 l,1 552 kg,137 g/km,5,Stasjonsvogn,5,6,Norge,Bruktbil til salgs,Personbil,PP73605,WVWZZZ3CZ8E093513,1 200 kg
341910582,2008,231 720 km,Manuell,Diesel,1 845 kr (avgifter),17.10.2008,Svart,Forhjulsdrift,126 Hk,2 l,1 465 kg,155 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,DN10338,SB1ED56L00E096552,1 300 kg
341693367,2008,241 598 km,Manuell,Diesel,Fritatt (avgifter),29.10.2007,Svart,Forhjulsdrift,105 Hk,1.9 l,1 497 kg,136 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,DL76814,WVWZZZ3CZ8P054813,1 200 kg
339319930,2008,222 000 km,Manuell,Diesel,1 845 kr (avgifter),21.11.2008,Sølv,Forhjulsdrift,126 Hk,2 l,1 465 kg,155 g/km,5,Stasjonsvogn,4,6,Norge,Bruktbil til salgs,Personbil,DN11880,SB1ED56L10E081977,1 300 kg
339777068,2009,223 944 km,Manuell,Diesel,1 845 kr (avgifter),25.02.2009,Sølv,Forhjulsdrift,90 Hk,1.4 l,1 280 kg,130 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,RJ94554,SB1KC56E30F042955,1 000 kg
334600070,2007,264 000 km,Automat,Diesel,1 845 kr (avgifter),03.01.2007,Blå,Forhjulsdrift,140 Hk,2 l,1 532 kg,174 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,BD51505,WVWZZZ3CZ7E127193,1 800 kg
342611203,2007,410 000 km,Manuell,Diesel,1 231 kr (avgifter),27.08.2007,Sølv,Firehjulsdrift,117 Hk,2.5 l,2 030 kg,246 g/km,3,Kasse,6,4,Norge,Bruktbil til salgs,Varebil,CV48150,JT121JK2800016134,2 000 kg
342560645,2008,192 000 km,Automat,Diesel,1 845 kr (avgifter),25.02.2008,Grå,Bakhjulsdrift,136 Hk,2.1 l,1 615 kg,176 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,DL83797,WDD2042071F127941,1 800 kg
342557318,2007,205 000 km,Manuell,Diesel,1 845 kr (avgifter),19.01.2007,Svart,Firehjulsdrift,140 Hk,2 l,1 684 kg,177 g/km,5,Stasjonsvogn,5,6,Norge,Bruktbil til salgs,Personbil,DL56490,WVWZZZ3CZ7E113491,2 000 kg
342300639,2009,222 197 km,Manuell,Diesel,1 845 kr (avgifter),13.11.2008,Svart,Firehjulsdrift,147 Hk,2 l,1 550 kg,170 g/km,5,SUV/Offroad,5,5,Norge,Bruktbil til salgs,Personbil,RJ92112,JF1SHDLZ39G042793,2 000 kg
342196487,2009,197 735 km,Manuell,Bensin,1 845 kr (avgifter),03.07.2008,Grå,Forhjulsdrift,160 Hk,1.8 l,1 410 kg,169 g/km,5,Sedan,4,2,Norge,Bruktbil til salgs,Personbil,SU64704,WAUZZZ8K09N006031,1 300 kg
341181886,2007,230 000 km,Automat,Diesel,1 845 kr (avgifter),28.08.2007,Rød,Forhjulsdrift,105 Hk,1.9 l,1 360 kg,148 g/km,5,Stasjonsvogn,5,16,Norge,Bruktbil til salgs,Personbil,RK27521,WAUZZZ8P88A034550,1 400 kg
326431092,2007,253 582 km,Manuell,Diesel,1 845 kr (avgifter),02.05.2007,Svart,Forhjulsdrift,77 Hk,1.9 l,1 530 kg,156 g/km,5,Flerbruksbil,5,8,Norge,Bruktbil til salgs,Personbil,UF34602,WVGZZZ1TZ7W032200,1 500 kg
341625146,2008,353 401 km,Manuell,Diesel,1 845 kr (avgifter),19.02.2008,Svart,Firehjulsdrift,140 Hk,2 l,1 605 kg,173 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,KH55224,TMBKE61Z388018757,1 600 kg
325935653,2008,162 000 km,Manuell,Diesel,1 777 kr (avgifter),10.01.2008,Rød,Forhjulsdrift,105 Hk,1.9 l,1 326 kg,135 g/km,5,Kombi 5-dørs,4,5,Norge,Bruktbil til salgs,Personbil,PP75156,WVWZZZ1KZ8W191123,1 400 kg
311247305,2009,248 000 km,Manuell,Diesel,1 777 kr (avgifter),17.08.2009,Sølv,Forhjulsdrift,90 Hk,1.6 l,1 386 kg,119 g/km,5,Stasjonsvogn,4,6,Norge,Bruktbil til salgs,Personbil,DN23874,WF0SXXGCDS9A27938,1 200 kg
342645245,2009,213 443 km,Automat,Diesel,1 845 kr (avgifter),08.07.2010,Grå,Forhjulsdrift,140 Hk,2 l,1 696 kg,189 g/km,7,Flerbruksbil,5,3,Norge,Bruktbil til salgs,Personbil,NF43999,WF0SXXGBWS9C57301,1 750 kg
342564340,2007,205 000 km,Manuell,Diesel,3 074 kr (avgifter),08.05.2007,Oransje,Forhjulsdrift,80 Hk,1.4 l,1 130 kg,127 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,RJ70793,TMBCF65J373014712,1 000 kg
342556781,2009,187 km,Manuell,Diesel,1 845 kr (avgifter),20.08.2009,Svart,Forhjulsdrift,90 Hk,1.6 l,1 344 kg,128 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,DN23699,U5YFF52429L076411,1 400 kg
342525714,2007,193 600 km,Manuell,Diesel,Fritatt (avgifter),20.08.2015,Svart,Forhjulsdrift,106 Hk,1.5 l,1 335 kg,124 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,SV64498,VF1KMSEC638626637,1 250 kg
331035649,2008,280 200 km,Manuell,Diesel,1 777 kr (avgifter),23.10.2007,Sølv,Forhjulsdrift,105 Hk,1.9 l,1 326 kg,135 g/km,5,Sedan,4,6,Norge,Bruktbil til salgs,Personbil,BR54437,WVWZZZ1KZ8W123681,1 400 kg
342503061,2007,230 000 km,Manuell,Bensin,Fritatt (avgifter),16.05.2006,Sølv,Forhjulsdrift,102 Hk,1.6 l,1 347 kg,173 g/km,5,Coupe,2,3,Norge,Bruktbil til salgs,Personbil,DL37215,WAUZZZ8P16A003931,1 200 kg
342370390,2008,62 000 km,Manuell,Bensin,1 845 kr (avgifter),11.02.2009,Sølv,Forhjulsdrift,65 Hk,1.1 l,1 083 kg,119 g/km,5,Kombi 5-dørs,4,5,Norge,Bruktbil til salgs,Personbil,ZH25985,MALAN51BP8M038312,700 kg
342339381,2009,260 000 km,Manuell,Diesel,Ikke oppgitt (avgifter),11.02.2009,Svart,Firehjulsdrift,152 Hk,2.2 l,1 958 kg,194 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,BR75611,SALFA28C28H063916,2 000 kg
342067628,2007,195 000 km,Manuell,Diesel,Fritatt (avgifter),05.01.2007,Beige,Forhjulsdrift,109 Hk,1.6 l,1 517 kg,145 g/km,5,Stasjonsvogn,4,7,Norge,Bruktbil til salgs,Personbil,UR76915,VF7RE9HZC76768380,1 300 kg
333170257,2007,293 000 km,Manuell,Diesel,1 777 kr (avgifter),29.11.2007,Grå,Forhjulsdrift,105 Hk,1.9 l,1 539 kg,158 g/km,7,Flerbruksbil,5,4,Norge,Bruktbil til salgs,Personbil,JD48063,WVGZZZ1TZ7W090914,1 500 kg
339164684,2008,206 200 km,Manuell,Bensin,1 845 kr (avgifter),28.11.2007,Rød,Forhjulsdrift,83 Hk,1.3 l,1 165 kg,139 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,HJ82416,SHHFK17608U002037,1 200 kg
341490365,2007,290 000 km,Manuell,Diesel,1 845 kr (avgifter),17.01.2008,Rød,Firehjulsdrift,140 Hk,2.2 l,1 550 kg,173 g/km,5,SUV/Offroad,4,3,Norge,Bruktbil til salgs,Personbil,BR59033,SHSRE67507U041029,2 000 kg
342364465,2009,177 000 km,Manuell,Diesel,1 845 kr (avgifter),14.01.2009,Svart,Firehjulsdrift,129 Hk,1.9 l,1 590 kg,205 g/km,5,SUV/Offroad,5,6,Norge,Bruktbil til salgs,Personbil,LY66400,JSAJTD44V00220192,2 000 kg
342625661,2009,281 000 km,Manuell,Diesel,1 845 kr (avgifter),04.12.2009,Blå,Forhjulsdrift,116 Hk,2 l,1 501 kg,139 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,RA42439,WF0GXXGBBG9D03113,1 200 kg
342617358,2009,143 725 km,Automat,Diesel,1 845 kr (avgifter),08.02.2011,Grå,Bakhjulsdrift,109 Hk,2 l,1 395 kg,158 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,DN59005,WDD2452071J524465,1 500 kg
342077557,2007,118 000 km,Automat,Bensin,3 074 kr (avgifter),19.04.2007,Rød,Forhjulsdrift,80 Hk,1.2 l,1 085 kg,137 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,SU44754,W0L0SDL6874231926,800 kg
342604890,2008,182 932 km,Manuell,Diesel,1 845 kr (avgifter),11.09.2008,Blå,Forhjulsdrift,109 Hk,1.6 l,1 316 kg,119 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,TL25319,WF0SXXGCDS8E83058,1 300 kg
342578838,2008,210 750 km,Manuell,Diesel,1 845 kr (avgifter),25.10.2007,Blå,Forhjulsdrift,105 Hk,1.9 l,1 477 kg,154 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,UX55393,WVWZZZ3CZ8E081684,1 500 kg
341672382,2008,133 000 km,Manuell,Diesel,1 845 kr (avgifter),10.04.2008,Blå,Forhjulsdrift,90 Hk,1.9 l,1 251 kg,135 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,AS17826,WVWZZZ1KZ8W281702,1 400 kg
342571206,2009,244 172 km,Manuell,Diesel,1 845 kr (avgifter),16.04.2009,Svart,Bakhjulsdrift,136 Hk,2 l,1 505 kg,125 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,RJ95531,WBAUX11090A623562,1 600 kg
342351146,2007,414 200 km,Automat,Diesel,1 845 kr (avgifter),10.06.2009,Sølv,Forhjulsdrift,185 Hk,2.4 l,1 587 kg,193 g/km,5,Sedan,4,8,Norge,Bruktbil til salgs,Personbil,PD30790,YV1AS714071001523,2 000 kg
342345431,2007,150 000 km,Manuell,Bensin,Fritatt (avgifter),28.06.2007,Blå,Forhjulsdrift,64 Hk,1.2 l,1 091 kg,140 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,RJ72505,WVWZZZ9NZ7Y226402,800 kg
338475101,2007,282 000 km,Manuell,Diesel,1 845 kr (avgifter),17.10.2006,Grå,Firehjulsdrift,105 Hk,1.9 l,1 594 kg,159 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,PD20686,TMBKS61Z578013941,1 600 kg
341892213,2007,168 000 km,Manuell,Bensin,1 845 kr (avgifter),19.10.2006,Rød,Forhjulsdrift,102 Hk,1.6 l,1 208 kg,178 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,AA52641,WVWZZZ1KZ7W081300,1 200 kg
341877361,2008,262 171 km,Manuell,Diesel,Fritatt (avgifter),07.01.2008,Blå,Forhjulsdrift,90 Hk,1.4 l,1 055 kg,119 g/km,5,Sedan,4,7,Norge,Bruktbil til salgs,Personbil,SU56505,VNKKC96360A134759,1 050 kg
341807617,2009,288 548 km,Manuell,Diesel,1 845 kr (avgifter),23.07.2009,Sølv,Forhjulsdrift,140 Hk,2 l,1 720 kg,175 g/km,7,Flerbruksbil,5,6,Norge,Bruktbil til salgs,Personbil,YZ98877,JMBLJNA8W9Z400262,2 000 kg
323398134,2007,295 000 km,Manuell,Diesel,1 777 kr (avgifter),08.06.2007,Rød,Forhjulsdrift,105 Hk,1.9 l,1 251 kg,135 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,KH50150,WVWZZZ1KZ7W278990,1 400 kg
341660078,2007,243 000 km,Manuell,Diesel,1 845 kr (avgifter),22.06.2007,Blå,Forhjulsdrift,126 Hk,2.4 l,1 622 kg,172 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,SU46838,YV1SW814271673475,1 800 kg
318438959,2008,168 000 km,Manuell,Diesel,1 777 kr (avgifter),14.11.2008,Grå,Forhjulsdrift,90 Hk,1.4 l,1 055 kg,119 g/km,5,Kombi 5-dørs,4,4,Norge,Bruktbil til salgs,Personbil,RA41850,VNKKC96300A141710,1 050 kg
340930035,2008,287 000 km,Manuell,Diesel,1 845 kr (avgifter),24.10.2007,Grå,Forhjulsdrift,109 Hk,1.6 l,1 362 kg,129 g/km,4,Sedan,2,8,Norge,Bruktbil til salgs,Personbil,LJ29380,YV1MK765282058651,1 300 kg
342636808,2008,114 000 km,Manuell,Bensin,3 074 kr (avgifter),28.08.2008,Grå,Forhjulsdrift,80 Hk,1.2 l,1 159 kg,139 g/km,5,Kombi 5-dørs,4,7,Norge,Bruktbil til salgs,Personbil,RJ89098,W0L0SDL6884391391,850 kg
342497148,2007,224 000 km,Manuell,Diesel,1 845 kr (avgifter),15.02.2007,Grå,Forhjulsdrift,101 Hk,1.9 l,1 510 kg,157 g/km,5,Stasjonsvogn,4,9,Norge,Bruktbil til salgs,Personbil,PP69020,W0L0ZCF3571061401,1 400 kg
342491797,2007,165 000 km,Manuell,Bensin,3 074 kr (avgifter),22.05.2007,Sølv,Firehjulsdrift,91 Hk,1.3 l,1 135 kg,154 g/km,5,SUV/Offroad,4,6,Norge,Bruktbil til salgs,Personbil,TL24187,JSAEZD11S00155734,1 000 kg
342462950,2007,82 935 km,Manuell,Bensin,1 845 kr (avgifter),28.12.2007,Blå,Forhjulsdrift,80 Hk,1.2 l,1 085 kg,139 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,RJ80792,W0L0SDL6874401120,850 kg
342466392,2008,250 000 km,Manuell,Diesel,1 845 kr (avgifter),27.02.2008,Svart,Firehjulsdrift,140 Hk,2 l,1 770 kg,183 g/km,7,SUV/Offroad,4,6,Norge,Bruktbil til salgs,Personbil,LY65105,JMBXJCW8W8Z407017,2 000 kg
342235112,2007,119 000 km,Manuell,Bensin,1 845 kr (avgifter),29.03.2007,Blå,Forhjulsdrift,90 Hk,1.4 l,1 230 kg,146 g/km,5,Kombi 5-dørs,4,5,Norge,Bruktbil til salgs,Personbil,RJ68908,W0L0AHL4878037918,1 000 kg
342230986,2007,200 020 km,Manuell,Diesel,1 845 kr (avgifter),25.05.2011,Grå,Bakhjulsdrift,122 Hk,2 l,1 310 kg,150 g/km,5,Kombi 5-dørs,5,22,Norge,Bruktbil til salgs,Personbil,AY14706,WBAUG31070P062870,1 200 kg
341832363,2008,273 000 km,Automat,Diesel,Fritatt (avgifter),20.02.2008,Grå,Forhjulsdrift,140 Hk,2 l,1 489 kg,159 g/km,5,Stasjonsvogn,4,7,Norge,Bruktbil til salgs,Personbil,BR62494,WVWZZZ1KZ8M358941,1 500 kg
342136896,2007,201 000 km,Manuell,Diesel,Fritatt (avgifter),02.11.2007,Grå,Forhjulsdrift,90 Hk,1.4 l,1 055 kg,119 g/km,5,Kombi 5-dørs,4,8,Norge,Bruktbil til salgs,Personbil,SU53529,VNKKC96320A126030,1 050 kg
342147513,2007,170 075 km,Automat,Diesel,1 845 kr (avgifter),15.05.2007,Svart,Forhjulsdrift,82 Hk,2 l,1 370 kg,142 g/km,5,Kombi 5-dørs,4,12,Norge,Bruktbil til salgs,Personbil,DL61991,WDD1690061J471838,1 000 kg
342116897,2007,185 989 km,Manuell,Diesel,1 845 kr (avgifter),07.09.2007,Svart,Forhjulsdrift,90 Hk,1.6 l,1 277 kg,124 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,VX32586,WF05XXGCD57T13605,1 200 kg
342116426,2007,153 000 km,Manuell,Bensin,Fritatt (avgifter),05.07.2007,Sølv,Firehjulsdrift,91 Hk,1.3 l,1 135 kg,154 g/km,5,Kombi 5-dørs,4,11,Norge,Bruktbil til salgs,Personbil,HB67432,JSAEZD11S00158106,1 000 kg
342107804,2008,235 600 km,Automat,Diesel,1 845 kr (avgifter),13.12.2007,Gul,Forhjulsdrift,109 Hk,1.6 l,1 614 kg,150 g/km,7,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,VF92120,VF7UA9HZH45190373,1 180 kg
342098495,2007,178 000 km,Manuell,Diesel,1 845 kr (avgifter),12.06.2023,Beige,Forhjulsdrift,80 Hk,1.4 l,1 374 kg,135 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,UF94045,TMBMF65J475017112,1 000 kg
342094719,2008,307 000 km,Manuell,Diesel,1 845 kr (avgifter),06.11.2007,Svart,Forhjulsdrift,126 Hk,2 l,1 465 kg,155 g/km,5,Stasjonsvogn,4,8,Norge,Bruktbil til salgs,Personbil,VX32942,SB1ED56L00E059596,1 300 kg
342082282,2007,240 000 km,Manuell,Bensin,1 780 kr (avgifter),13.06.2007,Svart,Forhjulsdrift,140 Hk,1.8 l,1 137 kg,156 g/km,5,Sedan,4,1,Norge,Bruktbil til salgs,Personbil,RJ72361,SHHFK27607U034543,1 400 kg
342070752,2008,207 000 km,Manuell,Diesel,1 231 kr (avgifter),30.07.2008,Sølv,Forhjulsdrift,105 Hk,1.9 l,1 539 kg,167 g/km,2,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Varebil,KT75730,WV1ZZZ2KZ8X120081,1 500 kg
342036905,2007,248 500 km,Manuell,Diesel,1 845 kr (avgifter),18.09.2009,Svart,Firehjulsdrift,140 Hk,2 l,1 500 kg,176 g/km,5,Sedan,4,3,Norge,Bruktbil til salgs,Personbil,SU63753,WAUZZZ8EX7A041545,1 600 kg
341980595,2008,145 599 km,Manuell,Bensin,Fritatt (avgifter),05.08.2008,Svart,Forhjulsdrift,95 Hk,1.3 l,1 050 kg,143 g/km,5,Coupe,4,5,Norge,Bruktbil til salgs,Personbil,SU64839,XMCXNZ34A8F044677,1 000 kg
341913751,2008,263 000 km,Manuell,Diesel,1 845 kr (avgifter),29.10.2007,Grå,Forhjulsdrift,105 Hk,1.9 l,1 573 kg,158 g/km,5,Flerbruksbil,5,6,Norge,Bruktbil til salgs,Personbil,UF36050,WVGZZZ1TZ8W067927,1 500 kg
