Finnkode,Equipment
340989837,"[""Air Condition"", ""Hel\u00e5rsdekk"", ""Oppvarmede seter"", ""Servostyring""]"
319773518,"[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Bluetooth"", ""CD-spiller"", ""Diff.sperre"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Servostyring"", ""Sommerhjul"", ""Takrails"", ""Vinterhjul""]"
340953715,"[""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Lasteholdere/skistativ"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Oppvarmede seter"", ""Radio FM"", ""Sommerhjul"", ""Vinterhjul""]"
340953597,"[""ABS-bremser"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Beltevarsler"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Farget glass"", ""Fjernstyrt sentrall\u00e5s"", ""Hengerfeste"", ""Isofix"", ""Klimaanlegg"", ""Lasteholdere/skistativ"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Lyktespylere"", ""Metallic lakk"", ""Motorvarmer"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Radio FM"", ""Regulerbart ratt"", ""Sentrall\u00e5s"", ""Servostyring"", ""Skinninteri\u00f8r"", ""Sommerdekk"", ""Startsperre"", ""St\u00e5lbjelker"", ""Turteller"", ""T\u00e5kelys"", ""Varmer forvarmer motor (drivstoff)"", ""Vinterdekk""]"
340947718,"[""ABS-bremser"", ""Airbag foran"", ""Alarm"", ""Antispinn"", ""El.vinduer"", ""Isofix"", ""Klimaanlegg"", ""Midtarmlene"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
340908105,[]
340691314,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""CD-spiller"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Radio FM"", ""Sentrall\u00e5s"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
340900587,[]
340930491,"[""Airbag foran"", ""Beltevarsler"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""Ekstra m\u00f8rktonede vinduer bak"", ""Elektrisk sete u. memory"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Handsfree opplegg"", ""Hel\u00e5rsdekk"", ""Hengerfeste"", ""Isofix"", ""Klimaanlegg"", ""Lyktespylere"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Navigasjonssystem"", ""Parkeringsensor bak"", ""Radio FM"", ""Ryggekamera"", ""Seter nedfellbare bak"", ""Skinnseter"", ""Sommerdekk"", ""Speil innfellbare elektriske"", ""Takluke"", ""Vinterdekk""]"
340920505,"[""AUX og USB tilkobling"", ""Automatgir"", ""Bluetooth"", ""Carwings app"", ""Cruisekontroll"", ""Isofix"", ""Keyless"", ""Multifunksjonsratt"", ""Navigasjon"", ""Oppvarmet Ratt"", ""Ryggekamera"", ""Sommerhjul"", ""Sommerhjul aluminium"", ""Vinterhjul"", ""Vinterhjul aluminium""]"
340904591,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Bluetooth"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Radio DAB+"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i delskinn"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul"", ""Xenonlys""]"
340904993,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektrisk sete u. memory"", ""Elektriske speil"", ""Handsfree opplegg"", ""Hengerfeste, fast krok"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Navigasjonssystem"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sideairbager"", ""Soltak/glasstak"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul""]"
339091834,"[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Bagasjeromstrekk"", ""El.vinduer"", ""Elektriske speil"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Parkeringsensor foran"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring""]"
306988723,"[""ABS-bremser"", ""Air Condition"", ""Antispinn"", ""Bluetooth"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Isofix"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
340139281,[]
340896591,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Bluetooth"", ""CD-spiller"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Gjenfinningssystem"", ""Isofix"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""N\u00f8kkell\u00f8s start"", ""Original telefon"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Sideairbager"", ""Soltak/glasstak"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
340891280,"[""ABS-bremser"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Hengerfeste, avtagbart/svingbart"", ""Hengerfeste, fast krok"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Original telefon"", ""Parkeringsensor bak"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Soltak/glasstak"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul"", ""Xenonlys""]"
340610431,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antispinn"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sommerhjul"", ""Startsperre""]"
340871289,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul""]"
340886242,[]
339046174,[]
340870369,"[""ABS-bremser"", ""Airbag bak side"", ""Airbag foran"", ""Airbag foran side"", ""Alarm"", ""Antiskrens"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Hengerfeste"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg vinter"", ""Oppvarmede speil"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Startsperre"", ""Tiptronic"", ""Vinterdekk""]"
337702787,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""El.vinduer"", ""Farget glass"", ""Firehjulstrekk"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Lettmetallfelger"", ""Midtarmlene"", ""Oppvarmede seter"", ""Radio/CD"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Stereoanlegg"", ""St\u00e5lbjelker"", ""Vinterhjul""]"
340839769,"[""El.vinduer"", ""Sentrall\u00e5s"", ""Startsperre""]"
340831028,"[""Airbag foran"", ""Bluetooth"", ""El.vinduer"", ""Lettmet. felg vinter"", ""M\u00f8rke ruter bak"", ""Sentrall\u00e5s"", ""Servostyring"", ""Vinterhjul""]"
340819066,"[""ABS-bremser"", ""AUX tilkobling"", ""Airbag bak side"", ""Airbag foran"", ""Airbag foran side"", ""Airbag gardiner"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Beltevarsler"", ""CD-spiller"", ""Cruisekontroll"", ""Delskinn"", ""Diesel-partikkelfilter"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Manuelt klimaanlegg"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Oppvarmede speil"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerdekk"", ""Takrails"", ""T\u00e5kelys"", ""Vinterdekk""]"
307659125,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Fjernlysassistent"", ""Handsfree opplegg"", ""Hengerfeste, fast krok"", ""Isofix"", ""Klimaanlegg"", ""Lyssensor"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Parkeringsensor foran"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul"", ""Xenonlys""]"
340781721,"[""AUX-inngang"", ""Elektriske speil"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Sentrall\u00e5s"", ""Seter i helskinn"", ""Sommerhjul"", ""Vinterhjul""]"
149492060,"[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektrisk sete u. memory"", ""Elektriske speil"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Lyssensor"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul"", ""Xenonlys""]"
340761745,[]
340764476,[]
340749486,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Kj\u00f8recomputer"", ""Radio FM"", ""Sentrall\u00e5s"", ""Sommerhjul"", ""Vinterhjul""]"
340755440,"[""ABS-bremser"", ""AUX tilkobling"", ""Airbag foran"", ""Airbag foran side"", ""Airbag gardiner"", ""Antiskrens"", ""Antispinn"", ""Avblending av speil"", ""Avtagbart hengerfeste"", ""Beltevarsler"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Farget glass"", ""Fjernstyrt sentrall\u00e5s"", ""Interi\u00f8r sport"", ""Isofix"", ""Klimaanlegg 2-soner"", ""Kurve/t\u00e5kelys"", ""Lakkerte utvendige speil"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Oppvarmede seter"", ""Oppvarmede speil"", ""Parkeringsensor bak"", ""Pollenfilter"", ""Radio FM"", ""Regulerbart ratt"", ""Servostyring"", ""Seter nedfellbare bak"", ""Sommerdekk"", ""Speil innfellbare"", ""Startsperre"", ""St\u00e5lbjelker"", ""Takrails"", ""Turteller"", ""T\u00e5kelys"", ""Vinterdekk""]"
340741481,"[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Parkeringsensor bak"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
340726879,[]
340708434,"[""ABS-bremser"", ""Alarm"", ""CD-spiller"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Hengerfeste"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Midtarmlene"", ""Radio FM"", ""Sete multifunktion"", ""Seter nedfellbare bak"", ""Startsperre"", ""T\u00e5kelys""]"
340682942,"[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Bluetooth"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring""]"
340672372,"[""Airbag foran"", ""Automatgir"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Lettmet. felg sommer"", ""Lettmetallfelger"", ""Oppvarmede seter"", ""Radio/CD"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Tiptronic"", ""Vinterhjul""]"
340675608,[]
340654233,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Cruisekontroll"", ""El.vinduer"", ""Radio FM""]"
340630611,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Kupevarmer"", ""LED-lys"", ""Lettmet. felg sommer"", ""Motorvarmer"", ""Oppvarmede seter"", ""Radio DAB+"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul""]"
340630382,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Klimaanlegg"", ""Kupevarmer"", ""Oppvarmede seter"", ""Radio DAB+"", ""Sommerhjul"", ""Vinterhjul""]"
340628480,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""El.vinduer"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""Kupevarmer"", ""Lasteholdere/skistativ"", ""Midtarmlene"", ""Oppvarmede seter"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul""]"
340625705,[]
340617847,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Cruisekontroll"", ""El.vinduer"", ""Klimaanlegg"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Sommerhjul"", ""Vinterhjul""]"
340603530,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Navigasjonssystem"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sideairbager"", ""Soltak/glasstak"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul"", ""Xenonlys""]"
340614110,"[""ABS-bremser"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""El.vinduer"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Lettmetallfelger"", ""Metallic lakk"", ""Midtarmlene"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Soltak/glasstak"", ""Sommerhjul"", ""Vinterhjul""]"
340602469,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Metallic lakk"", ""Oppvarmede seter"", ""Radio DAB+"", ""Sentrall\u00e5s"", ""Vinterhjul""]"
340599380,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bluetooth"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektrisk sete u. memory"", ""Elektriske speil"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Kupevarmer"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Radio DAB+"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Soltak/glasstak"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul"", ""Xenonlys""]"
330063221,"[""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Metallic lakk"", ""Radio FM"", ""Vinterhjul""]"
330060106,"[""Airbag foran"", ""Alarm"", ""CD-spiller"", ""Hengerfeste, fast krok"", ""Radio FM"", ""Vinterhjul""]"
339045260,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Metallic lakk"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
340590923,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Bagasjeromstrekk"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul""]"
340582996,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Bluetooth"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Midtarmlene"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Takrails"", ""Vinterhjul""]"
340558962,"[""Air Condition"", ""El.vinduer"", ""Sommerhjul"", ""Vinterhjul""]"
340489936,[]
340541076,[]
340533362,"[""ABS-bremser"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Midtarmlene"", ""Oppvarmede seter"", ""Servostyring"", ""Startsperre"", ""Takrails""]"
338503102,[]
338192927,"[""ABS-bremser"", ""Airbag foran"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Midtarmlene"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Seter i helskinn"", ""Soltak/glasstak""]"
333396397,"[""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Hengerfeste, fast krok"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Sommerhjul"", ""Vinterhjul""]"
340496238,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bluetooth"", ""CD-spiller"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Gjenfinningssystem"", ""Handsfree opplegg"", ""Klimaanlegg"", ""Kupevarmer"", ""Laserlys"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sommerhjul"", ""Sportsseter"", ""Startsperre"", ""Vinterhjul""]"
340462215,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Hel\u00e5rsdekk"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Soltak/glasstak"", ""Sportsseter""]"
340461084,"[""ABS-bremser"", ""AUX tilkobling"", ""Airbag bak side"", ""Airbag foran"", ""Airbag foran side"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Beltevarsler"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""Ekstra m\u00f8rktonede vinduer bak"", ""El.vinduer"", ""Elektriske speil"", ""Fabrikkmontert alarm"", ""Farget glass"", ""Fjernstyrt sentrall\u00e5s"", ""Interi\u00f8r sport"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Klimaanlegg 2-soner"", ""Lettmet. felg sommer"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Oppvarmede speil"", ""Parkeringsensor bak"", ""Parkeringsensor foran"", ""Radio FM"", ""Regnsensor"", ""Regulerbart ratt"", ""Sentrall\u00e5s"", ""Servostyring"", ""Skinnratt"", ""Sommerdekk"", ""Startsperre"", ""T\u00e5kelys"", ""USB""]"
340458490,[]
340452185,"[""ABS bremser"", ""AUX og USB tilkobling"", ""DAB+ radio"", ""Isofix barnesetefesting"", ""Klimaanlegg, antall soner: 1"", ""Lakkerte st\u00f8tfangere"", ""Multifunksjonsratt"", ""N\u00f8kler, antall: 2"", ""Oppvarmede seter foran, ant.: 2"", ""Pollenfilter"", ""Radio/CD-spiller"", ""Sommerhjul"", ""Sommerhjul aluminium"", ""Vinterhjul"", ""Vinterhjul aluminium""]"
338163424,"[""Motorvarmer"", ""Sommerhjul"", ""Vinterhjul""]"
331674956,[]
340400644,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Fjernlysassistent"", ""Hengerfeste, fast krok"", ""Isofix"", ""Klimaanlegg"", ""Lyssensor"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Sideairbager"", ""Sommerhjul"", ""Vinterhjul"", ""Xenonlys""]"
340390774,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""CD-spiller"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Fjernlysassistent"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
340390276,"[""ABS-bremser"", ""Airbag foran"", ""Antiskrens"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Multifunksjonsratt"", ""N\u00f8kkell\u00f8s start"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul""]"
335765665,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Handsfree opplegg"", ""Navigasjonssystem"", ""N\u00f8kkell\u00f8s start"", ""Oppvarmede seter"", ""Radio FM"", ""Sideairbager"", ""Sommerhjul"", ""Vinterhjul""]"
340388052,[]
340376266,"[""ABS-bremser"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk / hattehylle"", ""Beltevarsler"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Fabrikkmontert alarm"", ""Isofix"", ""Klimaanlegg"", ""Midtarmlene"", ""Oppvarmede seter"", ""Oppvarmede speil"", ""Pollenfilter"", ""Radio FM"", ""Regnsensor"", ""Regulerbart ratt"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerdekk"", ""Startsperre"", ""St\u00e5lbjelker"", ""T\u00e5kelys"", ""Vinterdekk""]"
340362157,"[""ABS-bremser"", ""Airbag bak side"", ""Airbag foran"", ""Airbag foran side"", ""Airbag gardiner"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk / hattehylle"", ""Beltevarsler"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Fabrikkmontert alarm"", ""Fjernstyrt sentrall\u00e5s"", ""Handsfree opplegg"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Pollenfilter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter nedfellbare bak"", ""Skinnratt"", ""Sommerdekk"", ""Startsperre"", ""Turteller"", ""Vinterdekk""]"
