Finnkode,Equipment
341469606,[]
339868920,[]
341454617,[]
341448771,"[""CD-spiller"", ""El.vinduer"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Sentrall\u00e5s"", ""Servostyring""]"
341444189,"[""Air Condition"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Ryggekamera"", ""Vinterhjul""]"
341443943,[]
341395309,"[""Bluetooth"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Isofix"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Parkeringsensor foran"", ""Radio DAB+"", ""Sommerhjul"", ""Vinterhjul"", ""Xenonlys""]"
341424575,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Hengerfeste, avtagbart/svingbart"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Midtarmlene"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Soltak/glasstak"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
341403531,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Handsfree opplegg"", ""Hengerfeste, avtagbart/svingbart"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Radio DAB+"", ""Radio FM"", ""Sommerhjul"", ""Sportsseter"", ""Vinterhjul""]"
280865825,"[""CD-spiller"", ""Hengerfeste, fast krok"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Luftfj\u00e6ring"", ""Midtarmlene"", ""Radio FM"", ""Servostyring"", ""Seter i helskinn"", ""Sommerhjul"", ""Vinterhjul""]"
341391741,"[""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Motorvarmer"", ""Sentrall\u00e5s"", ""Servostyring""]"
341172288,"[""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Hengerfeste, fast krok"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Midtarmlene"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Radio DAB+"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
340529153,[]
341379764,"[""AUX-inngang"", ""CD-spiller"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Servostyring"", ""Soltak/glasstak"", ""Startsperre"", ""Vinterhjul""]"
341358742,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Radio DAB+""]"
341355267,"[""Antiskrens"", ""Antispinn"", ""CD-spiller"", ""El.vinduer"", ""Isofix"", ""Oppvarmede seter"", ""Sentrall\u00e5s""]"
341353839,"[""ABS-bremser"", ""Airbag foran"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Isofix"", ""Kj\u00f8recomputer"", ""Metallic lakk"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Sommerdekk"", ""Vinterdekk""]"
314911079,[]
334713916,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Hengerfeste, fast krok"", ""Motorvarmer"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sommerhjul"", ""Vinterhjul"", ""Xenonlys""]"
341342884,"[""ABS-bremser"", ""Sentrall\u00e5s"", ""Sommerdekk"", ""Vinterdekk""]"
341341203,"[""ABS-bremser"", ""Airbag foran"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Metallic lakk"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Sommerdekk"", ""Vinterdekk""]"
341306747,[]
341298493,[]
340992006,"[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Antispinn"", ""Bluetooth"", ""Cruisekontroll"", ""El.vinduer"", ""Elektrisk sete u. memory"", ""Elektriske speil"", ""Handsfree opplegg"", ""Hengerfeste, fast krok"", ""LED-lys"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Oppvarmede seter"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sideairbager"", ""Xenonlys""]"
341285642,"[""El.vinduer"", ""Elektrisk sete u. memory"", ""Elektriske speil"", ""Klimaanlegg"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Parkeringsensor foran"", ""Radio DAB+"", ""Sentrall\u00e5s"", ""Sommerhjul"", ""Vinterhjul""]"
341281953,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Isofix"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Motorvarmer"", ""Oppvarmede seter"", ""Sentrall\u00e5s"", ""Sideairbager"", ""Sommerhjul"", ""Vinterhjul""]"
341282917,[]
341281152,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antispinn"", ""Bagasjeromstrekk"", ""Bluetooth"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Isofix"", ""Klimaanlegg"", ""Lasteholdere/skistativ"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Radio DAB+"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i delskinn"", ""Soltak/glasstak"", ""Sommerhjul"", ""Takrails"", ""Vinterhjul""]"
341273519,[]
316626815,"[""Air Condition"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Kupevarmer"", ""Radio DAB+"", ""Ryggekamera"", ""Vinterhjul""]"
341201799,"[""ABS-bremser"", ""AUX-inngang"", ""Bluetooth"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Midtarmlene"", ""Radio DAB+"", ""Sentrall\u00e5s"", ""Sommerhjul""]"
341260483,"[""ABS-bremser"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Sommerhjul"", ""Vinterhjul""]"
341088813,"[""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Midtarmlene"", ""Motorvarmer"", ""Radio FM"", ""Soltak/glasstak"", ""Sommerhjul"", ""Vinterhjul""]"
341233688,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Lettmet. felg sommer"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
341224034,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bluetooth"", ""El.vinduer"", ""Elektrisk sete u. memory"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""M\u00f8rke ruter bak"", ""Navigasjonssystem"", ""N\u00f8kkell\u00f8s start"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Parkeringsensor foran"", ""Radio FM"", ""Sentrall\u00e5s"", ""Seter i helskinn"", ""Sideairbager"", ""Soltak/glasstak"", ""Sommerhjul"", ""Sportsseter"", ""Vinterhjul"", ""Xenonlys""]"
341231691,"[""Antispinn"", ""Bakseter, delt"", ""Bakseter, nedfellbart"", ""Felger, aluminium"", ""Frontlys, h\u00f8ydejusterbare"", ""F\u00f8rersete h\u00f8ydejusterbart"", ""H\u00f8yttalere, antall: 6"", ""Isofix barnesetefesting"", ""Kj\u00f8rekomputer"", ""Klimaanlegg, antall soner: 2"", ""Klimaanlegg, automatisk"", ""Klimaanlegg, manuelt"", ""Kollisjonsputer, antall: 6"", ""Kurve/t\u00e5kelys foran"", ""Lakkerte st\u00f8tfangere"", ""Lakkerte utvendige speil"", ""Lyktespylere"", ""N\u00f8kler, antall: 2"", ""Oppvarmede seter foran, ant.: 2"", ""Pollenfilter"", ""Radio/CD-spiller"", ""Ratt, h\u00f8ydejusterbart"", ""Ratt, lengdejusterbart"", ""Regnsensor"", ""Ruter, tonede"", ""Seter, helskinn"", ""Soltak"", ""Sommerhjul"", ""Speil, elektrisk"", ""Speil, oppvarmet"", ""Stabilitetssystem, antiskrens"", ""Vindusheiser elektriske foran"", ""Vinterhjul""]"
341226568,[]
339288019,[]
341221090,"[""ABS-bremser"", ""AUX tilkobling"", ""Airbag foran"", ""Airbag foran side"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk / hattehylle"", ""Beltevarsler"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Farget glass"", ""Fjernstyrt sentrall\u00e5s"", ""Handsfree opplegg"", ""Hengerfeste"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Kurve/t\u00e5kelys"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Lyktespylere"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Pollenfilter"", ""Radio DAB+"", ""Radio FM"", ""Regulerbart ratt"", ""Servostyring"", ""Seter nedfellbare bak"", ""Skinninteri\u00f8r"", ""Skinnseter"", ""Sommerdekk"", ""Startsperre"", ""St\u00e5lbjelker"", ""Takrails"", ""Turteller"", ""T\u00e5kelys"", ""Vinterdekk""]"
341212792,"[""ABS-bremser"", ""Antiskrens"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Klimaanlegg"", ""Sentrall\u00e5s""]"
340950312,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""Diff.sperre"", ""El.vinduer"", ""Elektriske speil"", ""Gjenfinningssystem"", ""Hel\u00e5rsdekk"", ""Hengerfeste, fast krok"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg vinter"", ""Luftfj\u00e6ring"", ""Metallic lakk"", ""Midtarmlene"", ""M\u00f8rke ruter bak"", ""N\u00f8kkell\u00f8s start"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Radio DAB+"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Soltak/glasstak"", ""Startsperre"", ""Vinterhjul""]"
341184225,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Hengerfeste, fast krok"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""LED-lys"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
339158557,"[""Hel\u00e5rsdekk""]"
341167689,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Hel\u00e5rsdekk"", ""Hengerfeste, fast krok"", ""Klimaanlegg"", ""Oppvarmede seter"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul""]"
340171997,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""Diff.sperre"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Kassettspiller"", ""Klimaanlegg"", ""LED-lys"", ""Lasteholdere/skistativ"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Midtarmlene"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Navigasjonssystem"", ""Oppvarmede seter"", ""Radio FM"", ""Sommerhjul"", ""Takrails"", ""Vinterhjul""]"
334871226,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Bagasjeromstrekk"", ""Bluetooth"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Lyssensor"", ""Midtarmlene"", ""M\u00f8rke ruter bak"", ""Navigasjonssystem"", ""Oppvarmede seter"", ""Radio DAB+"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Seter i helskinn"", ""Sideairbager"", ""Sommerhjul"", ""Vinterhjul""]"
341153099,[]
315832310,"[""AUX-inngang"", ""Air Condition"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Handsfree opplegg"", ""Isofix"", ""Klimaanlegg"", ""LED-lys"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Multifunksjonsratt"", ""Navigasjonssystem"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Soltak/glasstak""]"
313895114,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Handsfree opplegg"", ""Hengerfeste, fast krok"", ""Isofix"", ""Kupevarmer"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul""]"
341135380,[]
329446364,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antispinn"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Fjernlysassistent"", ""Head up display"", ""Hel\u00e5rsdekk"", ""Hengerfeste, fast krok"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""LED-lys"", ""Lyssensor"", ""Midtarmlene"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Navigasjonssystem"", ""N\u00f8kkell\u00f8s start"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Radio DAB+"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Vinterhjul""]"
341124489,"[""Metallic lakk"", ""Sommerhjul""]"
341065470,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Klimaanlegg"", ""Kupevarmer"", ""Lettmet. felg sommer"", ""Metallic lakk"", ""Midtarmlene"", ""Motorvarmer"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sportsseter"", ""Startsperre"", ""Takrails"", ""Vinterhjul"", ""Xenonlys""]"
341122841,"[""ABS-bremser"", ""AUX tilkobling"", ""Airbag bak side"", ""Airbag foran"", ""Airbag foran side"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Beltevarsler"", ""CD-spiller"", ""Diesel-partikkelfilter"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Isofix"", ""Kj\u00f8recomputer"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Parkeringsensor bak"", ""Parkeringsensor foran"", ""Regulerbart ratt"", ""Turteller"", ""Vinterdekk""]"
341090740,"[""Air Condition"", ""El.vinduer"", ""Elektriske speil"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""M\u00f8rke ruter bak"", ""Parkeringsensor bak"", ""Sommerhjul"", ""Vinterhjul""]"
341076954,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bluetooth"", ""CD-spiller"", ""Diff.sperre"", ""El.vinduer"", ""Elektriske speil"", ""Hel\u00e5rsdekk"", ""Isofix"", ""Kj\u00f8recomputer"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Luftfj\u00e6ring"", ""Metallic lakk"", ""Midtarmlene"", ""M\u00f8rke ruter bak"", ""N\u00f8kkell\u00f8s start"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Startsperre"", ""Vinterhjul""]"
341115620,"[""ABS-bremser"", ""Airbag foran"", ""Airbag foran side"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Farget glass"", ""Justerbare bakseter"", ""Klimaanlegg"", ""Manuelt klimaanlegg"", ""Midtarmlene"", ""Oppvarmede seter"", ""Oppvarmede speil"", ""Radio DAB+"", ""Radio FM"", ""Regulerbart ratt"", ""Sentrall\u00e5s"", ""Seter nedfellbare bak"", ""Sommerdekk"", ""Turteller"", ""Uttakbare bakseter"", ""Vinterdekk""]"
304820214,"[""Bluetooth"", ""Handsfree opplegg"", ""Radio DAB+"", ""Sommerhjul"", ""Vinterhjul""]"
340224616,[]
341078858,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""El.vinduer"", ""Elektriske speil"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Oppvarmede seter"", ""Vinterhjul""]"
341074175,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Bluetooth"", ""Cruisekontroll"", ""El.vinduer"", ""Elektrisk sete m. memory"", ""Elektriske speil"", ""Handsfree opplegg"", ""Hel\u00e5rsdekk"", ""Hengerfeste, fast krok"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Kupevarmer"", ""Midtarmlene"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Navigasjonssystem"", ""Oppvarmede seter"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sideairbager"", ""Startsperre"", ""Vinterhjul""]"
341054657,"[""ABS-bremser"", ""Airbag foran"", ""Antispinn"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hel\u00e5rsdekk"", ""Hengerfeste, fast krok"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Startsperre"", ""Vinterhjul""]"
338686178,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektrisk sete u. memory"", ""Elektriske speil"", ""Handsfree opplegg"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Kupevarmer"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Motorvarmer"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i delskinn"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul"", ""Xenonlys""]"
341032177,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Farget glass"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Lettmetallfelger"", ""Midtarmlene"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Radio FM"", ""Radio/CD"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Stereoanlegg"", ""Vinterhjul""]"
340275779,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Midtarmlene"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Sportsseter"", ""Vinterhjul"", ""Xenonlys""]"
341022869,"[""ABS-bremser"", ""Airbag foran"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Vinterdekk""]"
341011039,"[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""Bluetooth"", ""CD-spiller"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Hengerfeste, fast krok"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sommerhjul"", ""Takrails"", ""Vinterhjul""]"
341009846,"[""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Lasteholdere/skistativ"", ""Radio FM"", ""Sentrall\u00e5s"", ""Sommerhjul""]"
341010201,"[""ABS-bremser"", ""AUX tilkobling"", ""Airbag foran"", ""Airbag foran side"", ""Antiskrens"", ""Antispinn"", ""Avblending av speil"", ""Bagasjeromstrekk / hattehylle"", ""Beltevarsler"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Handsfree opplegg"", ""Hel\u00e5rsdekk"", ""Hengerfeste"", ""Klimaanlegg"", ""Manuelt klimaanlegg"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Navigasjonssystem"", ""Oppvarmede seter"", ""Parkeringsensor bak"", ""Radio DAB+"", ""Radio FM"", ""Regulerbart ratt"", ""Ryggekamera"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sete multifunktion"", ""Seter nedfellbare bak"", ""Skinninteri\u00f8r"", ""Skinnseter"", ""TV-skjerm"", ""Takrails"", ""T\u00e5kelys"", ""Xenonlys""]"
340972983,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""El.vinduer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Radio DAB+"", ""Sommerhjul"", ""Vinterhjul""]"
340983975,"[""ABS-bremser"", ""AUX tilkobling"", ""Airbag foran"", ""Beltevarsler"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste"", ""Metallic lakk"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerdekk"", ""Startsperre"", ""St\u00e5lbjelker"", ""Vinterdekk""]"
340968316,"[""Hengerfeste, fast krok"", ""Vinterhjul""]"
340958563,[]
340948924,"[""Bluetooth"", ""Radio DAB+""]"
340938142,"[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Bluetooth"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Handsfree opplegg"", ""Hel\u00e5rsdekk"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Metallic lakk"", ""Multifunksjonsratt"", ""M\u00f8rke ruter bak"", ""Navigasjonssystem"", ""N\u00f8kkell\u00f8s start"", ""Oppvarmede seter"", ""Radio FM"", ""Regnsensor"", ""Ryggekamera"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sideairbager"", ""Sommerhjul"", ""Takrails""]"
340920339,[]
340940600,"[""ABS-bremser"", ""Airbag foran"", ""Airbag foran side"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Beltevarsler"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Isofix"", ""Midtarmlene"", ""Oppvarmede seter"", ""Pollenfilter"", ""Radio DAB+"", ""Radio FM"", ""Regnsensor"", ""Regulerbart ratt"", ""Sentrall\u00e5s"", ""Sommerdekk"", ""Startsperre"", ""St\u00e5lbjelker"", ""T\u00e5kelys"", ""Vinterdekk""]"
340907174,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Cruisekontroll"", ""N\u00f8kkell\u00f8s start"", ""Sentrall\u00e5s""]"
340365742,"[""Soltak/glasstak"", ""Vinterhjul""]"
340899971,"[""ABS-bremser"", ""AUX tilkobling"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""Beltevarsler"", ""CD-spiller"", ""El.vinduer"", ""Fjernstyrt sentrall\u00e5s"", ""Hel\u00e5rsdekk"", ""Klimaanlegg"", ""Manuelt klimaanlegg"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerdekk"", ""Startsperre"", ""Vinterdekk""]"
340895004,"[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antiskrens"", ""Bagasjeromstrekk"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Isofix"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Startsperre""]"
