,Finnkode,Specifications
6837,342461803,"{""Modell\u00e5r"": ""2017"", ""Kilometer"": ""72 094 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""614 695 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.04.2017"", ""Farge"": ""Brun"", ""Fargebeskrivelse"": ""Dolomitt Brun - Metallic"", ""Interi\u00f8rfarge"": ""M\u00f8rkt stoff"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""163 Hk"", ""Sylindervolum"": ""2,1 l"", ""Vekt"": ""2 002 kg"", ""CO2-utslipp"": ""174 g/km"", ""Antall seter"": ""8"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""1"", ""Str. lasterom"": ""990 l"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""JR32512"", ""Chassis nr. (VIN)"": ""WDF44770513297708"", ""Maksimal tilhengervekt"": ""2 500 kg"", ""Sist EU-godkjent"": ""02.01.2023"", ""Neste frist for EU-kontroll"": ""28.02.2025""}"
6842,342487149,"{""Modell\u00e5r"": ""2015"", ""Kilometer"": ""345 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 476 kr (avgifter)"", ""Pris eks omreg"": ""165 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""06.11.2014"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""200 Hk"", ""Sylindervolum"": ""3,2 l"", ""Vekt"": ""2 230 kg"", ""CO2-utslipp"": ""224 g/km"", ""Antall seter"": ""2"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""KJ12271"", ""Chassis nr. (VIN)"": ""JMBLYV98VFJ400165"", ""Maksimal tilhengervekt"": ""3 500 kg"", ""Neste frist for EU-kontroll"": ""29.10.2025""}"
6844,342485723,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""152 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""375 694 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""26.02.2014"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""BLACK SAPPHIRE METALLIC (475)"", ""Interi\u00f8rfarge"": ""LEDER DAKOTA/SCHWARZ (LCSW)"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""218 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""2 040 kg"", ""CO2-utslipp"": ""156 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BS90182"", ""Chassis nr. (VIN)"": ""WBAKS210500H95740"", ""Maksimal tilhengervekt"": ""2 700 kg""}"
6845,342342626,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""316 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""65 685 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""14.02.2013"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Metallic"", ""Interi\u00f8rfarge"": ""Sort"", ""Hjuldrift"": ""Firehjulsdrift"", ""Hjuldriftnavn"": ""Quattro"", ""Effekt"": ""143 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 630 kg"", ""CO2-utslipp"": ""152 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PR17261"", ""Chassis nr. (VIN)"": ""WAUZZZ8K9DA190885"", ""Maksimal tilhengervekt"": ""1 700 kg"", ""Neste frist for EU-kontroll"": ""23.11.2024""}"
6846,342469928,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""186 911 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""393 154 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.09.2012"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Gr\u00e5"", ""Fargebeskrivelse"": ""SOPHISTOGRAU BRILLANTEFFEKT METALLI (B90)"", ""Interi\u00f8rfarge"": ""IND.VOLLLEDERAUSST./COHIBA (ZBWT)"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""449 Hk"", ""Sylindervolum"": ""4,4 l"", ""Vekt"": ""2 000 kg"", ""CO2-utslipp"": ""217 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""JD80632"", ""Chassis nr. (VIN)"": ""WBAYB61030C997487"", ""Maksimal tilhengervekt"": ""2 300 kg""}"
6854,342436946,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""139 409 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""El + Bensin"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""120 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""30.05.2014"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""136 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 335 kg"", ""CO2-utslipp"": ""85 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CF73938"", ""Chassis nr. (VIN)"": ""SB1ZS3JE80E085514"", ""Maksimal tilhengervekt"": ""345 kg"", ""Neste frist for EU-kontroll"": ""07.06.2024""}"
6877,341957354,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""231 971 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 476 kr (avgifter)"", ""Pris eks omreg"": ""160 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""11.12.2013"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""163 Hk"", ""Sylindervolum"": ""2,1 l"", ""Vekt"": ""1 855 kg"", ""CO2-utslipp"": ""240 g/km"", ""Antall seter"": ""3"", ""Karosseri"": ""Kasse"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""CV70431"", ""Chassis nr. (VIN)"": ""WDF63960513851295"", ""Maksimal tilhengervekt"": ""2 500 kg"", ""Neste frist for EU-kontroll"": ""12.11.2024""}"
6883,342362457,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""118 500 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""163 395 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.02.2013"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Hvit"", ""Fargebeskrivelse"": ""Perlemorhvitmetallic"", ""Interi\u00f8rfarge"": ""Svart Skinn"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2,2 l"", ""Vekt"": ""1 603 kg"", ""CO2-utslipp"": ""144 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RK58315"", ""Chassis nr. (VIN)"": ""JMZKEN91800153261"", ""Maksimal tilhengervekt"": ""2 000 kg""}"
6887,342358866,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""92 230 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""190 595 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.02.2014"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Metallic"", ""Interi\u00f8rfarge"": ""Seter i sort delskinn"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 703 kg"", ""CO2-utslipp"": ""162 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HZ30411"", ""Chassis nr. (VIN)"": ""WF0AXXWPMADA88759"", ""Maksimal tilhengervekt"": ""2 100 kg""}"
6892,342348155,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""140 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""213 154 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""10.10.2012"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""CARBONSCHWARZ METALLIC (416)"", ""Interi\u00f8rfarge"": ""SVART SKINN LEDER NEVADA/SCHWARZ (LUSW)"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""184 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 725 kg"", ""CO2-utslipp"": ""147 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BS79639"", ""Chassis nr. (VIN)"": ""WBAWY310000A63120"", ""Maksimal tilhengervekt"": ""2 000 kg""}"
6893,342343133,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""181 700 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""104 695 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""11.09.2013"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""147 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 420 kg"", ""CO2-utslipp"": ""153 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BS79238"", ""Chassis nr. (VIN)"": ""SB1EG76LX0E092480"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Sist EU-godkjent"": ""23.01.2024"", ""Neste frist for EU-kontroll"": ""23.01.2026""}"
6894,342347207,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""131 700 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""156 826 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""11.06.2014"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""120 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 190 kg"", ""CO2-utslipp"": ""130 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AS40974"", ""Chassis nr. (VIN)"": ""TSMJYB22S00170394"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
6896,342340288,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""138 250 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""144 695 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.07.2014"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 475 kg"", ""CO2-utslipp"": ""123 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BS93782"", ""Chassis nr. (VIN)"": ""WBA3K910X0F928905"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Neste frist for EU-kontroll"": ""28.02.2026""}"
6905,342339328,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""141 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""194 695 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""06.01.2014"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""3 000 km"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""175 Hk"", ""Sylindervolum"": ""2,2 l"", ""Vekt"": ""1 495 kg"", ""CO2-utslipp"": ""144 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""NF70631"", ""Chassis nr. (VIN)"": ""JMZKEN92800250161"", ""Maksimal tilhengervekt"": ""2 000 kg""}"
6931,342311846,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""211 946 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.02.2014"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 632 kg"", ""CO2-utslipp"": ""162 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AJ79479"", ""Chassis nr. (VIN)"": ""WF0AXXWPMAEL31890"", ""Maksimal tilhengervekt"": ""2 100 kg"", ""Neste frist for EU-kontroll"": ""30.09.2024""}"
6936,342311975,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""122 800 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""111 926 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.08.2014"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""5 000 km"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""92 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 055 kg"", ""CO2-utslipp"": ""92 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Str. lasterom"": ""348 l"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BS99957"", ""Chassis nr. (VIN)"": ""VF70B9HPGEE515067"", ""Maksimal tilhengervekt"": ""825 kg"", ""Sist EU-godkjent"": ""04.10.2022"", ""Neste frist for EU-kontroll"": ""30.11.2024""}"
6940,342310579,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""149 900 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""148 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""08.10.2012"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Obsidianschwarz"", ""Interi\u00f8rfarge"": ""Sort"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""170 Hk"", ""Sylindervolum"": ""2,1 l"", ""Vekt"": ""1 660 kg"", ""CO2-utslipp"": ""132 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""LS81215"", ""Chassis nr. (VIN)"": ""WDD2120021A707526"", ""Maksimal tilhengervekt"": ""2 000 kg""}"
6950,342303693,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""166 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""248 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.12.2012"", ""Farge"": ""Gr\u00e5"", ""Fargebeskrivelse"": ""Tenoritegr\u00e5 metallic"", ""Interi\u00f8rfarge"": ""Sort delskinn og alcantara"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""170 Hk"", ""Sylindervolum"": ""2,1 l"", ""Vekt"": ""1 805 kg"", ""CO2-utslipp"": ""159 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Str. lasterom"": ""450 l"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KB42172"", ""Chassis nr. (VIN)"": ""WDC2049841G041187"", ""Maksimal tilhengervekt"": ""2 400 kg"", ""Sist EU-godkjent"": ""07.08.2023"", ""Neste frist for EU-kontroll"": ""23.09.2025""}"
6952,342300168,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""142 642 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""187 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.11.2012"", ""Farge"": ""Gr\u00e5"", ""Fargebeskrivelse"": ""Titanium gr\u00e5"", ""Interi\u00f8rfarge"": ""sort skinn"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2,3 l"", ""Vekt"": ""1 590 kg"", ""CO2-utslipp"": ""140 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Str. lasterom"": ""494 l"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CF67251"", ""Chassis nr. (VIN)"": ""JMBXJGF6WDZ401628"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Sist EU-godkjent"": ""26.01.2024"", ""Neste frist for EU-kontroll"": ""31.01.2026""}"
6961,342284927,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""132 780 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""215 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""12.06.2013"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""Svart skinn"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""170 Hk"", ""Sylindervolum"": ""2,1 l"", ""Vekt"": ""1 770 kg"", ""CO2-utslipp"": ""141 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BS72966"", ""Chassis nr. (VIN)"": ""WDD2122021A776708"", ""Maksimal tilhengervekt"": ""2 100 kg"", ""Neste frist for EU-kontroll"": ""30.06.2025""}"
6964,342283173,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""179 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""210 695 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""15.08.2014"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""4 000 km"", ""Farge"": ""Gr\u00e5"", ""Fargebeskrivelse"": ""Gr\u00e5"", ""Interi\u00f8rfarge"": ""Sort"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""177 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 820 kg"", ""CO2-utslipp"": ""159 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Str. lasterom"": ""540 l"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DP57037"", ""Chassis nr. (VIN)"": ""WAUZZZ8R6EA082108"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Sist EU-godkjent"": ""08.06.2022"", ""Neste frist for EU-kontroll"": ""31.05.2024""}"
6966,342275333,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""135 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""254 695 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""04.07.2014"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""170 Hk"", ""Sylindervolum"": ""2,1 l"", ""Vekt"": ""1 770 kg"", ""CO2-utslipp"": ""140 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""UF64203"", ""Chassis nr. (VIN)"": ""WDD2122021A891576"", ""Maksimal tilhengervekt"": ""2 100 kg"", ""Neste frist for EU-kontroll"": ""31.03.2025""}"
6972,342410847,"{""Modell\u00e5r"": ""2015"", ""Kilometer"": ""132 232 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""234 695 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""10.04.2015"", ""Farge"": ""Gr\u00e5"", ""Interi\u00f8rfarge"": ""Brun"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""163 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 840 kg"", ""CO2-utslipp"": ""127 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Str. lasterom"": ""560 l"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BT22722"", ""Chassis nr. (VIN)"": ""WBA5L5104FG087407"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Sist EU-godkjent"": ""10.02.2023"", ""Neste frist for EU-kontroll"": ""28.02.2025""}"
6989,342214683,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""185 313 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.09.2014"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2,2 l"", ""Vekt"": ""1 495 kg"", ""CO2-utslipp"": ""144 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SV54902"", ""Chassis nr. (VIN)"": ""JMZKEN91800225922"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Neste frist for EU-kontroll"": ""28.02.2025""}"
