,Finnkode,Specifications
1349,337331919,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""321 655 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""20.10.2006"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 685 kg"", ""CO2-utslipp"": ""163 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""11"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PD20806"", ""Chassis nr. (VIN)"": ""WAUZZZ4F07N055977"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Sist EU-godkjent"": ""26.04.2022"", ""Neste frist for EU-kontroll"": ""04.03.2024""}"
1351,337257544,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""268 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.02.2007"", ""Farge"": ""Bl\u00e5"", ""Fargebeskrivelse"": ""Fantacy Blue Pearl(Shimmer color)"", ""Interi\u00f8rfarge"": ""Svart skin"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""136 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 600 kg"", ""CO2-utslipp"": ""162 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""NF25825"", ""Chassis nr. (VIN)"": ""WVGZZZ1TZ4W023389"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Sist EU-godkjent"": ""22.12.2023""}"
1358,336933150,"{""Modell\u00e5r"": ""2000"", ""Kilometer"": ""141 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""27 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""19.06.2000"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""101 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 117 kg"", ""CO2-utslipp"": ""187 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VF35988"", ""Chassis nr. (VIN)"": ""WVWZZZ1JZYW740400"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Neste frist for EU-kontroll"": ""31.08.2024""}"
1360,334661337,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""131 900 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.01.2006"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""S\u00f8lv farget metallic"", ""Interi\u00f8rfarge"": ""M\u00f8rk gr\u00e5. Stoff seter."", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""95 Hk"", ""Sylindervolum"": ""1,5 l"", ""Vekt"": ""1 225 kg"", ""CO2-utslipp"": ""158 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL28054"", ""Chassis nr. (VIN)"": ""WDD2452311J041725"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Sist EU-godkjent"": ""02.05.2022"", ""Neste frist for EU-kontroll"": ""30.06.2024""}"
1361,335614779,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""222 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""33 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.04.2011"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,2 l"", ""Vekt"": ""1 057 kg"", ""CO2-utslipp"": ""99 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PP94402"", ""Chassis nr. (VIN)"": ""WVWZZZ6RZBY024426"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Neste frist for EU-kontroll"": ""07.11.2025""}"
1362,336568411,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""201 600 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""33 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""13.10.2003"", ""Farge"": ""R\u00f8d"", ""Fargebeskrivelse"": ""R\u00f8d metalikk"", ""Interi\u00f8rfarge"": ""Sort stoff"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""110 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 190 kg"", ""CO2-utslipp"": ""172 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CF24113"", ""Chassis nr. (VIN)"": ""NMTEZ20E80R045721"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""27.10.2024""}"
1363,336483271,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""275 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""32 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""31.08.2010"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Firehjulsdrift"", ""Hjuldriftnavn"": ""4x4"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 400 kg"", ""CO2-utslipp"": ""141 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BD68137"", ""Chassis nr. (VIN)"": ""TMBKT61Z4B2021778"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Sist EU-godkjent"": ""06.12.2022"", ""Neste frist for EU-kontroll"": ""13.07.2024""}"
1367,336302480,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""172 800 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""33 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""30.03.2010"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""60 Hk"", ""Sylindervolum"": ""1,2 l"", ""Vekt"": ""1 054 kg"", ""CO2-utslipp"": ""127 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PP87776"", ""Chassis nr. (VIN)"": ""WF0JXXGAJJAY20190"", ""Maksimal tilhengervekt"": ""500 kg""}"
1368,336286393,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""238 200 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""33 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""07.11.2006"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""143 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 555 kg"", ""CO2-utslipp"": ""203 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""FT20524"", ""Chassis nr. (VIN)"": ""WDB2032461F795390"", ""Maksimal tilhengervekt"": ""1 500 kg""}"
1371,336107456,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""134 768 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""02.03.2004"", ""Farge"": ""Gr\u00f8nn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""110 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 155 kg"", ""CO2-utslipp"": ""168 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VF59797"", ""Chassis nr. (VIN)"": ""JTDKZ20E700050304"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Sist EU-godkjent"": ""14.02.2024""}"
1373,336015704,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""196 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.02.2008"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 352 kg"", ""CO2-utslipp"": ""118 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Annet"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RJ83038"", ""Chassis nr. (VIN)"": ""WF0PXXGCDP7P42999"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Sist EU-godkjent"": ""23.08.2022"", ""Neste frist for EU-kontroll"": ""31.08.2024""}"
1374,323843387,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""329 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""19.09.2007"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 550 kg"", ""CO2-utslipp"": ""173 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR55113"", ""Chassis nr. (VIN)"": ""JTEGG22B205020673"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Sist EU-godkjent"": ""12.10.2023"", ""Neste frist for EU-kontroll"": ""11.10.2025""}"
1377,335492615,"{""Modell\u00e5r"": ""2002"", ""Kilometer"": ""235 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""03.02.2002"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2,4 l"", ""Vekt"": ""1 459 kg"", ""CO2-utslipp"": ""205 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SD63560"", ""Chassis nr. (VIN)"": ""00000020093610117"", ""Maksimal tilhengervekt"": ""1 800 kg"", ""Sist EU-godkjent"": ""26.10.2022"", ""Neste frist for EU-kontroll"": ""31.10.2024""}"
1382,327691876,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""265 755 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""31 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.07.2008"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""160 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 510 kg"", ""CO2-utslipp"": ""175 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AS18852"", ""Chassis nr. (VIN)"": ""WAUZZZ8K19A043418"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Sist EU-godkjent"": ""27.01.2022"", ""Neste frist for EU-kontroll"": ""28.02.2024""}"
1384,334785996,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""164 825 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.04.2003"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""97 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 160 kg"", ""CO2-utslipp"": ""159 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DK57914"", ""Chassis nr. (VIN)"": ""JTDKM28E100014353"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Neste frist for EU-kontroll"": ""01.12.2024""}"
1388,333562250,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""76 700 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""18.09.2009"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,3 l"", ""Vekt"": ""1 025 kg"", ""CO2-utslipp"": ""125 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall d\u00f8rer"": ""3"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH64942"", ""Chassis nr. (VIN)"": ""JMZDE13K200118525"", ""Maksimal tilhengervekt"": ""900 kg"", ""Sist EU-godkjent"": ""12.05.2022"", ""Neste frist for EU-kontroll"": ""11.05.2024""}"
1391,333911484,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""233 466 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""14.12.2011"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""147 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 550 kg"", ""CO2-utslipp"": ""158 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CF62365"", ""Chassis nr. (VIN)"": ""JF1SHNLZ3BG243436"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Sist EU-godkjent"": ""15.05.2023"", ""Neste frist for EU-kontroll"": ""31.05.2025""}"
1392,333232228,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""91 555 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 223 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""21.12.2012"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 127 kg"", ""CO2-utslipp"": ""110 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""10"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KT84914"", ""Chassis nr. (VIN)"": ""NLHBC51RABZ032160"", ""Maksimal tilhengervekt"": ""1 100 kg"", ""Neste frist for EU-kontroll"": ""21.08.2025""}"
1393,322702259,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""164 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.12.2011"", ""Farge"": ""Gr\u00e5"", ""Fargebeskrivelse"": ""Sort/gr\u00e5"", ""Interi\u00f8rfarge"": ""Sort/gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""92 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 277 kg"", ""CO2-utslipp"": ""110 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PP99081"", ""Chassis nr. (VIN)"": ""VF3WC9HP0BT039358"", ""Maksimal tilhengervekt"": ""1 150 kg"", ""Sist EU-godkjent"": ""02.12.2022"", ""Neste frist for EU-kontroll"": ""28.10.2024""}"
1394,323974694,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""244 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""31 900 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""19.06.2008"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""87 Hk"", ""Sylindervolum"": ""1,3 l"", ""Vekt"": ""1 020 kg"", ""CO2-utslipp"": ""141 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""UF39080"", ""Chassis nr. (VIN)"": ""VNKKL96340A154265"", ""Maksimal tilhengervekt"": ""900 kg"", ""Sist EU-godkjent"": ""13.03.2023"", ""Neste frist for EU-kontroll"": ""17.03.2025""}"
1397,331547641,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""208 565 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""31 154 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.01.2008"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 280 kg"", ""CO2-utslipp"": ""132 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""NF31722"", ""Chassis nr. (VIN)"": ""SB1KC56E60F025194"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Neste frist for EU-kontroll"": ""05.08.2024""}"
1400,330861146,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""230 750 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""29 500 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""10.04.2007"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""102 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 320 kg"", ""CO2-utslipp"": ""171 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH48400"", ""Chassis nr. (VIN)"": ""WAUZZZ8P37A139494"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
1409,324967373,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""168 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.02.2005"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""3 000 km"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""111 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 685 kg"", ""CO2-utslipp"": ""187 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DK90474"", ""Chassis nr. (VIN)"": ""KMHJN81VP5U098677"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Neste frist for EU-kontroll"": ""30.04.2025""}"
1414,321478238,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""213 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""30.10.2006"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""125 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 661 kg"", ""CO2-utslipp"": ""164 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL47486"", ""Chassis nr. (VIN)"": ""WF0SXXGBWS6R25983"", ""Maksimal tilhengervekt"": ""1 450 kg"", ""Neste frist for EU-kontroll"": ""20.10.2025""}"
1415,320602923,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""211 349 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""12.07.2007"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 544 kg"", ""CO2-utslipp"": ""181 g/km"", ""Antall seter"": ""4"", ""Karosseri"": ""Cabriolet"", ""Antall d\u00f8rer"": ""2"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU48920"", ""Chassis nr. (VIN)"": ""WVWZZZ1FZ7V027699"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""31.10.2023""}"
