Id,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Årsavgift,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2utslipp,AntallSeter,Karosseri,AntallDører,AntallEiere,Avgiftsklasse,Maksimaltilhengervekt,SalePrice
180,339440883,2008,245000,Manuell,Diesel,3074,Svart,Forhjulsdrift,109,1.6,1122,119,4,Sedan,2,18,Personbil,625,20000
181,330008385,2006,361573,Manuell,Bensin,1845,Blå,Firehjulsdrift,177,2.4,1685,266,5,Stasjonsvogn,5,5,Personbil,1700,19845
182,338132295,2003,303155,Manuell,Diesel,1845,Grå,Forhjulsdrift,131,1.9,1450,154,5,Stasjonsvogn,4,5,Personbil,1600,16845
183,335773130,2007,135550,Manuell,Diesel,0,Svart,Forhjulsdrift,105,1.9,1420,138,5,Sedan,4,4,Personbil,1400,17999
184,338931478,2006,188132,Manuell,Diesel,0,Grå,Forhjulsdrift,109,1.6,1492,148,5,Stasjonsvogn,5,4,Personbil,1300,19845
185,336170012,2008,175000,Manuell,Diesel,1845,Blå,Forhjulsdrift,110,1.7,1350,145,5,Stasjonsvogn,5,4,Personbil,1400,17845
186,338651261,2009,343700,Manuell,Diesel,0,Grå,Forhjulsdrift,120,1.9,1640,149,5,Stasjonsvogn,5,3,Personbil,1500,17500
187,338562717,2011,230000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.6,1344,122,5,Stasjonsvogn,4,4,Personbil,1400,16845
188,338528239,2006,236600,Manuell,Diesel,0,Sølv,Forhjulsdrift,105,1.9,1642,160,5,Flerbruksbil,5,2,Personbil,1500,19900
189,338288601,2004,103000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,75,1.4,1322,166,5,KombiFemDørs,4,8,Personbil,1000,16845
190,337974043,2007,193624,Manuell,Diesel,1845,Grå,Forhjulsdrift,110,1.7,1310,146,5,KombiFemDørs,5,2,Personbil,1400,19845
191,337938361,2004,350000,Manuell,Diesel,1845,Grå,Forhjulsdrift,136,2,1387,148,5,Sedan,4,7,Personbil,1500,15845
192,337842234,2006,268000,Manuell,Bensin,1845,Grå,Forhjulsdrift,80,1.4,1185,168,5,KombiFemDørs,5,1,Personbil,1000,19990
193,337845573,2004,163326,Manuell,Diesel,1845,Gull,Bakhjulsdrift,82,2,1250,128,5,Flerbruksbil,5,4,Personbil,1000,16845
194,337819011,2007,195433,Manuell,Bensin,1845,Sølv,Forhjulsdrift,98,1.6,1695,163,5,Sedan,4,6,Personbil,1200,19845
195,327678481,2008,269800,Manuell,Diesel,1777,Svart,Firehjulsdrift,140,2,1609,182,5,Stasjonsvogn,5,5,Personbil,2000,19127
196,337590305,2004,148575,Manuell,Bensin,1845,Rød,Forhjulsdrift,87,1.6,1275,180,5,Flerbruksbil,4,4,Personbil,1200,16845
197,337526382,2008,235000,Manuell,Bensin,1845,Svart,Forhjulsdrift,69,1.2,1125,140,5,KombiFemDørs,5,6,Personbil,800,19845
198,337524612,2011,282000,Manuell,Diesel,1845,Hvit,Forhjulsdrift,116,1.6,1570,114,5,Stasjonsvogn,4,4,Personbil,1600,19845
199,337463797,2004,183741,Manuell,Bensin,1845,Rød,Forhjulsdrift,75,1.4,1324,166,5,KombiFemDørs,4,6,Personbil,1000,15845
200,337350332,2002,194000,Manuell,Bensin,3074,Blå,Forhjulsdrift,97,1.4,1160,159,5,KombiFemDørs,5,6,Personbil,1000,18074
201,337263224,2006,224000,Manuell,Diesel,0,Blå,Forhjulsdrift,116,2,1505,159,5,KombiFemDørs,4,5,Personbil,1800,19000
202,323443711,2008,310000,Automat,Diesel,1845,Svart,Bakhjulsdrift,170,2.1,1735,194,5,Stasjonsvogn,5,2,Personbil,2100,16995
203,336595754,2007,202718,Manuell,Bensin,1845,Svart,Forhjulsdrift,125,1.8,1383,177,5,Stasjonsvogn,4,6,Personbil,1300,15845
204,336495286,2012,160000,Manuell,Diesel,0,Grå,Forhjulsdrift,129,2.2,1657,135,5,Stasjonsvogn,4,4,Personbil,1400,20000
205,335514299,2006,320000,Automat,Diesel,0,Svart,Firehjulsdrift,224,3,1825,232,5,Stasjonsvogn,4,7,Personbil,1900,20000
206,318481848,2004,322290,Manuell,Diesel,1777,Sølv,Firehjulsdrift,150,2,1745,191,5,SUVOffroad,5,6,Personbil,1700,16777
207,335242119,2004,178299,Manuell,Bensin,1800,Grå,Forhjulsdrift,84,1.3,1005,154,5,Stasjonsvogn,5,5,Personbil,900,20000
208,334939893,2009,238444,Manuell,Diesel,0,Sølv,Forhjulsdrift,109,1.6,1503,149,5,Sedan,4,4,Personbil,1370,18000
209,328344451,2006,243000,Automat,Diesel,1777,Grå,Forhjulsdrift,150,1.9,1615,204,5,Stasjonsvogn,5,5,Personbil,1800,15777
210,333435153,2014,290000,Automat,Diesel,0,Hvit,Forhjulsdrift,90,1.6,1410,122,3,Stasjonsvogn,5,5,Varebil,990,20000
211,332073874,2007,176195,Manuell,Diesel,1777,Grå,Forhjulsdrift,126,2,1465,155,5,Stasjonsvogn,4,4,Personbil,1300,19000
212,330298881,2008,148000,Manuell,Diesel,1777,Grå,Firehjulsdrift,109,1.6,1411,132,5,Sedan,4,5,Personbil,1300,16777
213,321571489,2009,220700,Manuell,Bensin,1777,Blå,Forhjulsdrift,69,1,980,127,5,KombiFemDørs,4,5,Personbil,750,19999
214,313220187,2009,266100,Manuell,Diesel,0,Grå,Forhjulsdrift,90,1.6,1517,128,5,Stasjonsvogn,4,3,Personbil,1400,19000
215,341013373,2004,119500,Manuell,Bensin,1885,Sølv,Forhjulsdrift,101,1.6,1113,156,5,KombiFemDørs,5,9,Personbil,900,20885
216,341441693,2003,184000,Manuell,Bensin,1845,Beige,Forhjulsdrift,105,1.6,1380,168,5,Stasjonsvogn,4,3,Personbil,1200,21795
217,341457800,2004,105056,Manuell,Bensin,3074,Svart,Bakhjulsdrift,102,1.6,1040,172,5,Flerbruksbil,5,3,Personbil,1000,21074
218,338672306,2010,217000,Manuell,Diesel,1845,Hvit,Forhjulsdrift,109,1.6,1282,115,5,KombiFemDørs,5,6,Personbil,1300,21845
219,341442953,2008,235000,Automat,Diesel,1845,Grå,Forhjulsdrift,109,2,1395,148,5,KombiFemDørs,4,6,Personbil,1500,24845
220,341435674,2003,202000,Manuell,Bensin,1845,Grønn,Forhjulsdrift,98,1.4,1165,161,5,KombiFemDørs,5,4,Personbil,1300,20845
221,341409966,2010,219417,Manuell,Diesel,1845,Grå,Forhjulsdrift,105,1.6,1380,119,5,Stasjonsvogn,4,5,Personbil,1400,21845
222,341404512,2006,204354,Manuell,Bensin,1845,Svart,Forhjulsdrift,102,1.6,1349,178,5,KombiFemDørs,4,5,Personbil,1200,20845
223,247217669,2007,273000,Automat,Diesel,1729,Svart,Forhjulsdrift,150,1.9,1615,204,5,Stasjonsvogn,5,3,Personbil,1800,24729
224,341367312,2010,237300,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.6,1465,119,5,Stasjonsvogn,5,2,Personbil,1400,21845
225,311373675,2008,201412,Manuell,Diesel,1777,Svart,Forhjulsdrift,101,1.9,1428,154,5,KombiFemDørs,5,5,Personbil,1400,25000
226,341356683,2005,299043,Manuell,Diesel,1845,Blå,Forhjulsdrift,101,1.9,1613,165,7,Stasjonsvogn,5,6,Personbil,1200,20345
227,340665725,2007,188000,Manuell,Diesel,1845,Svart,Firehjulsdrift,129,1.9,1590,205,5,SUVOffroad,5,7,Personbil,2000,21345
228,341039959,2008,280000,Manuell,Diesel,1845,Svart,Forhjulsdrift,116,2,1576,156,5,Stasjonsvogn,4,8,Personbil,1800,22845
229,341287539,2003,388000,Automat,Bensin,1845,Grå,Firehjulsdrift,209,2.5,2186,287,7,SUVOffroad,5,11,Personbil,2250,22845
230,341274751,2008,177000,Manuell,Diesel,1845,Hvit,Forhjulsdrift,140,2,1470,149,5,Stasjonsvogn,5,3,Personbil,1600,22845
231,341265493,2002,110449,Automat,Bensin,3074,Grønn,Forhjulsdrift,75,1.2,960,149,5,KombiFemDørs,5,6,Personbil,1000,20074
232,341221021,2007,190454,Manuell,Bensin,1845,Svart,Forhjulsdrift,102,1.6,1435,186,5,Stasjonsvogn,4,10,Personbil,1200,23900
233,341196126,2003,255000,Manuell,Diesel,3074,Sølv,Forhjulsdrift,75,1.4,1100,129,4,Coupe,2,12,Personbil,650,24974
234,341194515,2010,98900,Manuell,Diesel,0,Sølv,Forhjulsdrift,75,1.6,1210,107,5,KombiFemDørs,5,5,Personbil,750,23500
235,341189328,2006,151000,Manuell,Bensin,1845,Grå,Firehjulsdrift,106,1.6,1445,210,4,SUVOffroad,2,9,Personbil,1600,21845
236,340704884,2012,179629,Manuell,Diesel,1845,Rød,Forhjulsdrift,68,1.4,1050,98,5,KombiFemDørs,5,5,Personbil,675,21845
237,341174425,2010,169900,Manuell,Diesel,1845,Rød,Forhjulsdrift,90,1.6,1280,125,5,KombiFemDørs,4,4,Personbil,1560,25000
238,339149849,2005,305000,Manuell,Bensin,1845,Blå,Firehjulsdrift,125,2,1435,204,5,Flerbruksbil,4,5,Personbil,1500,25000
239,341153927,2009,258504,Manuell,Diesel,1845,Grå,Forhjulsdrift,109,1.6,1425,137,5,KombiFemDørs,5,4,Personbil,1300,23845
240,341155525,2009,266300,Automat,Diesel,1845,Svart,Forhjulsdrift,140,2,1594,165,5,Stasjonsvogn,5,8,Personbil,1800,23845
241,341151871,2005,341000,Manuell,Bensin,1845,Svart,Bakhjulsdrift,177,2.5,1545,205,5,Sedan,4,5,Personbil,1600,20845
242,341136200,2002,301400,Manuell,Bensin,1845,Sølv,Forhjulsdrift,110,1.6,1235,176,5,Stasjonsvogn,4,5,Personbil,1300,25000
243,341134399,2005,318000,Automat,Bensin,1845,Svart,Bakhjulsdrift,177,2.5,1490,224,5,Sedan,4,8,Personbil,1800,25000
244,341134258,2008,395000,Manuell,Diesel,1231,Hvit,Forhjulsdrift,102,1.9,1825,199,3,Kasse,5,12,Varebil,2200,21230
245,341127668,2005,204000,Manuell,Bensin,0,Grå,Forhjulsdrift,125,1.8,1374,174,5,Stasjonsvogn,4,6,Personbil,1300,25000
246,341094524,2005,350000,Manuell,Diesel,1845,Svart,Firehjulsdrift,116,2,1370,190,5,SUVOffroad,4,8,Personbil,1500,24845
247,341063592,2008,218000,Automat,Diesel,1845,Hvit,Forhjulsdrift,90,1.4,1060,119,5,KombiFemDørs,5,5,Personbil,950,24845
248,340634556,2005,168700,Manuell,Bensin,1845,Sølv,Forhjulsdrift,116,1.6,1150,166,4,KombiTredørs,2,3,Personbil,650,24990
249,339395259,2007,171000,Manuell,Bensin,1845,Grå,Forhjulsdrift,105,1.6,1250,162,5,Sedan,4,10,Personbil,1200,24695
250,341035644,2012,190000,Manuell,Bensin,1845,Rød,Forhjulsdrift,69,1.2,992,113,4,KombiTredørs,3,6,Personbil,800,21845
251,341033884,2008,244000,Manuell,Diesel,1845,Blå,Firehjulsdrift,140,2,1609,182,5,Stasjonsvogn,5,5,Personbil,2000,21845
252,341034854,2007,165000,Manuell,Diesel,1231,Grå,Firehjulsdrift,75,1.6,1385,150,2,Kasse,4,3,Varebil,1100,21231
253,340998691,2002,222738,Manuell,Bensin,1845,Sølv,Forhjulsdrift,68,1,890,137,5,KombiFemDørs,4,5,Personbil,650,21845
254,340997652,2009,193000,Manuell,Diesel,0,Grå,Forhjulsdrift,101,1.7,1365,138,5,Sedan,4,10,Personbil,1400,24500
255,340993598,2005,158200,Manuell,Diesel,1845,Grå,Forhjulsdrift,82,1.5,1270,117,5,KombiFemDørs,4,7,Personbil,1300,20845
256,336654902,2005,163126,Manuell,Bensin,1845,Sølv,Forhjulsdrift,129,1.8,1275,171,5,KombiFemDørs,5,3,Personbil,1300,23845
257,340967798,2004,330000,Automat,Bensin,1845,Sølv,Bakhjulsdrift,143,1.8,1555,209,5,Stasjonsvogn,5,5,Personbil,1500,21845
258,334246417,2010,200000,Automat,Diesel,1777,Svart,Forhjulsdrift,109,1.6,1539,135,7,Flerbruksbil,5,8,Personbil,1180,23077
259,325445491,2002,142000,Manuell,Bensin,1777,Svart,Forhjulsdrift,75,1.4,1159,168,4,KombiTredørs,2,5,Personbil,1000,25000
260,340904443,2007,222394,Manuell,Diesel,1845,Svart,Forhjulsdrift,109,1.6,1341,132,5,Stasjonsvogn,4,8,Personbil,1300,21845
261,336436365,2006,135450,Manuell,Bensin,0,Blå,Forhjulsdrift,95,1.3,1045,143,5,KombiFemDørs,4,6,Personbil,1000,24000
262,242902535,2001,362195,Automat,Bensin,1707,Blå,Forhjulsdrift,250,2.3,1500,246,5,Sedan,4,8,Personbil,1600,21707
263,340757072,2009,372000,Manuell,Diesel,0,Svart,Forhjulsdrift,175,2.2,1802,174,7,Stasjonsvogn,4,8,Personbil,1800,25000
264,340747648,2005,69700,Manuell,Bensin,1845,Grå,Forhjulsdrift,94,1.4,1245,171,5,KombiFemDørs,4,4,Personbil,1200,25000
265,340715778,2008,328278,Manuell,Diesel,1845,Svart,Forhjulsdrift,126,2,1465,155,5,Stasjonsvogn,5,5,Personbil,1300,23845
266,340676053,2007,207000,Manuell,Diesel,1845,Grå,Bakhjulsdrift,131,2,1576,156,5,Stasjonsvogn,4,5,Personbil,1800,21845
267,330560477,2002,230000,Automat,Diesel,1777,Blå,Bakhjulsdrift,177,2.7,1620,180,5,Sedan,4,10,Personbil,1900,21777
268,340637139,2006,221150,Manuell,Diesel,1845,Brun,Forhjulsdrift,86,1.5,1240,135,5,Sedan,4,5,Personbil,900,20845
269,340608336,2009,211648,Manuell,Diesel,1845,Svart,Forhjulsdrift,140,2,1497,156,5,Stasjonsvogn,5,3,Personbil,1800,21845
270,340612612,2011,87900,Manuell,Bensin,3074,Beige,Forhjulsdrift,69,1.2,1095,128,5,KombiFemDørs,4,7,Personbil,800,21574
271,340610197,2006,191500,Manuell,Bensin,1874,Blå,Forhjulsdrift,83,1.3,1114,139,5,KombiFemDørs,4,7,Personbil,1200,21874
272,340497162,2006,133869,Manuell,Bensin,1845,Grå,Forhjulsdrift,125,1.7,1550,183,5,Sedan,4,6,Personbil,1600,24845
273,339389306,2008,246900,Automat,Diesel,1845,Sølv,Forhjulsdrift,105,1.9,1613,167,5,Flerbruksbil,5,5,Personbil,1500,24845
274,340290090,2006,351000,Manuell,Diesel,1845,Svart,Forhjulsdrift,140,2,1510,158,5,Stasjonsvogn,5,8,Personbil,1800,21845
275,340268576,2006,203785,Manuell,Diesel,1845,Sølv,Forhjulsdrift,116,2,1440,158,5,KombiFemDørs,4,6,Personbil,1300,21845
276,340268214,2008,273000,Manuell,Diesel,1231,Grå,Forhjulsdrift,90,1.6,1433,153,3,Stasjonsvogn,4,2,Varebil,1125,22731
277,340167365,2006,161500,Manuell,Bensin,1845,Grå,Forhjulsdrift,125,1.7,1550,183,5,KombiFemDørs,4,5,Personbil,1600,21845
278,337746245,2006,306000,Manuell,Diesel,1845,Grå,Forhjulsdrift,140,2,1783,172,5,Stasjonsvogn,4,6,Personbil,1600,20345
279,332824827,2008,280000,Manuell,Diesel,1777,Rød,Forhjulsdrift,131,2,1576,156,5,Stasjonsvogn,4,5,Personbil,1800,22677
280,339877885,2008,344809,Manuell,Diesel,1845,Svart,Firehjulsdrift,126,2.4,1622,172,5,Stasjonsvogn,5,5,Personbil,1800,20345
281,339871603,2007,225000,Manuell,Bensin,1845,Svart,Bakhjulsdrift,129,2,1435,175,5,Sedan,4,6,Personbil,1250,23845
282,339860328,2002,200000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,116,1.8,1293,177,5,Sedan,4,10,Personbil,1500,22000
283,339837633,2010,180400,Manuell,Diesel,0,Grønn,Firehjulsdrift,147,2,1625,170,5,SUVOffroad,4,5,Personbil,2000,22000
284,339627712,2003,270000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,116,2,1630,191,7,Annet,4,4,Personbil,1600,22845
285,339581887,2008,299000,Manuell,Diesel,0,Svart,Bakhjulsdrift,136,2,1580,125,5,Stasjonsvogn,4,5,Personbil,1600,23000
286,339204541,2004,351000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,116,2,1440,158,5,Stasjonsvogn,4,9,Personbil,1300,24845
287,339464769,2011,177633,Automat,Diesel,1845,Svart,Forhjulsdrift,111,1.6,1615,120,5,Stasjonsvogn,4,7,Personbil,1300,25000
288,339404030,2008,280807,Manuell,Diesel,1845,Svart,Forhjulsdrift,90,1.6,1470,125,5,KombiFemDørs,4,8,Personbil,1400,24900
289,339307989,2006,156600,Manuell,Bensin,1845,Sølv,Firehjulsdrift,105,1.5,1340,191,5,SUVOffroad,5,2,Personbil,1350,25000
290,339056881,2008,243000,Automat,Bensin,1845,Grå,Firehjulsdrift,107,1.5,1400,177,5,KombiFemDørs,5,3,Personbil,1200,23845
291,338513857,2012,146800,Manuell,Bensin,4672,Svart,Forhjulsdrift,101,1,1072,99,5,KombiFemDørs,5,5,Personbil,900,24672
292,338809925,2009,214000,Manuell,Diesel,1845,Svart,Forhjulsdrift,80,1.4,1140,109,5,Stasjonsvogn,5,5,Personbil,800,22845
293,338615231,2006,114500,Manuell,Bensin,1845,Grå,Forhjulsdrift,58,1.1,1010,143,5,KombiFemDørs,4,11,Personbil,1100,24900
294,338590675,2008,326735,Automat,Bensin,1845,Svart,Forhjulsdrift,185,2.3,1580,246,5,Stasjonsvogn,5,5,Personbil,1800,21845
295,280328460,2007,212180,Manuell,Diesel,1845,Grå,Firehjulsdrift,140,2,1560,178,5,Stasjonsvogn,5,6,Personbil,1600,20845
296,338392785,2005,185000,Manuell,Bensin,1777,Rød,Bakhjulsdrift,116,1.7,1165,157,5,Flerbruksbil,5,7,Personbil,1300,21777
297,338203988,2011,220000,Manuell,Diesel,1845,Svart,Forhjulsdrift,116,1.6,1424,109,5,Stasjonsvogn,4,4,Personbil,1200,24845
298,338155005,2008,262200,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.9,1552,137,5,Stasjonsvogn,5,6,Personbil,1200,24900
299,338039143,2009,262000,Manuell,Diesel,0,Svart,Forhjulsdrift,90,1.6,1415,153,2,Kasse,5,10,Varebil,950,23000
300,338006501,2008,190000,Manuell,Diesel,1845,Sølv,Firehjulsdrift,167,2,1660,212,7,SUVOffroad,5,5,Personbil,2000,23845
301,337838393,2003,236000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,105,1.6,1170,168,5,KombiFemDørs,5,3,Personbil,1200,21845
302,337601442,2008,232574,Manuell,Diesel,1845,Grå,Forhjulsdrift,150,1.9,1375,159,5,Stasjonsvogn,5,5,Personbil,1400,25000
303,337605186,2009,180865,Automat,Diesel,1845,Svart,Forhjulsdrift,140,2,1830,186,7,KombiFemDørs,4,4,Personbil,1292,21845
304,337468599,2005,158000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,82,2,1250,128,5,KombiFemDørs,4,1,Personbil,1000,24845
305,337440208,2011,278900,Manuell,Diesel,1845,Svart,Forhjulsdrift,116,2,1645,139,5,Stasjonsvogn,4,2,Personbil,1800,25000
306,337316677,2009,321250,Manuell,Diesel,1845,Svart,Forhjulsdrift,110,2,1730,159,5,Stasjonsvogn,4,7,Personbil,1600,21845
307,337208088,2010,266000,Manuell,Diesel,1845,Svart,Firehjulsdrift,140,2,1596,159,5,Stasjonsvogn,5,2,Personbil,2000,22845
308,335791344,2006,163000,Manuell,Diesel,1777,Svart,Forhjulsdrift,68,1.4,1123,115,5,KombiFemDørs,4,8,Personbil,1160,23777
309,336571247,2007,273443,Manuell,Diesel,1845,Svart,Forhjulsdrift,109,1.6,1357,127,5,KombiFemDørs,5,9,Personbil,1300,21845
310,335420458,2008,172524,Manuell,Diesel,0,Svart,Forhjulsdrift,116,2,1557,156,5,Sedan,4,4,Personbil,1800,21999
311,330069265,2006,192000,Automat,Diesel,1186,Blå,Forhjulsdrift,120,1.9,1586,194,2,Stasjonsvogn,5,5,Varebil,1400,21186
312,332476808,2002,135000,Manuell,Bensin,1777,Grå,Forhjulsdrift,116,1.7,1290,182,5,KombiFemDørs,5,7,Personbil,1500,21777
313,330799358,2007,236600,Manuell,Bensin,0,Svart,Forhjulsdrift,102,1.6,1530,190,5,Stasjonsvogn,5,2,Personbil,1300,22500
314,341480270,2010,169680,Manuell,Diesel,3074,Sølv,Forhjulsdrift,68,1.4,1030,110,5,KombiFemDørs,5,12,Personbil,750,27074
315,341470836,2008,227500,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.9,1395,135,5,KombiFemDørs,4,6,Personbil,1400,29845
316,341466751,2008,152500,Manuell,Bensin,1845,Blå,Forhjulsdrift,75,1.1,1090,139,5,KombiFemDørs,5,2,Personbil,1200,29000
317,341457727,2010,277000,Manuell,Diesel,1845,Grå,Forhjulsdrift,105,1.9,1603,144,7,Flerbruksbil,5,12,Personbil,1200,26845
318,339711197,2007,210000,Manuell,Diesel,1845,Svart,Forhjulsdrift,109,1.6,1373,129,4,KombiTredørs,2,11,Personbil,1300,29845
319,341442015,2001,403000,Automat,Bensin,1845,Svart,Forhjulsdrift,179,2,1564,248,5,Stasjonsvogn,5,12,Personbil,1800,26845
320,341439786,2006,209610,Manuell,Bensin,1845,Grå,Bakhjulsdrift,116,1.6,1320,181,5,KombiFemDørs,4,10,Personbil,1200,26845
321,341383398,2008,265920,Manuell,Diesel,1845,Grå,Forhjulsdrift,90,1.4,1275,128,5,Sedan,4,2,Personbil,1000,26845
322,341406654,2008,270000,Manuell,Diesel,1845,Rød,Forhjulsdrift,109,1.6,1362,129,4,Coupe,2,19,Personbil,1300,26845
323,335325117,2007,238360,Manuell,Diesel,1845,Svart,Forhjulsdrift,116,1.9,1450,157,5,Stasjonsvogn,5,4,Personbil,1500,26845
324,341404185,2008,179026,Manuell,Diesel,1845,Grå,Forhjulsdrift,109,1.6,1426,140,5,Stasjonsvogn,5,2,Personbil,1300,26845
325,341386894,2005,229000,Manuell,Diesel,1845,Grå,Forhjulsdrift,105,1.9,1686,162,7,Flerbruksbil,5,8,Personbil,1500,27845
326,333159631,2009,203500,Manuell,Bensin,1777,Svart,Forhjulsdrift,160,1.8,1470,172,5,Stasjonsvogn,5,5,Personbil,1300,29900
327,341345167,2005,145780,Manuell,Diesel,1845,Svart,Forhjulsdrift,90,1.4,1205,128,5,KombiFemDørs,5,6,Personbil,1000,26845
328,341317188,2012,214000,Manuell,Bensin,1845,Brun,Forhjulsdrift,105,1.2,1265,149,5,SUVOffroad,5,1,Personbil,1200,26845
329,341316351,2011,218000,Automat,Bensin,1845,Grå,Firehjulsdrift,167,2.5,1533,194,5,Stasjonsvogn,5,6,Personbil,1800,26845
330,340854682,2004,232486,Manuell,Bensin,3074,Blå,Forhjulsdrift,110,1.6,1155,168,5,KombiFemDørs,5,2,Personbil,1300,28074
331,341054216,2009,210900,Manuell,Diesel,1845,Blå,Forhjulsdrift,109,1.6,1537,150,5,Stasjonsvogn,5,6,Personbil,1300,26845
332,341237280,2009,173000,Manuell,Bensin,1845,Svart,Forhjulsdrift,80,1.2,1159,139,5,KombiFemDørs,4,6,Personbil,850,29845
333,341229479,2010,183900,Manuell,Bensin,1748,Grå,Forhjulsdrift,86,1.2,1159,124,5,KombiFemDørs,4,5,Personbil,850,26748
334,341178614,2004,143500,Manuell,Bensin,1845,Blå,Forhjulsdrift,109,1.6,1251,175,5,Flerbruksbil,5,7,Personbil,1100,28845
335,341126687,2003,179000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,110,1.6,1155,168,5,KombiFemDørs,5,2,Personbil,1300,27845
336,340152181,2006,222900,Manuell,Diesel,1845,Sølv,Bakhjulsdrift,190,2,1385,150,5,KombiFemDørs,4,11,Personbil,1200,29900
337,341116135,2007,188300,Automat,Diesel,1845,Svart,Forhjulsdrift,109,2,1395,157,5,KombiFemDørs,5,3,Personbil,1500,26845
338,341111141,2003,341000,Automat,Diesel,0,Grå,Firehjulsdrift,184,2.9,2095,259,5,SUVOffroad,4,5,Personbil,2300,29000
339,341087426,2004,198500,Manuell,Bensin,1845,Beige,Firehjulsdrift,106,1.6,1325,180,5,KombiFemDørs,4,4,Personbil,1200,25345
340,274813431,2005,194000,Manuell,Bensin,0,Sølv,Forhjulsdrift,110,1.6,1245,172,5,Sedan,4,2,Personbil,1300,30000
341,341040331,2010,171375,Manuell,Diesel,1845,Sølv,Forhjulsdrift,103,1.5,1203,136,5,Flerbruksbil,5,5,Personbil,900,29845
342,341027535,2005,349000,Automat,Diesel,0,Grønn,Forhjulsdrift,131,1.9,1663,194,5,Sedan,5,1,Personbil,1600,29900
343,341025676,2008,176200,Manuell,Diesel,1845,Blå,Forhjulsdrift,140,2,1545,149,5,Sedan,5,3,Personbil,1600,29900
344,340840018,2009,160883,Manuell,Diesel,1845,Blå,Forhjulsdrift,66,0,1425,130,5,Stasjonsvogn,5,2,Personbil,1150,29845
345,341006307,2008,211000,Manuell,Diesel,1845,Grå,Forhjulsdrift,105,1.9,1552,154,5,Stasjonsvogn,5,8,Personbil,1500,29845
346,340826708,2006,212500,Manuell,Diesel,1845,Svart,Forhjulsdrift,150,1.9,1525,159,5,Stasjonsvogn,5,3,Personbil,1500,26845
347,340922107,2009,213000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,110,2,1542,129,5,Stasjonsvogn,5,4,Personbil,1200,29845
348,340873151,2004,210000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,116,2,1440,158,5,Stasjonsvogn,5,2,Personbil,1300,27845
349,327989732,2007,192000,Manuell,Diesel,1777,Brun,Firehjulsdrift,140,2,1685,187,5,SUVOffroad,5,6,Personbil,1600,26777
350,339062624,2007,69250,Manuell,Diesel,1885,Rød,Forhjulsdrift,68,1.4,1063,119,5,KombiFemDørs,5,4,Personbil,750,26885
351,340879680,2009,210000,Manuell,Diesel,1845,Hvit,Firehjulsdrift,150,2,1645,156,5,Flerbruksbil,4,13,Personbil,1700,26845
352,340834387,2002,277000,Automat,Diesel,1845,Sølv,Bakhjulsdrift,150,2.1,1565,177,5,Sedan,4,8,Personbil,1900,29995
353,340868462,2008,186000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,102,1.6,1248,176,5,KombiFemDørs,4,5,Personbil,1200,27845
354,340856697,2006,283000,Manuell,Bensin,0,Grå,Firehjulsdrift,107,1.6,1265,173,5,KombiFemDørs,4,16,Personbil,1200,28000
355,340148376,2007,277000,Manuell,Diesel,1845,Blå,Forhjulsdrift,125,1.8,1565,156,5,Stasjonsvogn,4,5,Personbil,1600,29845
356,314462073,2005,275000,Manuell,Bensin,1777,Blå,Forhjulsdrift,155,2,1349,190,5,Sedan,4,4,Personbil,1500,29277
357,340720175,2008,170000,Manuell,Diesel,1845,Hvit,Forhjulsdrift,90,1.6,1316,120,5,KombiFemDørs,5,4,Personbil,1150,26845
358,340502642,2004,200000,Manuell,Bensin,1845,Beige,Forhjulsdrift,95,1.5,1195,148,5,KombiTredørs,2,8,Personbil,1000,26845
359,340601407,2013,220055,Manuell,Diesel,1476,Hvit,Forhjulsdrift,75,1.6,1304,133,3,Kasse,4,3,Varebil,760,26476
360,331653721,2006,189000,Manuell,Bensin,0,Svart,Forhjulsdrift,102,1.6,1308,187,5,Flerbruksbil,5,8,Personbil,1200,30000
361,340134254,2008,299950,Automat,Diesel,1845,Hvit,Firehjulsdrift,177,2,1825,178,5,SUVOffroad,4,27,Personbil,2000,26845
362,340553202,2004,113000,Manuell,Bensin,0,Grå,Forhjulsdrift,65,1,910,134,5,KombiFemDørs,4,6,Personbil,650,29900
363,340405217,2006,299000,Manuell,Bensin,1845,Grønn,Forhjulsdrift,110,1.6,1295,173,5,Stasjonsvogn,4,7,Personbil,1300,26845
364,340397148,2003,240000,Automat,Diesel,1845,Sølv,Forhjulsdrift,154,2.1,1946,224,7,Kasse,4,1,Personbil,2000,26845
