Id,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Årsavgift,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2utslipp,AntallSeter,Karosseri,AntallDører,AntallEiere,Avgiftsklasse,Maksimaltilhengervekt,SalePrice
365,340332308,2004,116000,Manuell,Bensin,0,Grønn,Forhjulsdrift,98,1.5,1265,160,5,KombiFemDørs,4,4,Personbil,1000,30000
366,340356962,2012,230550,Manuell,Diesel,1231,Hvit,Forhjulsdrift,75,1.6,1429,147,3,Kasse,5,3,Varebil,750,28422
367,340343800,2009,256499,Manuell,Diesel,1845,Svart,Forhjulsdrift,136,2,1438,147,5,Stasjonsvogn,4,9,Personbil,1500,27845
368,340117947,2010,180000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,105,1.6,1377,109,5,Stasjonsvogn,5,1,Personbil,1400,26845
369,340250687,2014,125000,Manuell,Bensin,4305,Hvit,Forhjulsdrift,101,1,1201,109,5,KombiFemDørs,5,4,Personbil,1000,29305
370,340200861,2006,291000,Manuell,Bensin,1845,Grønn,Forhjulsdrift,129,1.8,1270,171,5,Sedan,4,5,Personbil,1300,27845
371,340130825,1999,213000,Manuell,Bensin,1845,Svart,Bakhjulsdrift,105,1.9,1285,187,5,Sedan,4,11,Personbil,1325,26845
372,340117569,2008,112600,Manuell,Diesel,0,Rød,Forhjulsdrift,80,1.4,1325,137,5,Flerbruksbil,5,3,Personbil,1000,29900
373,340030293,2008,278000,Manuell,Diesel,1231,Grå,Forhjulsdrift,102,1.9,1825,208,3,Kasse,5,12,Varebil,2200,29231
374,337377363,2004,345000,Manuell,Diesel,1845,Grå,Bakhjulsdrift,177,2.5,1675,187,5,Sedan,4,18,Personbil,2000,27845
375,340000368,2011,195000,Automat,Diesel,1845,Sølv,Forhjulsdrift,111,1.6,1540,120,5,Stasjonsvogn,5,3,Personbil,1300,26845
376,339941370,2005,190799,Manuell,Bensin,3074,Sølv,Forhjulsdrift,65,1.2,980,143,5,Annet,4,3,Personbil,800,27074
377,339870628,2010,198000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,68,1.4,1145,107,5,Coupe,4,7,Personbil,950,26845
378,330806984,2007,154624,Manuell,Bensin,1777,Rød,Bakhjulsdrift,95,1.5,1225,158,5,Flerbruksbil,5,4,Personbil,1000,28777
379,339834480,2006,223000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,105,1.9,1335,135,5,KombiFemDørs,4,9,Personbil,1400,29000
380,339793028,2005,138982,Manuell,Bensin,1845,Sølv,Forhjulsdrift,75,1.4,1326,166,5,KombiFemDørs,4,7,Personbil,1000,26845
381,339592503,2008,105000,Manuell,Bensin,3074,Svart,Forhjulsdrift,69,1.2,1016,138,5,KombiFemDørs,5,3,Personbil,800,29074
382,339700715,2009,213000,Manuell,Diesel,1845,Grå,Forhjulsdrift,105,1.9,1432,122,5,Stasjonsvogn,4,7,Personbil,1400,29845
383,339675323,2007,184100,Manuell,Diesel,1845,Svart,Firehjulsdrift,105,1.9,1389,158,5,KombiFemDørs,5,4,Personbil,1500,28845
384,336997896,2007,367550,Manuell,Diesel,1845,Svart,Forhjulsdrift,126,2,1465,155,5,Annet,4,8,Personbil,1300,26845
385,339606430,2005,431400,Manuell,Diesel,1845,Svart,Firehjulsdrift,150,2,1745,191,5,KombiFemDørs,4,7,Personbil,1700,26845
386,235592094,2004,179808,Manuell,Diesel,1707,Grå,Forhjulsdrift,140,2,1316,149,5,KombiFemDørs,5,2,Personbil,1400,26707
387,339459102,2001,358327,Automat,Bensin,1845,Gull,Firehjulsdrift,200,2.4,1666,274,5,Stasjonsvogn,5,12,Personbil,1800,26845
388,339217740,2008,185000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,136,2.2,1535,173,7,Flerbruksbil,5,5,Personbil,1300,27999
389,339382193,2007,268000,Manuell,Diesel,1231,Sølv,Forhjulsdrift,102,1.9,1825,199,3,Kasse,5,8,Varebil,2200,26231
390,339339827,2008,239000,Manuell,Bensin,1845,Svart,Forhjulsdrift,101,1.6,1259,164,5,Flerbruksbil,5,3,Personbil,1200,26745
391,339283448,2006,55200,Manuell,Bensin,3074,Grønn,Forhjulsdrift,75,1.1,1165,139,5,KombiFemDørs,4,1,Personbil,1200,29000
392,338954302,2009,312000,Manuell,Diesel,1231,Svart,Bakhjulsdrift,163,2.5,2040,225,3,Kasse,5,6,Varebil,2300,26931
393,338763515,2003,191900,Manuell,Bensin,1845,Sølv,Forhjulsdrift,129,1.8,1270,171,5,Sedan,4,6,Personbil,1300,29845
394,338750849,2013,192999,Manuell,Bensin,4672,Grå,Forhjulsdrift,65,1,1024,99,5,KombiFemDørs,5,7,Personbil,650,27672
395,316901358,2011,184220,Manuell,Diesel,1777,Sølv,Firehjulsdrift,150,2,1557,161,5,Stasjonsvogn,5,4,Personbil,1700,29000
396,338635610,2008,246769,Manuell,Diesel,1231,Svart,Forhjulsdrift,105,1.9,1455,161,2,Kasse,5,6,Varebil,1500,29731
397,338629806,2010,390000,Manuell,Diesel,0,Hvit,Forhjulsdrift,114,2,1800,215,3,Coupe,3,8,Varebil,2000,29000
398,338609572,2009,161400,Manuell,Diesel,1845,Rød,Forhjulsdrift,68,1.4,1105,110,5,KombiFemDørs,5,2,Personbil,750,29900
399,337603863,2000,89000,Manuell,Bensin,0,Blå,Forhjulsdrift,75,1.4,950,162,5,KombiFemDørs,5,8,Personbil,1000,29000
400,338523667,2008,200000,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.9,1477,154,5,Stasjonsvogn,5,5,Personbil,1500,28845
401,338406501,2008,464580,Automat,Diesel,1845,Grå,Bakhjulsdrift,136,2.1,1735,187,5,Stasjonsvogn,5,12,Personbil,2100,26845
402,338377450,2011,189200,Manuell,Diesel,1845,Hvit,Forhjulsdrift,111,1.6,1165,118,5,KombiTredørs,2,5,Personbil,1150,29845
403,338340447,2007,106000,Manuell,Diesel,1845,Blå,Forhjulsdrift,121,2,1430,158,5,Stasjonsvogn,4,1,Personbil,1000,29845
404,338345595,2004,166000,Manuell,Bensin,1845,Grønn,Forhjulsdrift,65,1,910,134,5,KombiFemDørs,5,10,Personbil,650,29900
405,338302534,2009,340000,Automat,Diesel,1845,Grå,Forhjulsdrift,163,2.4,1697,199,5,Stasjonsvogn,5,6,Personbil,1800,26845
406,338296363,2008,129000,Manuell,Diesel,1845,Rød,Forhjulsdrift,75,1.3,935,113,4,KombiFemDørs,4,6,Personbil,900,29845
407,338225534,2003,272000,Automat,Diesel,1845,Grønn,Forhjulsdrift,131,1.9,1613,192,5,KombiFemDørs,4,12,Personbil,1600,29845
408,338201682,2007,312900,Automat,Bensin,1845,Grå,Forhjulsdrift,179,2,1631,237,5,Stasjonsvogn,5,9,Personbil,1600,26845
409,323426906,2011,86600,Manuell,Bensin,0,Sølv,Forhjulsdrift,84,1.2,910,108,5,KombiFemDørs,4,7,Personbil,800,30000
410,333412341,2013,87000,Manuell,Bensin,4147,Grå,Forhjulsdrift,101,1,1201,109,5,KombiFemDørs,4,13,Personbil,1000,27147
411,338026378,2002,156550,Automat,Diesel,1845,Sølv,Bakhjulsdrift,150,2,1430,185,5,Sedan,4,9,Personbil,1600,26845
412,337843445,2012,245377,Manuell,Diesel,1845,Svart,Forhjulsdrift,116,1.6,1570,114,5,Stasjonsvogn,4,5,Personbil,1600,29345
413,337700115,2009,280200,Manuell,Diesel,0,Sølv,Forhjulsdrift,105,1.9,1539,157,7,Flerbruksbil,5,6,Personbil,1500,29000
414,325991572,2007,299200,Manuell,Diesel,1777,Grå,Forhjulsdrift,126,2.4,1565,169,5,Sedan,4,10,Personbil,1600,26777
415,222203034,2012,566000,Automat,Diesel,3982,Sølv,Firehjulsdrift,140,2,1592,166,5,Stasjonsvogn,5,3,Personbil,2000,28982
416,337338494,2010,229433,Manuell,Diesel,1845,Grå,Forhjulsdrift,116,2,1576,139,5,Stasjonsvogn,5,4,Personbil,1200,29845
417,334779197,2008,157765,Manuell,Diesel,1845,Svart,Forhjulsdrift,121,2,1430,158,5,Stasjonsvogn,4,8,Personbil,1200,27845
418,336732663,2008,185938,Manuell,Diesel,1835,Svart,Forhjulsdrift,90,1.9,1326,135,5,KombiFemDørs,4,6,Personbil,1400,26835
419,336726071,2008,259046,Manuell,Diesel,1845,Blå,Forhjulsdrift,105,1.9,1552,137,5,Stasjonsvogn,5,6,Personbil,1200,26845
420,336343361,2005,330000,Automat,Bensin,1700,Svart,Firehjulsdrift,125,2,1450,200,5,Stasjonsvogn,4,7,Personbil,1500,29700
421,335416171,2009,206103,Automat,Bensin,1845,Grå,Forhjulsdrift,99,1.4,1063,146,5,KombiFemDørs,5,4,Personbil,800,26845
422,336197408,2008,158000,Manuell,Bensin,1800,Svart,Forhjulsdrift,83,1.3,1114,139,5,KombiFemDørs,4,4,Personbil,1200,29800
423,333595576,2009,142000,Manuell,Diesel,0,Grå,Forhjulsdrift,90,1.6,1490,153,2,Kasse,2,5,Varebil,1175,29000
424,330734964,2008,297000,Manuell,Diesel,1777,Svart,Forhjulsdrift,140,2,1675,161,7,Flerbruksbil,5,7,Personbil,1500,29777
425,329996169,2011,245000,Manuell,Diesel,1777,Svart,Forhjulsdrift,90,1.5,1325,115,5,Stasjonsvogn,4,6,Personbil,1300,29777
426,328495598,2010,177000,Manuell,Diesel,1777,Grå,Forhjulsdrift,120,1.9,1605,140,5,Stasjonsvogn,4,4,Personbil,1500,29777
427,316582432,2011,181209,Manuell,Bensin,0,Sølv,Forhjulsdrift,68,1,930,103,4,KombiFemDørs,4,4,Personbil,200,29000
428,315454245,2009,235900,Manuell,Diesel,1845,Grå,Forhjulsdrift,106,1.5,1490,140,7,Flerbruksbil,5,2,Personbil,1250,29900
429,341498999,2006,144000,Manuell,Bensin,1845,Rød,Forhjulsdrift,116,1.8,1470,190,7,Flerbruksbil,4,4,Personbil,1300,31845
430,341240527,2008,146584,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.9,1326,132,5,KombiFemDørs,5,8,Personbil,1400,31845
431,341475532,2008,225000,Manuell,Diesel,1845,Grå,Firehjulsdrift,140,2,1470,154,5,KombiFemDørs,5,9,Personbil,1600,34845
432,339868920,2007,189514,Manuell,Diesel,1231,Hvit,Forhjulsdrift,69,2.1,1400,167,2,Kasse,4,12,Varebil,1400,33231
433,341454617,2009,250180,Manuell,Diesel,1845,Grå,Forhjulsdrift,110,2,1730,159,5,Stasjonsvogn,4,6,Personbil,1600,31745
434,341448771,2009,285131,Manuell,Diesel,3074,Hvit,Forhjulsdrift,90,1.6,1100,110,5,KombiTredørs,2,13,Personbil,750,31074
435,341443943,2011,180000,Manuell,Diesel,1845,Grå,Forhjulsdrift,114,1.6,1305,114,5,Stasjonsvogn,5,2,Personbil,1300,33845
436,280865825,2004,317900,Automat,Diesel,1729,Svart,Bakhjulsdrift,177,2.7,1780,193,5,Stasjonsvogn,5,4,Personbil,2100,30229
437,341391741,2002,75000,Manuell,Bensin,1845,Blå,Firehjulsdrift,84,1.3,935,167,5,KombiFemDørs,5,3,Personbil,800,31845
438,341172288,2006,298000,Manuell,Diesel,1845,Svart,Firehjulsdrift,136,2.2,1585,173,5,SUVOffroad,5,5,Personbil,2000,31845
439,341358742,2009,315745,Automat,Diesel,1845,Grå,Forhjulsdrift,131,2,1658,182,5,Stasjonsvogn,5,8,Personbil,1600,30845
440,341353839,2007,184700,Manuell,Bensin,1845,Blå,Forhjulsdrift,97,1.4,1220,163,5,KombiFemDørs,5,1,Personbil,1000,34900
441,334713916,2005,260000,Automat,Bensin,1845,Beige,Firehjulsdrift,256,3.2,1680,262,5,Sedan,4,6,Personbil,1900,35000
442,341341203,2011,78700,Manuell,Bensin,1845,Hvit,Forhjulsdrift,69,1.2,994,113,4,KombiTredørs,3,2,Personbil,800,34900
443,341306747,2004,169799,Automat,Bensin,1845,Sølv,Forhjulsdrift,147,2,1360,221,5,Sedan,4,7,Personbil,1400,33845
444,341298493,2008,270000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,105,1.9,1614,158,7,Flerbruksbil,5,5,Personbil,1500,30845
445,341281953,2007,222000,Manuell,Diesel,1845,Grå,Forhjulsdrift,90,1.4,1205,128,5,KombiFemDørs,5,4,Personbil,1000,30845
446,341282917,2007,164000,Manuell,Diesel,1845,Svart,Forhjulsdrift,69,1.4,1230,129,5,KombiFemDørs,4,10,Personbil,800,34845
447,341281152,2009,152304,Manuell,Diesel,1845,Rød,Forhjulsdrift,109,1.6,1312,136,5,Stasjonsvogn,5,3,Personbil,1150,34845
448,341273519,2005,179875,Manuell,Bensin,1845,Grå,Forhjulsdrift,129,1.8,1295,172,5,Stasjonsvogn,4,9,Personbil,1300,30800
449,316626815,2013,277000,Manuell,Diesel,1422,Hvit,Firehjulsdrift,125,2.2,2078,252,3,Kasse,4,4,Varebil,2800,31422
450,341260483,2008,164000,Manuell,Bensin,3074,Svart,Forhjulsdrift,69,1.2,1082,142,5,KombiFemDørs,5,2,Personbil,700,33074
451,341088813,2002,297020,Manuell,Bensin,1845,Sølv,Firehjulsdrift,125,2,1345,229,5,Annet,4,4,Personbil,1500,31845
452,341233688,2012,299500,Manuell,Diesel,1476,Hvit,Forhjulsdrift,90,1.6,1320,129,3,Kasse,4,4,Varebil,940,35000
453,341224034,2012,172000,Automat,Diesel,4305,Hvit,Forhjulsdrift,140,2,1614,159,7,Flerbruksbil,5,3,Personbil,1800,34305
454,341226568,2010,154000,Manuell,Diesel,1845,Blå,Forhjulsdrift,90,1.6,1314,118,5,Annet,4,8,Personbil,1400,33845
455,339288019,2006,210000,Manuell,Diesel,1845,Blå,Firehjulsdrift,140,2,1745,184,5,Stasjonsvogn,5,7,Personbil,2000,34845
456,341221090,2006,282116,Manuell,Diesel,1845,Svart,Forhjulsdrift,126,2,1465,149,5,Stasjonsvogn,5,3,Personbil,1300,35000
457,341212792,2008,200836,Manuell,Diesel,1845,Svart,Forhjulsdrift,136,2.2,1535,173,7,KombiFemDørs,4,7,Personbil,1300,33845
458,341184225,2008,159660,Manuell,Diesel,1845,Sølv,Forhjulsdrift,109,1.6,1282,119,5,KombiFemDørs,5,7,Personbil,1300,31845
459,340171997,2006,285000,Manuell,Diesel,1845,Sølv,Firehjulsdrift,136,2.2,1600,203,5,SUVOffroad,4,11,Personbil,2000,31845
460,334871226,2004,178600,Manuell,Bensin,1845,Beige,Forhjulsdrift,75,1.4,1344,166,5,KombiFemDørs,5,6,Personbil,1000,35000
461,315832310,2013,102990,Manuell,Bensin,2961,Blå,Forhjulsdrift,82,1.2,975,104,5,KombiFemDørs,5,4,Personbil,1150,33961
462,313895114,2008,243600,Manuell,Diesel,1777,Sølv,Forhjulsdrift,105,1.9,1470,148,5,Flerbruksbil,5,7,Personbil,1400,31777
463,341078858,2008,186400,Manuell,Bensin,0,Rød,Forhjulsdrift,103,1.5,1035,140,5,KombiFemDørs,4,7,Personbil,900,35000
464,341054657,2007,201000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,102,1.6,1331,178,5,KombiFemDørs,4,12,Personbil,1200,33845
465,341022869,2008,230400,Manuell,Diesel,1845,Grå,Forhjulsdrift,90,1.6,1386,118,5,Stasjonsvogn,5,5,Personbil,1200,34900
466,341011039,2009,254740,Manuell,Diesel,1845,Svart,Firehjulsdrift,105,1.9,1549,158,5,Stasjonsvogn,4,1,Personbil,1500,34999
467,340365742,2012,179827,Manuell,Diesel,4305,Svart,Forhjulsdrift,114,1.6,1500,120,5,Stasjonsvogn,4,4,Personbil,1375,32305
468,340895004,2005,170100,Automat,Bensin,1845,Svart,Forhjulsdrift,109,1.6,1381,189,5,KombiFemDørs,4,5,Personbil,1200,33845
469,340899267,2007,106000,Manuell,Bensin,1231,Hvit,Forhjulsdrift,95,1.6,1345,205,2,Kasse,5,2,Varebil,830,35000
470,340886856,2006,180000,Manuell,Bensin,1845,Svart,Firehjulsdrift,150,2,1730,223,5,SUVOffroad,4,11,Personbil,1600,31845
471,340880854,2005,185000,Manuell,Bensin,1845,Grå,Forhjulsdrift,116,1.6,1476,175,5,Stasjonsvogn,4,6,Personbil,1200,33845
472,340418857,2008,193000,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.9,1320,135,5,KombiFemDørs,5,2,Personbil,1400,31845
473,340803891,2009,179580,Manuell,Bensin,1845,Gull,Forhjulsdrift,69,1,985,118,5,KombiFemDørs,4,7,Personbil,750,34845
474,340802901,2012,290000,Automat,Diesel,1835,Svart,Forhjulsdrift,116,2,1475,149,5,Flerbruksbil,5,3,Personbil,1500,31835
475,340801517,2009,151800,Manuell,Bensin,1845,Svart,Forhjulsdrift,105,1.4,1242,149,5,Stasjonsvogn,5,4,Personbil,1200,34845
476,340789030,2007,277992,Manuell,Diesel,1845,Blå,Forhjulsdrift,105,1.9,1489,140,5,Sedan,4,3,Personbil,1400,34845
477,340792404,2008,190560,Manuell,Bensin,3074,Svart,Forhjulsdrift,69,1.2,1125,140,5,KombiFemDørs,5,9,Personbil,800,31074
478,340706786,2009,187000,Manuell,Diesel,1845,Blå,Forhjulsdrift,109,1.6,1485,140,5,Sedan,4,2,Personbil,1370,35000
479,340696749,2012,147000,Manuell,Diesel,1476,Hvit,Forhjulsdrift,90,1.8,1438,159,2,Kasse,4,6,Varebil,1200,31476
480,340618572,2009,122000,Manuell,Diesel,1777,Blå,Forhjulsdrift,75,1.6,1118,110,5,KombiFemDørs,5,5,Personbil,750,34777
481,340610761,2010,230500,Manuell,Diesel,1845,Svart,Forhjulsdrift,116,2,1745,139,5,Stasjonsvogn,4,8,Personbil,1800,31845
482,340594023,2009,260000,Automat,Diesel,0,Grå,Forhjulsdrift,105,1.9,1355,144,5,KombiFemDørs,5,6,Personbil,1400,32000
483,340543716,2010,158000,Manuell,Diesel,1845,Blå,Forhjulsdrift,105,1.6,1377,109,5,Stasjonsvogn,5,3,Personbil,1400,30845
484,340582937,2012,108000,Manuell,Bensin,4672,Grå,Forhjulsdrift,69,1.2,997,119,5,KombiFemDørs,4,7,Personbil,800,34672
485,340569247,2008,242738,Manuell,Diesel,1845,Beige,Forhjulsdrift,105,1.9,1477,154,5,Stasjonsvogn,5,3,Personbil,1500,31845
486,340561413,2007,263000,Manuell,Diesel,1845,Grå,Forhjulsdrift,105,1.9,1310,135,5,KombiFemDørs,5,8,Personbil,1400,30845
487,339058056,2007,248000,Manuell,Diesel,1845,Grå,Forhjulsdrift,116,1.9,1540,153,5,Stasjonsvogn,4,16,Personbil,1400,31845
488,340211721,2002,316070,Automat,Diesel,1845,Blå,Bakhjulsdrift,150,2.1,1565,177,5,Sedan,4,12,Personbil,1900,34845
489,340408008,2009,94300,Manuell,Bensin,1845,Grå,Forhjulsdrift,73,1.4,1223,150,5,KombiFemDørs,4,11,Personbil,950,34845
490,339388842,2010,159550,Manuell,Diesel,1845,Blå,Forhjulsdrift,90,1.6,1314,118,5,KombiFemDørs,4,4,Personbil,1400,33845
491,340367379,2008,198000,Manuell,Diesel,1845,Grå,Forhjulsdrift,109,1.6,1570,134,7,KombiFemDørs,4,5,Personbil,1400,32845
492,340357772,2007,232000,Automat,Diesel,1845,Svart,Forhjulsdrift,140,2,1476,172,5,Sedan,4,2,Personbil,1800,33845
493,340321487,2006,176000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,102,1.6,1402,175,5,Sedan,4,8,Personbil,1200,31845
494,340242791,2006,260000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,136,2,1397,145,5,Stasjonsvogn,4,8,Personbil,1500,31845
495,339481859,2006,285000,Manuell,Bensin,1845,Sølv,Firehjulsdrift,177,2.4,1685,264,5,Stasjonsvogn,5,10,Personbil,1700,33845
496,340078699,2006,370000,Manuell,Diesel,1845,Svart,Firehjulsdrift,140,2.2,1617,177,5,SUVOffroad,5,3,Personbil,1500,33845
497,338308869,2005,43300,Manuell,Bensin,1845,Rød,Forhjulsdrift,102,1.6,1215,192,2,Annet,5,4,Personbil,1000,34845
498,340140175,2007,469700,Automat,Diesel,1845,Svart,Bakhjulsdrift,170,2.1,1735,194,5,Stasjonsvogn,5,3,Personbil,2100,33845
499,339995702,2006,428000,Automat,Diesel,0,Blå,Firehjulsdrift,163,2.4,1776,223,5,Stasjonsvogn,5,3,Personbil,1800,34900
500,340118418,2010,189000,Manuell,Diesel,1845,Rød,Forhjulsdrift,129,2.2,1490,139,5,Stasjonsvogn,5,3,Personbil,1400,31845
501,340086395,2007,166000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.4,1280,132,5,Flerbruksbil,4,3,Personbil,1000,33845
502,340076240,2008,207000,Manuell,Diesel,1845,Grå,Forhjulsdrift,90,1.4,1280,132,5,KombiFemDørs,4,0,Personbil,1000,31845
503,339777987,2004,254000,Automat,Bensin,1845,Grå,Bakhjulsdrift,192,2.5,1590,248,5,Stasjonsvogn,5,5,Personbil,2000,31845
504,340021489,2004,190000,Manuell,Bensin,0,Sølv,Forhjulsdrift,110,1.6,1155,168,5,Sedan,4,9,Personbil,1300,32000
505,330353836,2013,110000,Manuell,Bensin,4147,Hvit,Forhjulsdrift,125,1,1296,117,5,Stasjonsvogn,5,4,Personbil,1200,34147
506,339776812,2011,210600,Manuell,Diesel,1845,Hvit,Forhjulsdrift,90,1.6,1395,115,5,KombiFemDørs,4,12,Personbil,1300,33845
507,338998661,2007,274000,Manuell,Diesel,1845,Grå,Firehjulsdrift,170,2,1655,179,5,Stasjonsvogn,4,8,Personbil,1600,33845
508,339891949,2006,312942,Automat,Bensin,1845,Svart,Bakhjulsdrift,143,1.8,1555,203,5,Stasjonsvogn,5,7,Personbil,1500,33845
509,339871586,2009,69500,Manuell,Bensin,3074,Grønn,Forhjulsdrift,80,1.2,1084,139,5,KombiFemDørs,5,4,Personbil,850,34974
510,339862015,2012,237907,Manuell,Diesel,0,Hvit,Forhjulsdrift,105,1.6,1370,137,2,Kasse,4,2,Varebil,1300,35000
511,339791798,2008,188000,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.9,1345,137,5,Sedan,4,10,Personbil,1400,33845
512,320328625,2008,171879,Manuell,Bensin,1777,Rød,Firehjulsdrift,91,1.3,1060,151,5,KombiFemDørs,5,8,Personbil,1000,33777
513,339622546,2010,104792,Manuell,Bensin,0,Sølv,Bakhjulsdrift,64,1.1,855,114,5,KombiFemDørs,4,5,Personbil,700,35000
514,339583824,2009,241000,Manuell,Diesel,1231,Hvit,Forhjulsdrift,90,1.6,1480,153,3,Stasjonsvogn,3,3,Varebil,950,30231
515,338965126,2005,254184,Manuell,Diesel,1845,Sølv,Firehjulsdrift,109,2,1860,216,5,SUVOffroad,5,2,Personbil,1850,31845
516,339454951,2008,192652,Manuell,Bensin,1825,Beige,Forhjulsdrift,95,1.3,1050,143,5,KombiFemDørs,4,2,Personbil,1000,34825
517,339399913,2006,230000,Manuell,Diesel,0,Svart,Forhjulsdrift,140,2,1490,167,5,Stasjonsvogn,4,8,Personbil,1600,32900
518,339331937,2005,196000,Manuell,Bensin,1845,Svart,Forhjulsdrift,129,1.8,1270,171,5,Sedan,4,5,Personbil,1300,34845
519,339047557,2010,154940,Manuell,Diesel,3074,Blå,Forhjulsdrift,95,1.6,1043,107,5,KombiFemDørs,5,4,Personbil,750,33074
520,339078749,2012,95000,Manuell,Bensin,4672,Svart,Forhjulsdrift,99,1.4,1185,143,5,KombiFemDørs,5,3,Personbil,1200,31672
521,339005762,2005,345000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,131,2.4,1553,171,5,Stasjonsvogn,5,5,Personbil,1800,30845
522,338785581,2008,103800,Manuell,Bensin,3000,Sølv,Forhjulsdrift,97,1.4,1188,141,5,KombiFemDørs,4,4,Personbil,1000,31000
523,338782567,2009,203000,Manuell,Diesel,1231,Hvit,Forhjulsdrift,90,1.6,1700,191,3,KombiFemDørs,4,9,Varebil,1472,33231
524,338598859,2006,119000,Manuell,Bensin,1845,Svart,Forhjulsdrift,64,1.2,1185,144,5,KombiFemDørs,4,4,Personbil,800,34845
525,329409941,2004,242500,Manuell,Diesel,1777,Sølv,Forhjulsdrift,105,1.9,1443,140,5,KombiFemDørs,4,2,Personbil,1400,31777
526,338678412,2006,247000,Manuell,Diesel,1845,Blå,Forhjulsdrift,101,1.9,1900,210,9,KombiFemDørs,4,16,Personbil,2000,33000
527,338641789,2008,196100,Manuell,Diesel,1845,Blå,Forhjulsdrift,69,1.4,1230,137,5,SUVOffroad,4,9,Personbil,800,34845
528,338434168,2010,155000,Manuell,Diesel,1845,Rød,Forhjulsdrift,90,1.6,1395,115,5,KombiFemDørs,5,7,Personbil,1300,33845
529,329440967,2008,268000,Manuell,Diesel,1186,Grå,Forhjulsdrift,120,2,1840,198,2,Kasse,5,8,Varebil,2000,31186
530,337485275,2007,105400,Manuell,Diesel,0,Grå,Forhjulsdrift,88,1.5,1187,118,5,Coupe,4,6,Personbil,1100,35074
531,337335304,2007,286596,Automat,Diesel,1845,Sølv,Firehjulsdrift,179,2.7,1875,227,5,Stasjonsvogn,5,2,Personbil,1900,31845
532,337331919,2007,321655,Manuell,Diesel,1845,Sølv,Forhjulsdrift,140,2,1685,163,5,Stasjonsvogn,4,11,Personbil,1600,31845
533,337257544,2004,268000,Manuell,Diesel,1845,Blå,Forhjulsdrift,136,2,1600,162,7,Flerbruksbil,5,4,Personbil,1500,31845
534,336933150,2000,141000,Manuell,Bensin,3074,Svart,Forhjulsdrift,101,1.6,1117,187,5,KombiFemDørs,5,3,Personbil,1200,30074
535,334661337,2006,131900,Manuell,Bensin,1777,Sølv,Forhjulsdrift,95,1.5,1225,158,5,Flerbruksbil,5,7,Personbil,1000,31777
536,335614779,2011,222000,Manuell,Diesel,1845,Svart,Forhjulsdrift,75,1.2,1057,99,5,KombiFemDørs,5,5,Personbil,1000,34845
537,336568411,2004,201600,Manuell,Bensin,1845,Rød,Forhjulsdrift,110,1.6,1190,172,5,Stasjonsvogn,5,4,Personbil,1300,34900
538,336483271,2011,275500,Manuell,Diesel,1777,Svart,Firehjulsdrift,105,1.6,1400,141,5,Stasjonsvogn,4,5,Personbil,1600,33777
539,336302480,2010,172800,Manuell,Bensin,1845,Sølv,Forhjulsdrift,60,1.2,1054,127,5,KombiFemDørs,5,3,Personbil,500,34900
540,336286393,2006,238200,Automat,Bensin,1845,Sølv,Bakhjulsdrift,143,1.8,1555,203,5,Stasjonsvogn,5,8,Personbil,1500,34900
541,336107456,2004,134768,Manuell,Bensin,1845,Grønn,Forhjulsdrift,110,1.6,1155,168,5,KombiFemDørs,5,3,Personbil,1300,31845
542,336015704,2007,196000,Manuell,Diesel,1777,Grå,Forhjulsdrift,90,1.6,1352,118,5,Annet,4,8,Personbil,1200,31777
543,323843387,2004,329000,Manuell,Diesel,0,Sølv,Bakhjulsdrift,116,2,1550,173,7,Sedan,4,1,Personbil,1500,32000
544,335492615,2002,235000,Manuell,Bensin,1777,Sølv,Forhjulsdrift,140,2.4,1459,205,5,Sedan,4,3,Personbil,1800,31777
545,327691876,2009,265755,Automat,Bensin,1777,Svart,Forhjulsdrift,160,1.8,1510,175,5,Stasjonsvogn,5,6,Personbil,1300,32777
546,334785996,2003,164825,Manuell,Bensin,1777,Blå,Forhjulsdrift,97,1.4,1160,159,5,KombiFemDørs,4,8,Personbil,1000,31777
547,333562250,2009,76700,Manuell,Bensin,1777,Grå,Forhjulsdrift,75,1.3,1025,125,5,KombiTredørs,3,5,Personbil,900,31777
548,333911484,2011,233466,Manuell,Diesel,1777,Hvit,Firehjulsdrift,147,2,1550,158,5,Stasjonsvogn,5,6,Personbil,2000,31777
549,333232228,2012,91555,Manuell,Diesel,1777,Blå,Forhjulsdrift,75,1.4,1127,110,5,KombiFemDørs,4,10,Personbil,1100,35000
