Finnkode,car_name,Price,Specifications,Equipment
339218905,Nissan Qashqai,15000,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""240 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}","[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Alarm"", ""Antiskrens"", ""Antispinn"", ""CD-spiller"", ""Cruisekontroll"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Kj\u00f8recomputer"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Lyssensor"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""Radio FM"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Soltak/glasstak"", ""Sommerhjul"", ""Startsperre"", ""Takrails"", ""Vinterhjul""]"
339186258,Ford Transit Connect,11231,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""212 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}","[""Elektriske speil"", ""Hengerfeste, fast krok"", ""Metallic lakk"", ""Oppvarmede seter"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""St\u00e5lbjelker""]"
339173613,Skoda Fabia,14900,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""201 600 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Airbag foran"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Metallic lakk"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Sommerdekk"", ""Vinterdekk""]"
338668549,Volkswagen Golf,13845,"{""Modell\u00e5r"": ""1998"", ""Kilometer"": ""334 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel""}",[]
338628651,Citroen Jumpy,15000,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""192 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}","[""ABS-bremser"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Beltevarsler"", ""Diesel-partikkelfilter"", ""El.vinduer"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Hengerfeste"", ""Klimaanlegg"", ""Lasteholdere/skistativ"", ""Lettmet. felg sommer"", ""Manuelt klimaanlegg"", ""Oppvarmede seter"", ""Regulerbart ratt"", ""Servostyring"", ""Sommerdekk"", ""Speil innfellbare"", ""Takrails"", ""T\u00e5kelys"", ""Vinterdekk""]"
338499955,Toyota Yaris Verso,12000,"{""Modell\u00e5r"": ""2002"", ""Kilometer"": ""209 876 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}",[]
338487126,Skoda Fabia,12000,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""212 421 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}","[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Isofix"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Midtarmlene"", ""Motorvarmer"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul"", ""Xenonlys""]"
338409566,Opel Vectra,11880,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""139 900 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""CD-spiller"", ""Cruisekontroll"", ""El.vinduer"", ""Elektriske speil"", ""Hel\u00e5rsdekk"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Metallic lakk"", ""Oppvarmede seter"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul""]"
335952689,Volvo S80,12345,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""246 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, avtagbart/svingbart"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Vinterhjul""]"
337370327,Toyota Aygo,13000,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""273 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}",[]
337200969,Ford S-MAX,15000,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""218 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}","[""7-Seter"", ""ABS"", ""Airbags"", ""Aircondition"", ""Antispinn"", ""EL.Sete"", ""EL.Speil"", ""El.Ruter"", ""Hel\u00e5rs"", ""Hengerfeste"", ""Klima"", ""Midtarmlene"", ""Oppv. Frontrute"", ""Oppv.Seter"", ""Park.Sensor"", ""Radio DAB+"", ""Sentrall\u00e5s"", ""Servo"", ""Stereo"", ""Teleskopratt"", ""Tiltratt""]"
335892487,Volvo V70,14845,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""335 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Airbag foran"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Isofix"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sommerhjul"", ""Takrails"", ""Vinterhjul""]"
332526123,Mitsubishi Colt,13777,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""200 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}",[]
330636145,Citroen C1,14900,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""182 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""Bluetooth"", ""Handsfree opplegg"", ""Lettmet. felg vinter"", ""Radio DAB+"", ""Radio FM"", ""Servostyring"", ""Startsperre"", ""Vinterhjul""]"
329962747,Volkswagen,13000,"{""Modell\u00e5r"": ""1999"", ""Drivstoff"": ""Diesel""}",[]
328749231,Toyota Yaris,11777,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""108 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""AUX-inngang"", ""Airbag foran"", ""Antiskrens"", ""Antispinn"", ""Bagasjeromstrekk"", ""CD-spiller"", ""Diff.sperre"", ""El.vinduer"", ""Elektriske speil"", ""Kj\u00f8recomputer"", ""Metallic lakk"", ""Midtarmlene"", ""Oppvarmede seter"", ""Radio DAB+"", ""Regnsensor"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sideairbager"", ""Sommerhjul"", ""Startsperre"", ""Vinterhjul""]"
327965364,Saab 9-3,12000,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""175 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS"", ""Airbags"", ""Alufelger Vinter"", ""Antispinn"", ""EL.Speil"", ""El.Ruter"", ""Kj\u00f8recomputer"", ""Klima"", ""Midtarmlene"", ""Multiratt"", ""Oppv.Seter"", ""Sentrall\u00e5s"", ""Servo"", ""Stereo"", ""Teleskopratt"", ""Tiltratt"", ""Vinterdekk""]"
236024956,Chrysler Voyager,12000,"{""Modell\u00e5r"": ""2002"", ""Kilometer"": ""243 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Airbag foran"", ""El.vinduer"", ""Elektriske speil"", ""Hengerfeste, fast krok"", ""Kj\u00f8recomputer"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Motorvarmer"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter i helskinn"", ""Sommerhjul"", ""Takrails"", ""Vinterhjul""]"
325881927,Peugeot 407,11277,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""310 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}",[]
324810711,Subaru Legacy,11777,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""246 468 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}",[]
323734059,Opel Zafira,12000,"{""Modell\u00e5r"": ""2000"", ""Kilometer"": ""214 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Airbag foran"", ""Airbag foran side"", ""Antispinn"", ""CD-spiller"", ""El.vinduer"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Hel\u00e5rsdekk"", ""Hengerfeste"", ""Lakkerte utvendige speil"", ""Manuelt klimaanlegg"", ""Metallic lakk"", ""Multifunksjonsratt"", ""Radio FM"", ""Regulerbart ratt"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter nedfellbare bak"", ""Startsperre"", ""Turteller"", ""T\u00e5kelys"", ""Vinterdekk""]"
322623632,Nissan Serena,14999,"{""Modell\u00e5r"": ""1996"", ""Kilometer"": ""115 220 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}",[]
322623878,Toyota Corolla,11999,"{""Modell\u00e5r"": ""2000"", ""Kilometer"": ""215 098 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}",[]
321179229,Chrysler Grand Voyager,11186,"{""Modell\u00e5r"": ""2000"", ""Kilometer"": ""230 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Airbag foran"", ""El.vinduer"", ""Elektriske speil"", ""Hel\u00e5rsdekk"", ""Hengerfeste"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Manuelt klimaanlegg"", ""Midtarmlene"", ""Sentrall\u00e5s"", ""Servostyring"", ""Takrails""]"
317723015,Mitsubishi Grandis,14900,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""283 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Airbag bak side"", ""Airbag foran"", ""Airbag foran side"", ""Antiskrens"", ""Antispinn"", ""Beltevarsler"", ""CD-spiller"", ""Cruisekontroll"", ""Ekstra m\u00f8rktonede vinduer bak"", ""El.vinduer"", ""Elektriske speil"", ""Fjernstyrt sentrall\u00e5s"", ""Hengerfeste"", ""Isofix"", ""Justerbare bakseter"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lakkerte utvendige speil"", ""Lettmet. felg vinter"", ""Lyktespylere"", ""Metallic lakk"", ""Oppvarmede seter"", ""Radio FM"", ""Regulerbart ratt"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter nedfellbare bak"", ""Skinnratt"", ""Speil innfellbare"", ""Speil innfellbare elektriske"", ""Takrails"", ""Turteller"", ""Vinterdekk""]"
317631626,Ford S-MAX,11777,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""263 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}",[]
308729745,Volkswagen Golf,14777,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""107 683 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""El.vinduer"", ""Elektriske speil"", ""Sommerhjul"", ""Vinterhjul""]"
306325555,Ford Focus,14000,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""255 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Airbag foran"", ""Airbag foran side"", ""Alarm"", ""CD-spiller"", ""Cruisekontroll"", ""Fjernstyrt sentrall\u00e5s"", ""Hengerfeste"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lyktespylere"", ""Manuelt klimaanlegg"", ""Metallic lakk"", ""Oppvarmet frontrute"", ""Radio DAB+"", ""Radio FM"", ""Ratt oppvarmet"", ""Sentrall\u00e5s"", ""Servostyring"", ""Skinnratt"", ""Sommerdekk"", ""Startsperre"", ""St\u00e5lbjelker"", ""Turteller"", ""T\u00e5kelys"", ""Vinterdekk""]"
306114914,Toyota Yaris Verso,11999,"{""Modell\u00e5r"": ""2000"", ""Kilometer"": ""124 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin""}",[]
299707430,Opel Astra,15000,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""222 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel""}","[""Diesel-partikkelfilter""]"
292341169,Mitsubishi Colt,14999,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""141 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Bagasjeromstrekk"", ""CD-spiller"", ""El.vinduer"", ""Isofix"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""M\u00f8rke ruter bak"", ""Radio DAB+"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Startsperre""]"
182119041,Peugeot 307,14900,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""262 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel""}","[""ABS-bremser"", ""Airbag foran"", ""Antispinn"", ""CD-spiller"", ""El.vinduer"", ""Hengerfeste"", ""Manuelt klimaanlegg"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerdekk"", ""Startsperre"", ""St\u00e5lbjelker"", ""T\u00e5kelys"", ""Vinterdekk""]"
112044891,Toyota Yaris,11569,"{""Modell\u00e5r"": ""2001"", ""Kilometer"": ""118 659 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}",[]
341133137,Mercedes-Benz B-Klasse,17845,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""269 676 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Air Condition"", ""Airbag foran"", ""Elektriske speil"", ""Metallic lakk"", ""Midtarmlene"", ""Oppvarmede seter"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul""]"
341066507,Toyota Corolla,19990,"{""Modell\u00e5r"": ""1999"", ""Kilometer"": ""229 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""AUX tilkobling"", ""Airbag foran"", ""Alarm"", ""Beltevarsler"", ""CD-spiller"", ""Elektriske speil"", ""Fabrikkmontert alarm"", ""Hengerfeste"", ""Klimaanlegg"", ""Manuelt klimaanlegg"", ""Metallic lakk"", ""Midtarmlene"", ""Radio FM"", ""Regulerbart ratt"", ""Sentrall\u00e5s"", ""Servostyring"", ""Seter nedfellbare bak"", ""Skinnratt"", ""Sommerdekk"", ""Takrails"", ""Turteller"", ""USB"", ""Vinterdekk""]"
340060590,Mazda 2,19345,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""266 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""El.vinduer"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul""]"
340972845,Toyota Aygo,19900,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""85 250 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""Airbag"", ""Airbag foran"", ""Elektriske vinduer"", ""Felg lettmet. sommer"", ""Felg lettmet. vinter"", ""Klimaanlegg"", ""Sommerhjul"", ""Vinterhjul (u.pigg)""]"
340897417,Subaru Justy,16845,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""184 035 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""Airbag foran"", ""Antispinn"", ""Beltevarsler"", ""El.vinduer"", ""Fjernstyrt sentrall\u00e5s"", ""Hel\u00e5rsdekk"", ""Klimaanlegg"", ""Manuelt klimaanlegg"", ""Sentrall\u00e5s"", ""Servostyring"", ""Startsperre"", ""Takrails"", ""T\u00e5kelys""]"
340893279,Honda Civic,19000,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""249 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin""}",[]
340888770,Mitsubishi Colt,18000,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""265 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin""}","[""ABS-bremser"", ""AUX-inngang"", ""Air Condition"", ""Airbag foran"", ""Antispinn"", ""Bluetooth"", ""CD-spiller"", ""El.vinduer"", ""Isofix"", ""Kj\u00f8recomputer"", ""Klimaanlegg"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""M\u00f8rke ruter bak"", ""Oppvarmede seter"", ""Radio DAB+"", ""Radio FM"", ""Sentrall\u00e5s"", ""Servostyring"", ""Sommerhjul"", ""Vinterhjul""]"
340883353,Toyota Yaris,19074,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""137 125 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin""}",[]
340881913,Kia Cee'd,19845,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""175 000 km"", ""Drivstoff"": ""Diesel""}","[""ABS-bremser"", ""AUX tilkobling"", ""Airbag bak side"", ""Airbag foran"", ""Airbag foran side"", ""Airbag gardiner"", ""Antiskrens"", ""Antispinn"", ""Avblending av speil"", ""Beltevarsler"", ""Bluetooth"", ""Diesel-partikkelfilter"", ""Ekstra m\u00f8rktonede vinduer bak"", ""El.vinduer"", ""Elektrisk soltak"", ""Farget glass"", ""Fjernstyrt sentrall\u00e5s"", ""Isofix"", ""Kj\u00f8recomputer"", ""Kurve/t\u00e5kelys"", ""Lakkerte utvendige speil"", ""Lettmet. felg sommer"", ""Lettmet. felg vinter"", ""Metallic lakk"", ""Midtarmlene"", ""Multifunksjonsratt"", ""N\u00f8dbremseforsterker"", ""Oppvarmede seter"", ""Oppvarmede speil"", ""Pollenfilter"", ""Radio FM"", ""Regulerbart ratt"", ""Servostyring"", ""Sete multifunktion"", ""Seter nedfellbare bak"", ""Skinninteri\u00f8r"", ""Skinnratt"", ""Sommerdekk"", ""Speil innfellbare"", ""Startsperre"", ""St\u00e5lbjelker"", ""Turteller"", ""T\u00e5kelys"", ""USB"", ""Vinterdekk""]"
